공원명,주소,위도,경도
비파 어린이공원(청북지구 택지개발),경기도 평택시 고덕면 율포리 184-6장,37.045928,127.031262
사랑방 어린이공원(용죽지구),경기도 평택시 고덕면 좌교리 270답,37.040669,127.029528
삼각 어린이공원,경기도 평택시 고덕면 해창리 15-2장,37.031435,127.026598
상가 어린이공원,경기도 평택시 고덕면 해창리 733-27임,37.026212,127.016897
상서재 어린이공원(서재지구 75호),경기도 평택시 고덕면 여염리 373-2답,37.036401,127.044059
새터말 어린이공원,경기도 평택시 고덕면 여염리 산66임,37.035739,127.043912
새한 어린이공원,경기도 평택시 고덕면 여염리 296-2답,37.041939,127.048848
색동(제1호) 어린이공원(영신지구),경기도 평택시 장당동 531답,37.046524,127.053769
샛별 어린이공원(서재지구 78호),경기도 평택시 서정동 678-36대,37.071243,127.059738
서당제 어린이공원(안중지구 택지개발),경기도 평택시 서정동 산126-4과,37.061627,127.043251
서재초 어린이공원(동삭2지구),경기도 평택시 고덕면 두릉리 산42임,37.058579,127.028561
서정 어린이공원,경기도 평택시 고덕면 두릉리 631-1답,37.055653,127.025264
성동 어린이공원,경기도 평택시 고덕면 두릉리 593-4답,37.055621,127.023015
소사1 어린이공원(소사지구),경기도 평택시 고덕면 해창리 490-2대,37.042464,127.014761
소사뜰 어린이공원(소사2지구),경기도 평택시 고덕면 율포리 438-11임,37.047403,127.030629
소사벌 어린이공원,경기도 평택시 고덕면 율포리 376전,37.0503,127.034107
송담4로 어린이공원(안중송담지구),경기도 평택시 고덕면 해창리 61-1답,37.031237,127.031844
송담5길 어린이공원(안중 송담지구),경기도 평택시 고덕면 당현리 524-2답,37.064697,127.031864
송담6길 어린이공원(안중 송담지구),경기도 평택시 고덕면 율포리 480답,37.049688,127.025091
송담8길 어린이공원(안중 송담지구),경기도 평택시 고덕면 율포리 106답,37.042946,127.042342
송담9길 어린이공원(안중 송담지구),경기도 평택시 고덕면 해창리 382존,37.036711,127.023278
송북 어린이공원,경기도 평택시 서정동 692-5대,37.071243,127.059738
송천 어린이공원,경기도 평택시 서정동 산127-13임,37.061306,127.043194
송화 어린이공원,경기도 평택시 지산동 1136,37.077127,127.066247
수촌1 어린이공원(수촌지구),경기도 평택시 이충동 631,37.057816,127.063011
수촌2 어린이공원(수촌지구),경기도 평택시 장당동 641-9,37.051757,127.064859
숲속 어린이공원(소사벌택지 1호),경기도 평택시 이충동 676,37.058548,127.069157
신대쌈지 어린이공원,경기도 평택시 이충동 687,37.060955,127.069178
신서 어린이공원,경기도 평택시 서정동 845,37.066265,127.061203
신작 어린이공원,경기도 평택시 칠원동 393-4,37.026563,127.109632
신촌 새마답 어린이공원(신촌지구 동부 103호),경기도 평택시 칠원동 388-4,37.024643,127.109529
신촌 장자울 어린이공원(신촌지구 동부 104호),경기도 평택시 고덕면 두릉리 797-1,37.06351,127.027702
신흥 어린이공원(신흥지구),경기도 평택시 지산동 1260,37.082884,127.068815
안정 어린이공원(안정지구 6호),경기도 평택시 장당동 632-1,37.051373,127.061853
안중 22호 어린이공원(인광지구),경기도 평택시 칠원동 산62-3,37.035098,127.105155
암석 제3호 어린이공원(영신지구),경기도 평택시 서정동 786,37.069903,127.055693
앞마당 어린이공원(용죽지구),경기도 평택시 독곡동 489,37.081727,127.064462
어린이공원 1호(황해경제자유구역 현덕지구),경기도 평택시 지산동 1026,37.081061,127.059896
어린이공원(주공2단지재개발),경기도 평택시 칠원동 산39-4,37.022154,127.108465
어린이공원(통복지구),경기도 평택시 칠원동 250-8,37.021009,127.110292
어울림 어린이공원(현촌지구),경기도 평택시 서정동 906,37.061307,127.057443
어인남 어린이공원,경기도 평택시 칠원동 산36-7,37.027298,127.10385
어제 3호 어린이공원(모산영신지구),경기도 평택시 칠원동 128-2,37.02738,127.104663
오좌 어린이공원,경기도 평택시 독곡동 472,37.084521,127.063593
옹기 어린이공원,경기도 평택시 서정동 868,37.065383,127.05756
용이1호 어린이공원(용이지구),경기도 평택시 서정동 809,37.06473,127.064543
용이2호 어린이공원(용이지구),경기도 평택시 장당동 631-1,37.048934,127.057736
용이3호 어린이공원(용이지구),경기도 평택시 도일동 1167-1,37.040157,127.100104
용이4호 어린이공원(용이지구),경기도 평택시 이충동 590,37.063458,127.066653
우주별 어린이공원(소사벌택지 8호),경기도 평택시 장당동 469-2,37.047925,127.056432
원앙 어린이공원,경기도 평택시 장안동 620,37.061018,127.0807
원이충 어린이공원,경기도 평택시 서정동 881,37.063619,127.054832
원장당 어린이공원(장당 1호),경기도 평택시 가재동 442,37.04381,127.07656
원정 어린이공원(포승공단),경기도 평택시 장안동 60-1,37.057468,127.092162
원평14통(삽다리) 어린이공원,경기도 평택시 진위면 하북리 94-1,37.112162,127.06363
유통단지 어린이공원(동부 83호),경기도 평택시 가재동 534,37.042838,127.074142
은실 어린이공원,경기도 평택시 진위면 견산리 393,37.108089,127.072214
은행 어린이공원,경기도 평택시 장안동 211-3,37.05084,127.088939
이곡 어린이공원,경기도 평택시 가재동 산88-2,37.041139,127.078272
이충 어린이공원,경기도 평택시 진위면 가곡리 79-1,37.112042,127.088413
자미 어린이공원(청북지구 택지개발),경기도 평택시 장안동 산129-2,37.051702,127.092865
작골 어린이공원(청북지구 택지개발),경기도 평택시 진위면 봉남리 444-1,37.098858,127.088341
잔다리 어린이공원,경기도 평택시 도일동 965-5,37.054273,127.097759
장당 택지지구 어린이공원,경기도 평택시 지산동 1088,37.079122,127.061846
장미 어린이공원,경기도 평택시 지산동 689-3,37.077063,127.059261
장안하늘채 어린이공원(동부 18호),경기도 평택시 지산동 1092,37.075343,127.063361
장터골 어린이공원(안중지구 택지개발),경기도 평택시 지산동 1237-4,37.080461,127.077329
점촌 어린이공원,경기도 평택시 서정동 790,37.070013,127.059013
정글 어린이공원(소사벌택지 12호),경기도 평택시 서정동 855,37.064395,127.059783
정원 어린이공원,경기도 평택시 서정동 1119,37.071931,127.062913
제1호 어린이공원 제130호(가재지구),경기도 평택시 서정동 833,37.067101,127.055243
제1호 어린이공원(브레인시티),경기도 평택시 서정동 1125,37.058838,127.060253
문화공원 2호(황해경제구역 현덕지구),경기도 평택시 현덕면 장수리 353-3,36.933907,126.903334
신촌 쇠물뿌리 체육공원(신촌지구  동부 102호),경기도 평택시 칠원동 417-1,37.02408,127.103756
제1호 체육공원(브레인시티),경기도 평택시 도일동 582-3,37.049115,127.106627
제2호 체육공원(브레인시티),경기도 평택시 가재동 128,37.038626,127.087233
1호 도란뜰 근린공원(화양지구),경기도 평택시 안중읍 현화리 산350-4임,36.987556,126.90609
2호 근린공원 (화양지구),경기도 평택시 현덕면 운정리 산72-1,36.986097,126.899903
3호 뜸이기뜰 근린공원(화양지구),경기도 평택시 현덕면 운정리 산63-3,36.982419,126.901233
4호 개랑뜰 근린공원(화양지구),경기도 평택시 현덕면 화양리 산161,36.979132,126.903779
5호 흰여울뜰 근린공원(화양지구),경기도 평택시 현덕면 운정리 산40-1,36.975961,126.899459
6호 늘솔길뜰 근린공원 (화양지구),경기도 평택시 현덕면 운정리 산20,36.97196,126.898366
7호 갈매빛뜰 근린공원 (화양지구),경기도 평택시 현덕면 운정리 산2-1,36.967529,126.900795
가사 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1090,37.019934,126.909408
개나리 근린공원(청북 어연한산공단),경기도 평택시 청북면 어연리 898-1,37.051436,126.977508
근린공원 1호(황해자유구역 현덕지구),경기도 평택시 현덕면 장수리 264-18,36.93667,126.914174
근린공원 2호(황해자유구역 현덕지구),경기도 평택시 현덕면 권관리 824,36.929521,126.907927
근린공원 3호(황해자유구역 현덕지구),경기도 평택시 현덕면 권관리 705,36.92473,126.912089
금곡 근린공원,경기도 평택시 안중읍 안중리 산17-1,36.994316,126.940887
능안 근린공원,경기도 평택시 청북면 현곡리 산94-7,37.043283,126.928905
도곡 근린공원(포승공단),경기도 평택시 포승읍 도곡리 1110,36.989362,126.847404
뚝넘어 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1155,37.024696,126.913794
만호 근린공원(포승2산단),경기도 평택시 포승읍 만호리 산9-1,36.967071,126.861402
무릉 근린공원,경기도 평택시 청북면 현곡리 산10-5,37.040094,126.94137
번제 근린공원(포승공단),경기도 평택시 포승읍 원정리 1355,36.984383,126.833052
비둘기 근린공원(청북 어연한산공단),경기도 평택시 청북면 어연리 888,37.049486,126.972925
살박 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1173,37.024696,126.913794
새터 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1142,37.024696,126.913794
송담 근린공원(안중송담지구),경기도 평택시 안중읍 송담리 724,36.972729,126.936473
수촌 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1124,37.024696,126.913794
신당 근린공원(포승공단),경기도 평택시 포승읍 만호리 589,36.970051,126.84749
안송 근린공원(안중송담지구),경기도 평택시 안중읍 안중리 산78-8,36.983437,126.929102
안중 근린공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 823-2,36.985234,126.920612
여술 근린공원(포승공단),경기도 평택시 포승읍 도곡리 1108,36.9907,126.841361
오성 근린공원(오성산단),경기도 평택시 오성면 양교리 1095,37.02465,126.948927
용성 근린공원,경기도 평택시 안중읍 학현리 산6,37.001685,126.93512
율리 근린공원,경기도 평택시 안중읍 학현리 산65-1,36.99126,126.927811
인광 근린공원(안중송담지구),경기도 평택시 현덕면 인광리 산85-57,36.975632,126.923791
테미 근린공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1096,37.024696,126.913794
학현 근린공원,경기도 평택시 안중읍 현화리 637-12,36.989762,126.917503
현곡 근린공원(현곡산단),경기도 평택시 청북면 현곡리 453,37.036974,126.941669
현곡 근린공원(현곡산단),경기도 평택시 청북면 현곡리 산90-13,37.044898,126.931852
현화 근린공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 829,36.980542,126.920402
평택 도시농업공원,경기도 평택시 오성면 숙성리 49,37.014204,126.985097
고잔7리 쉼터 마을쉼터,경기도 평택시 청북면 고잔리 1015-1,37.038304,126.888793
교포1리 마을쉼터,경기도 평택시 오성면 교포리 52-6,37.005897,127.002129
교포2리 마을쉼터,경기도 평택시 오성면 교포리 106-15,37.008951,126.998124
교포3리 마을쉼터,경기도 평택시 오성면 교포리 108-17,36.998716,126.998317
금곡5리 쉼터,경기도 평택시 안중읍 금곡리 산119-1,36.995006,126.952739
길음1리 마을쉼터,경기도 평택시 오성면 길음리 81-1,36.989066,126.963737
당거1리 마을쉼터,경기도 평택시 오성면 당거리 392-1,36.987609,126.975933
당거2리 마을쉼터,경기도 평택시 오성면 숙성리 936-108,36.994614,126.980216
당거3리 마을쉼터,경기도 평택시 오성면 당거리 9-2,36.989333,127.006579
대반1리 마을쉼터,경기도 평택시 안중읍 대반리 17-3,36.992125,126.949942
대반2리 마을쉼터,경기도 평택시 안중읍 대반리 208-8,36.988675,126.95257
대반3리 마을쉼터,경기도 평택시 안중읍 대반리 503,36.98449,126.952146
대반6리 마을쉼터,경기도 평택시 안중읍 대반리 409-4,36.976822,126.943202
덕목3리 마을쉼터,경기도 평택시 현덕면 덕목리 510-5,36.95236,126.956901
덕목4리 마을쉼터,경기도 평택시 현덕면 덕목리 659-2,36.950413,126.95604
덕목5리 마을쉼터,경기도 평택시 현덕면 덕목리 269,36.955062,126.965436
따비쉼터,경기도 평택시 안중읍 안중리 280-3,36.988505,126.929101
삼정1리 마을쉼터,경기도 평택시 안중읍 삼정리 75-4,36.966622,126.959255
숙성1리 마을쉼터,경기도 평택시 오성면 숙성리 164,37.009159,126.981871
숙성2리 마을쉼터,경기도 평택시 오성면 숙성리 622-24,37.002628,126.976534
숙성3리 마을쉼터,경기도 평택시 오성면 숙성리 753-6 753-7,36.994573,126.973234
숙성5리 마을쉼터,경기도 평택시 오성면 숙성리 149-4,37.008186,126.982325
신2리 마을쉼터,경기도 평택시 오성면 신리리 124-15,37.004945,127.008693
신3리 마을쉼터,경기도 평택시 오성면 신리리 111-10,37.00329,127.015501
신4리 마을쉼터,경기도 평택시 오성면 창내리 118-1,37.001443,127.019652
신왕2리 마을쉼터,경기도 평택시 현덕면 신왕리 148,36.937995,126.969326
율북3리 마을쉼터,경기도 평택시 청북면 율북리 248-2,37.068742,126.984326
율북5리 마을쉼터,경기도 평택시 청북면 율북리 94,37.070018,126.978566
죽5리 마을쉼터,경기도 평택시 오성면 죽리리 75-16,37.009495,126.977831
창내1리 마을쉼터,경기도 평택시 오성면 창내리 108-14,36.995303,127.023224
창내2리 마을쉼터,경기도 평택시 오성면 창내리 21-63,36.987835,127.019992
창내3리 마을쉼터,경기도 평택시 오성면 창내리 40-6,36.996567,127.012236
창내4리 마을쉼터,경기도 평택시 오성면 창내리 94,36.988795,127.02797
신대리문화공원,경기도 평택시 팽성읍 신대리 210-39,36.943755,126.997047
용죽 역사공원(용죽지구),경기도 평택시 용이동 660,36.997961,127.127348
원효대사 역사공원,경기도 평택시 포승읍 원정리 산109-37,37.004727,126.822483
1호 소공원(화양지구),경기도 평택시 현덕면 운정리 272-5,36.977742,126.898161
2호 소공원(화양지구),경기도 평택시 현덕면 도대리 348전,36.966395,126.902177
고렴산단 소공원(고렴산단),경기도 평택시 청북읍 고렴리 1130,37.055594,126.93266
길음2리 소공원(길음지구),경기도 평택시 오성면 길음리 320-3,36.984956,126.970081
길음3리 소공원(길음지구),경기도 평택시 오성면 길음리 293-5,36.984836,126.969215
대반5리 소공원(대반지구),경기도 평택시 안중읍 대반리 622-3,36.979213,126.958015
대반리 소공원(대반지구),경기도 평택시 안중읍 대반리 468-3,36.980019,126.953661
소공원 1호(양교지구),경기도 평택시 오성면 양교리 915-47,37.021348,126.949833
소공원 1호(황해경제자유구역 현덕지구),경기도 평택시 현덕면 장수리 84-2,36.938793,126.896325
소공원 2호(황해경제자유구역청 현덕지구),경기도 평택시 현덕면 권관리 773-4,36.924402,126.906681
소공원 7호(후사지구),경기도 평택시 청북면 후사리 산84-10,37.034706,126.931324
소공원 8호(후사지구),경기도 평택시 청북면 후사리 산84-9,37.034892,126.92913
소공원 9호(후사지구),경기도 평택시 청북면 후사리 45-4,37.033994,126.928548
지영희 소공원,경기도 평택시 포승읍 만호리 681,36.96985,126.860485
제1호 어린이공원(하북리),경기도 평택시 안중읍 현화리 산398-2임,36.983801,126.906289
제2호 어린이공원 제131호(가재지구),경기도 평택시 현덕면 화양리 산155,36.982224,126.903473
제2호 어린이공원(견산리),경기도 평택시 현덕면 운정리 358-56전,36.974026,126.89823
제2호 어린이공원(브레인시티),경기도 평택시 현덕면 운정리 445-9답,36.970085,126.899159
제3호 어린이공원 제132호(가재지구),경기도 평택시 현덕면 화양리 816-1답,36.968075,126.904438
제3호 어린이공원(가곡리),경기도 평택시 현덕면 화양리 868-14전,36.964858,126.9052
제3호 어린이공원(브레인시티),경기도 평택시 현덕면 도대리 산81-2구,36.964889,126.902212
제4호 어린이공원(봉남리),경기도 평택시 현덕면 화양리 816,36.968345,126.904173
제4호 어린이공원(브레인시티),경기도 평택시 안중읍 현화리 859,36.983129,126.926768
조개터 1호 어린이공원,경기도 평택시 청북면 옥길리 1108,37.024696,126.913794
조개터2호 어린이공원,경기도 평택시 청북면 옥길리 1056-3,37.024696,126.913794
좌동 어린이공원,경기도 평택시 포승읍 도곡리 1147,36.987462,126.846321
좌울 어린이공원(동부 78호),경기도 평택시 안중읍 현화리 820-5 820-7 551-8,36.986918,126.919066
지산 어린이공원,경기도 평택시 청북면 옥길리 1073,37.024696,126.913794
지산이주단지 어린이공원,경기도 평택시 청북면 옥길리 1148,37.024696,126.913794
지장 어린이공원,경기도 평택시 안중읍 현화리 840-2,36.981111,126.924214
청솔 어린이공원,경기도 평택시 청북면 옥길리 1099,37.024696,126.913794
추팔 어린이공원,경기도 평택시 청북면 옥길리 1092,37.016615,126.925231
충혼 어린이공원,경기도 평택시 청북면 옥길리 1164,37.028514,126.911493
통미 어린이공원,경기도 평택시 안중읍 현화리 824-4,36.982991,126.918873
통복 어린이공원,경기도 평택시 안중읍 안중리 96-8,36.98682,126.935346
팽성 어린이공원,경기도 평택시 안중읍 송담리 660,36.978327,126.931769
팽송 어린이공원,경기도 평택시 안중읍 송담리 862,36.981261,126.929213
평일 어린이공원,경기도 평택시 안중읍 송담리 222,36.982318,126.939276
포스코더샵 어린이공원,경기도 평택시 안중읍 송담리 266-4,36.981114,126.933441
풍물 제2호 어린이공원(모산영신지구),경기도 평택시 현덕면 인광리 414,36.961983,126.918816
풍진 어린이공원(폐지),경기도 평택시 현덕면 권관리 796-6,36.926889,126.906183
하늘 어린이공원(소사벌택지 7호),경기도 평택시 포승읍 도곡리 1134,36.98999,126.844522
하서재 어린이공원(서재지구 76호),경기도 평택시 청북면 옥길리 1160,37.019934,126.909408
한방 어린이공원,경기도 평택시 청북면 옥길리 1294,37.024696,126.913794
합정 어린이공원,경기도 평택시 안중읍 현화리 843-3,36.983102,126.923314
합정새롬 어린이공원,경기도 평택시 청북면 옥길리 1065-18,37.014168,126.907382
율북 체육공원,경기도 평택시 청북면 율북리 886답,37.05742,126.979386
드림 체육공원,경기도 평택시 청북면 율북리 867답,37.062376,126.970077
으뜸 체육공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1072,37.019934,126.909408
12호 근린공원(고덕국제화지구),경기도 평택시 고덕면 좌교리 353임,37.041582,127.020765
큰나루 근린공원,경기도 평택시 포승읍 만호리 471-4,36.954857,126.862459
높은들 근린공원,경기도 평택시 신대동 16-4,36.996059,127.0795
10호소공원(세교 지구단위),경기도 평택시 세교동 196-1번지,37.001779,127.076907
1호 소공원(장당지구),경기도 평택시 장당동 175-1,37.031648,127.069598
1호 소공원(지제지구),경기도 평택시 지제동 567-3,37.011929,127.072227
1호 소공원(진위3지구),경기도 평택시 진위면 견산리 347-1,37.107398,127.074994
담소 소공원,경기도 평택시 포승읍 희곡리 507-1,36.949401,126.870515
통복 소공원1호(통복지구),경기도 평택시 통복동 233-2,36.995338,127.072654
희여울 수변공원,경기도 평택시 포승읍 희곡리 501,36.950117,126.870537
합정푸른 어린이공원(폐지),경기도 평택시 고덕면 해창리 456-3임,37.03856,127.018765
해모 어린이공원(청북지구 택지개발),경기도 평택시 포승읍 희곡리 495-11,36.950203,126.873969
햇살 어린이공원(롯테캐슬),경기도 평택시 통복동 235-3,36.995064,127.073554
향촌 어린이공원,경기도 평택시 현덕면 인광리 405-107번지,36.96321,126.921585
화경 어린이공원,경기도 평택시 합정동 835,36.99083,127.093891
역사공원 1호(고덕국제화지구  두릉리),경기도 평택시 고덕면 두릉리 646대,37.057106,127.018941
송당소공원,경기도 평택시 팽성읍 송화리 125-1,36.955098,127.051604
동말 근린공원,경기도 평택시 고덕면 당현리 457답,37.05996,127.0301
참나무 소공원,경기도 평택시 고덕면 해창리 1274-1,37.02728,127.0155
통복2 소공원,경기도 평택시 통복동 22-2,36.998617,127.083091
