,사업장명,주소,위도,경도
1151,씨유 포승만호사거리점,경기도 평택시 포승읍 만호리 697-11 ,36.9625974,126.8543762
1153,지에스25고덕자이점,"경기도 평택시 고덕면 여염리 4313-2 고덕신도시자연앤자이 상가동 102,103호",,
1157,세븐일레븐 평택옥길점,경기도 평택시 청북읍 옥길리 1163-2 ,37.0176640,126.9181430
1160,세븐일레븐평택고덕큐타워점,경기도 평택시 고덕면 여염리 4320-2 110호,37.0475139,127.0454788
1170,씨유송탄지산로드점,경기도 평택시 지산동 594-1 외 1필지(594-2) 1층 ,37.0807891,127.0737204
1171,씨유평택로데오점,경기도 평택시 평택동 51-1 ,36.9914771,127.0878536
1173,씨유 평택역점,경기도 평택시 평택동 62-1 ,36.9928210,127.0860055
1182,씨유평택배다리점,경기도 평택시 비전동 1101-4 ,36.9999402,127.1156414
1183,씨유평택통복시장점,경기도 평택시 통복동 110-1 ,36.9953099,127.0827580
1186,세븐일레븐평택비전매봉점,경기도 평택시 비전동 818-3 ,36.9967358,127.1030917
1190,GS25 고덕하늘채점,경기도 평택시 고덕면 궁리 523 고덕하늘채 시그니처 B동 103호,37.0201237,127.0345312
1196,세븐일레븐 평택탑건원룸점,경기도 평택시 서정동 602-1 ,37.0750069,127.0420477
1208,세븐일레븐 평택오성산단점,경기도 평택시 오성면 양교리 1094-1 ,37.0250719,126.9480198
1215,세븐일레븐 평택고덕35단지점,경기도 평택시 고덕면 여염리 4205-1 평택고덕엘에이치35단지 상가동 101호,37.0598355,127.0496654
1216,지에스25 포승나래점,경기도 평택시 포승읍 원정리 461-3 ,36.9932666,126.8442279
1223,세븐일레븐 평택용이푸르지오점,경기도 평택시 용이동 460-4 ,36.9965393,127.1407225
1224,씨유평택군문점,경기도 평택시 군문동 360-2 평택군문2단지 ,36.9875484,127.0861437
1226,씨유평택라페온점,경기도 평택시 평택동 66-4 ,36.9942496,127.0868301
1231,세븐일레븐 통복중앙점,경기도 평택시 통복동 61-19 ,36.9987350,127.0841270
1243,세븐일레븐 평택동고리점,"경기도 평택시 고덕면 동고리 148-1 외4필지(148-22,36,59,62) 1층 ",37.0052583,127.0467036
1249,씨유 평택아너스빌점,경기도 평택시 비전동 207-5 ,36.9934363,127.1087605
1250,세븐일레븐 평택금호타운점,"경기도 평택시 서정동 826-4 외 2필지(827, 827-13) 금호타운(서정마을) 상가동 103호",37.0697619,127.0579866
1252,씨유평택장당제일점,경기도 평택시 장당동 631 제일하이빌1차아파트 상가동 111호,37.0484020,127.0588693
1254,지에스25 평택포승도곡점,경기도 평택시 포승읍 도곡리 1139-10 조이마트 ,36.9895189,126.8447031
1258,지에스25 송담지엔하임,경기도 평택시 안중읍 송담리 850 송담 지엔하임1차 ,36.9784784,126.9294329
1260,이마트24 R고덕에스타워점,"경기도 평택시 고덕동 2045-2 에이스 S-TOWER 지식산업센터 117호, 118호 ",37.0440035,127.0558889
1261,세븐일레븐 평택안현로점,경기도 평택시 안중읍 안중리 297-11 서울제일병원 ,36.9881284,126.9315754
1262,씨유 평택힐탑점,경기도 평택시 신장동 274-197 1층 ,37.0783361,127.0528384
1269,씨유 평택고덕스타점,경기도 평택시 고덕동 2253-8 101호,37.0370934,127.0433181
1271,씨유평택 지제힐스점,경기도 평택시 세교동 0 힐스테이트 지제역 ,,
1277,지에스25 합정타운점,경기도 평택시 합정동 753 우현빌딩 ,36.9927164,127.0974032
1279,씨유송탄아라트라움점,경기도 평택시 지산동 735-4 평택 아라트라움 아리스타 105호 ,37.0828632,127.0573613
1284,지에스25 청북브라운스톤점,경기도 평택시 청북읍 옥길리 1071 브라운스톤청북 ,37.0203861,126.9059856
1285,세븐일레븐 평택서정스마트점,"경기도 평택시 이충동 452-2 외 2필지(451-13,452-3) 서정스마트빌듀오2차 제1동 102호 ",37.0569326,127.0587661
1288,GS25 팽성오성점,경기도 평택시 팽성읍 송화리 246-1 ,36.9520486,127.0526971
1292,세븐일레븐 평택죽백해링턴점,경기도 평택시 죽백동 766 평택소사 해링턴 코트 ,37.0068131,127.1190421
1294,GS25 송탄대림점,"경기도 평택시 독곡동 491 대림아파트(102,103호) 상가동 ",37.0812808,127.0653396
1302,씨유 평택서정테헤란로V1호점,경기도 평택시 서정동 48 외 1필지(46-3) Sky View 101호 ,37.0725250,127.0582599
1304,이마트24세교부영점,경기도 평택시 세교동 557 부영원앙아파트 ,37.0035238,127.0816577
1315,세븐일레븐평택안중중앙점,경기도 평택시 안중읍 안중리 256-5 ,36.9871459,126.9264080
1316,지에스(GS)25 청북서해로점,경기도 평택시 청북읍 후사리 271-1 ,37.0295275,126.9412373
1319,이마트24R 소사벌휴먼시아점,경기도 평택시 비전동 1004 휴먼시아2단지 ,37.0045340,127.0968862
1320,씨유포승2함대사령부점,경기도 평택시 포승읍 원정리 1275 ,36.9953455,126.8349727
1322,GS25지제센트럴점,경기도 평택시 동삭동 219-9 더샵지제역센트럴파크1BL아파트 ,37.0141374,127.0903243
1323,지에스(GS)평택원평점,경기도 평택시 통복동 280-5 ,36.9930730,127.0783239
1327,이마트24 청북드림산단점,경기도 평택시 청북읍 율북리 0 ,,
1328,씨유 평택세교점,경기도 평택시 세교동 562-1 ,37.0004980,127.0811095
1332,세븐일레븐 평택서정역점,경기도 평택시 서정동 430-2 1층 ,37.0572420,127.0539685
1333,씨유팽성남산로점,경기도 평택시 팽성읍 남산리 317-26 ,36.9449741,127.0528354
1336,씨유(CU)평택합정스카이점,경기도 평택시 합정동 744-3 ,36.9922214,127.0953413
1338,세븐일레븐 평택이지더원점,경기도 평택시 청북읍 옥길리 1137 평택청북 이지더원 ,37.0223868,126.9169850
1340,씨유팽성하나점,경기도 평택시 팽성읍 평궁리 305-1 성두아파트 ,36.9723636,127.0845477
1342,세븐일레븐 평택오성중앙점,경기도 평택시 오성면 죽리 157-18 ,37.0050470,126.9634749
1343,세븐일레븐 평택점촌로점,경기도 평택시 서정동 895-14 1층 ,37.0632909,127.0549205
1345,세븐일레븐 평택앙코르라마다점,경기도 평택시 포승읍 만호리 574-4 ,36.9759102,126.8432093
1346,세븐일레븐 평택팽성우미점,경기도 평택시 팽성읍 송화리 788-1 송화지구우미이노스빌 ,36.9606600,127.0597574
1348,씨유청북원룸단지점,경기도 평택시 청북읍 한산리 596-7 주경원룸 ,37.0516083,126.9673355
1350,세븐일레븐 평택지산중앙점,경기도 평택시 지산동 798-20 1층 ,37.0768810,127.0576671
1351,씨유 평택안중대로점,경기도 평택시 안중읍 금곡리 163-7 ,36.9974308,126.9549303
1353,씨유평택더샵점,경기도 평택시 동삭동 219-9 더샵지제역센트럴파크1BL아파트 ,37.0141374,127.0903243
1356,CU팽성우미점,경기도 평택시 팽성읍 송화리 787-1 ,36.9606287,127.0583716
1359,세븐일레븐 평택고덕시티점,경기도 평택시 이충동 457-21 고덕시티 105호,37.0571390,127.0578927
1360,세븐일레븐 평택라페온빌점,경기도 평택시 평택동 67-13 ,36.9941441,127.0862437
1362,GS25평택청룡점,경기도 평택시 청룡동 171-4 ,37.0258834,127.1225468
1365,세븐일레븐 평택동아백합점,경기도 평택시 비전동 854-8 ,36.9911006,127.1088178
1368,cu평택죽백점,경기도 평택시 죽백동 140-10 ,37.0076803,127.1347778
1370,세븐일레븐 평택신장힐탑점,경기도 평택시 신장동 274-135 1층 ,37.0784040,127.0522572
1379,이마트24 R서정금호점,경기도 평택시 서정동 791-8 1층 ,37.0686450,127.0586113
1381,세븐일레븐 평택가재점,경기도 평택시 가재동 194-1 101호 ,37.0411417,127.0868202
1382,지에스25 소사벌마스터점,경기도 평택시 죽백동 817 소사벌더샵마스터뷰 ,37.0014315,127.1245592
1383,세븐일레븐 평택합정원룸점,경기도 평택시 합정동 903-14 ,36.9895444,127.1049189
1398,씨유 포승만호공원점,경기도 평택시 포승읍 희곡리 164-1 ,36.9700097,126.8631841
1402,씨유 당거리휴게소,경기도 평택시 오성면 당거리 398-12 ,36.9875133,126.9726751
1406,씨유팽성현대홈타운,경기도 평택시 팽성읍 송화리 785-1 송화마을현대홈타운 ,36.9618980,127.0551874
1408,세븐일레븐 평택두릉리점,경기도 평택시 고덕면 두릉리 249-3 1층 ,37.0692035,127.0158529
1416,이마트24 고덕삼성캠퍼스점,"경기도 평택시 고덕동 1695 외1필지(1649-1) 사무동-2, 1층 ",37.0347238,127.0601098
1418,CU평택스마트큐브점,경기도 평택시 진위면 갈곶리 728-2 스마트큐브지식산업센터 근107호,37.1219513,127.0677735
1420,씨유 안중골드점,경기도 평택시 안중읍 안중리 231-3 ,36.9888066,126.9320849
1422,세븐일레븐 평택지산장미점,경기도 평택시 지산동 717-1 1층 ,37.0795892,127.0590852
1424,이마트24 진위더퍼스트점,경기도 평택시 진위면 갈곶리 737-2 더퍼스트타워 평택 101호,37.1192088,127.0779597
1443,세븐일레븐 평택안중안현로점,경기도 평택시 안중읍 현화리 250-4 ,36.9848515,126.9238482
1445,GS25 안정순환로점,경기도 평택시 팽성읍 안정리 165-57 ,36.9606237,127.0501170
1446,세븐일레븐 평택지산천로점,"경기도 평택시 독곡동 308-9 외4필지(308-4,308-6,308-12,503-3) 지하층 ",37.0819230,127.0654110
1458,씨유 송탄주은점,경기도 평택시 서정동 843 1층 ,37.0660773,127.0603479
1459,이마트24 청북유승점,경기도 평택시 청북읍 옥길리 1153 유승한내들퍼스트뷰 ,37.0233189,126.9247180
1462,씨유진위피닉스점,경기도 평택시 진위면 봉남리 451-3 1층 ,37.0985025,127.0896272
1469,세븐일레븐 평택포승주강점,경기도 평택시 포승읍 원정리 492-9 골드타운 ,36.9920290,126.8463912
1478,GS25 송탄밀월로점,경기도 평택시 신장동 274-148번지 1층 ,37.0786481,127.0514266
1480,세븐일레븐 평택고덕산업단지점,경기도 평택시 고덕동 2059-1 1층 ,37.0446017,127.0527829
1481,씨유지산행복점,경기도 평택시 지산동 815-5 (외5필지) 아라트라움102호 ,37.0782585,127.0560314
1487,씨유평택트리플AB점,경기도 평택시 지산동 768-6 (외4필지) 트리플큐브B동 105호,37.0796936,127.0564638
1488,씨유 평택고덕성복점,경기도 평택시 고덕면 방축리 119-7번지 1층 ,37.0163335,127.0471514
1491,세븐일레븐 평택포승중앙점,경기도 평택시 포승읍 도곡리 1118-3 ,36.9897416,126.8419862
1493,GS25동삭도은점,경기도 평택시 동삭동 342 지제더샵센트럴파크아파트 ,37.0209612,127.0953203
1494,세븐일레븐 평택원평로점,경기도 평택시 평택동 86-3 ,36.9920730,127.0819964
1495,GS25 송탄스위첸점,경기도 평택시 지산동 631-1 1층 ,37.0811735,127.0680500
1497,씨유 평택오성점,경기도 평택시 오성면 숙성리 185-42 ,37.0087434,126.9853335
1499,세븐일레븐 평택오성숙성점,경기도 평택시 오성면 숙성리 161-1 ,37.0088890,126.9818142
1500,씨유포승나들점,경기도 평택시 포승읍 신영리 655-29 ,36.9416774,126.8822926
1501,씨유 평택대진점,경기도 평택시 서정동 807-7번지 1층 ,37.0640214,127.0650234
1502,지에스25 고덕풍경채점,경기도 평택시 고덕면 여염리 4242-2번지 고덕제일풍경채 상가동 110호 ,37.0534802,127.0421109
1510,씨유평택몽블랑점,경기도 평택시 용이동 670-6 ,36.9941958,127.1286387
1519,세븐일레븐평택서탄점,경기도 평택시 서탄면 금암리 596-1 1층 ,37.1091886,127.0330753
1525,씨유(CU)팽성안정빌리지점,경기도 평택시 팽성읍 안정리 83-165 ,36.9665829,127.0413276
1526,세븐일레븐평택롯데점,경기도 평택시 진위면 가곡리 550-74 1층 1동 ,37.1192273,127.0662680
1527,GS25 고덕타운점,경기도 평택시 고덕면 여염리 4409-10 1층 ,37.0435564,127.0526280
1532,씨유 평택고덕하나점,경기도 평택시 고덕면 여염리 4478-1번지 1층 ,37.0427597,127.0501195
1539,세븐일레븐 평택대교낚시점,경기도 평택시 포승읍 만호리 314-21 ,36.9602971,126.8553906
1547,씨유 평택안중주공점,경기도 평택시 안중읍 현화리 843-1 주공아파트 ,36.9836405,126.9223179
1558,세븐일레븐 평택특구로점,경기도 평택시 서정동 848-21번지 1층 ,37.0661835,127.0616596
1559,세븐일레븐평택신대점,경기도 평택시 신대동 185-19 ,37.0007687,127.0586969
1562,씨유평택역광장점,경기도 평택시 평택동 55-3 ,36.9911526,127.0870650
1563,지에스25 평택서재로점,경기도 평택시 동삭동 711-5 ,37.0107549,127.0997098
1564,지에스25 평택동문나점,경기도 평택시 칠원동 595 평택지제역동문굿모닝힐맘시티4단지 상가동동 103호,37.0243447,127.1067737
1571,씨유안중물류고점,경기도 평택시 안중읍 안중리 262-63 ,36.9869654,126.9282803
1575,GS25 송탄추담점,경기도 평택시 이충동 693번지 휴먼시아 추담마을 상가동 101호,37.0583692,127.0711228
1578,GS25 안중늘푸른점,경기도 평택시 안중읍 현화리 828-1 늘푸른마을 ,36.9805233,126.9181094
1579,GS25 안중금곡우림,경기도 평택시 안중읍 금곡리 337-3 안중우림아파트 ,36.9933025,126.9524699
1580,이마트24 평택한광점,경기도 평택시 비전동 744-2 ,36.9945305,127.0983254
1583,CU 포승중앙점,경기도 평택시 포승읍 도곡리 1144-24번지 ,36.9880973,126.8454194
1584,CU 포승원정대로점,경기도 평택시 포승읍 원정리 469-3 ,36.9938890,126.8452445
1586,이마트24위드미 평택고덕점,경기도 평택시 지제동 905-11 ,37.0226938,127.0542736
1588,세븐일레븐 평택송탄공단점,경기도 평택시 가재동 181-97번지 1층 ,37.0399908,127.0828902
1590,이마트24 신대점,경기도 평택시 신대동 149-12번지 ,37.0006841,127.0569288
1592,지에스25평택동삭로점,경기도 평택시 동삭동 340-13 ,37.0201922,127.0970060
1594,씨유평택송탄점,경기도 평택시 신장동 354-1번지 1층 ,37.0838545,127.0492600
1595,(주)코리아세븐고덕파라곤점,경기도 평택시 고덕동 1904-2 고덕국제신도시파라곤 302동 L103호,37.0536942,127.0452835
1596,GS25N 평택해군점,경기도 평택시 포승읍 원정리 1239 제2복지관 1층 사병회관 ,37.0010560,126.8006782
1597,세븐일레븐 평택현덕권관점,경기도 평택시 현덕면 권관리 634-4 ,36.9213003,126.9068943
1598,씨유평택현촌점,경기도 평택시 용이동 594-6 금광프라자 ,36.9999368,127.1332687
1599,씨유평택어연원룸점,경기도 평택시 청북읍 어연리 732-42번지 ,37.0469004,126.9723488
1602,지에스25 송탄삼익점,경기도 평택시 독곡동 468번지 삼익아파트 상가동 105호 일부호 ,37.0854260,127.0633760
1604,GS25평택현대,경기도 평택시 합정동 733-12번지 ,36.9915473,127.0915930
1606,CU평택합정중앙로점,경기도 평택시 합정동 866-4번지 ,36.9905410,127.1159470
1607,GS25평택동문가점,경기도 평택시 칠원동 559 평택지제역동문굿모닝힐맘시티2단지 상가동 103호,37.0267896,127.1062895
1611,GS25평택동문점,경기도 평택시 칠원동 542 평택지제역동문굿모닝힐맘시티1단지 103호,37.0266355,127.1023814
1617,씨유 평택서정사랑점,경기도 평택시 서정동 887번지 1층 ,37.0641300,127.0578527
1618,GS25 송담센터점,경기도 평택시 안중읍 송담리 846-8 ,36.9782642,126.9262475
1619,세븐일레븐 송탄은성점,경기도 평택시 신장동 314-7 1층 ,37.0809994,127.0513921
1620,땡큐편의점,경기도 평택시 유천동 409-2번지 ,36.9769313,127.1113895
1624,지에스25평택송탄로점,경기도 평택시 지산동 864-10번지 지층 ,37.0738852,127.0586387
1626,씨유평택고덕센터,경기도 평택시 고덕면 여염리 4508-5번지 1층 ,37.0405557,127.0487804
1630,세븐일레븐 동서촌로점,경기도 평택시 팽성읍 송화리 773-2번지 ,36.9642995,127.0566287
1631,세븐일레븐 평택포승신영점,경기도 평택시 포승읍 신영리 868-2번지 ,36.9378537,126.8886311
1633,지에스25송탄터미널점,경기도 평택시 지산동 762-34번지 1층 ,37.0804033,127.0580280
1634,세븐일레븐 서탄로점,경기도 평택시 서탄면 수월암리 960-4 1층 ,37.1191385,127.0250082
1641,지에스25칠원동광점,경기도 평택시 칠원동 49-1번지 동광윈프라자 105호,37.0318359,127.1007474
1646,지에스25고덕태평점,경기도 평택시 고덕면 궁리 72-1번지 1층 ,37.0178024,127.0347290
1647,지에스25 송탄목천로점,경기도 평택시 신장동 172-10번지 1동 1층 ,37.0842463,127.0551138
1648,지에스25고덕삼성점,경기도 평택시 고덕면 여염리 4485-1번지 온누리상가 1층 ,37.0411307,127.0489006
1650,지에스25송탄아리스타점,경기도 평택시 신장동 232-35번지 대양 아리스타 II 1동 102호,37.0776185,127.0546508
1653,GS25평택동창리점,경기도 평택시 팽성읍 동창리 1-1 ,36.9719474,127.0403884
1657,세븐일레븐 세교은실점,경기도 평택시 세교동 432-27 ,37.0070010,127.0760736
1659,씨유포승여술길점,경기도 평택시 포승읍 도곡리 1138-4번지 금란빌 ,36.9897350,126.8461664
1663,세븐일레븐 송탄장당점,경기도 평택시 이충동 613-6 1동 1층 ,37.0517516,127.0580270
1672,CU평택스페이스점,경기도 평택시 용이동 676-1 ,36.9936554,127.1275773
1678,이마트24 고덕다채움앙상블점,경기도 평택시 고덕면 여염리 0 5호6호,,
1679,세븐일레븐 평택싸파점,경기도 평택시 팽성읍 남산리 99-1 ,36.9633990,127.0642832
1681,씨유평택서탄로드점,경기도 평택시 진위면 하북리 280-3번지 1층 ,37.1037651,127.0590524
1682,지에스25 고덕안재홍로점,경기도 평택시 고덕면 두릉리 164-2번지 1동 1층 ,37.0635007,127.0228370
1683,지에스25소사해링턴점,경기도 평택시 소사동 0 평택효성해링턴플레이스2단지아파트 ,,
1693,씨유송탄창전점,경기도 평택시 서정동 865 1층 ,37.0657358,127.0589274
1701,씨유 평택고렴산단,경기도 평택시 청북읍 고렴리 962-8 ,37.0561881,126.9305122
1703,세븐일레븐 팽성대교점,경기도 평택시 팽성읍 원정리 192-2 ,36.9764416,127.0361592
1705,지에스(GS)25포승평택항로점,경기도 평택시 포승읍 원정리 469-7 ,36.9944002,126.8466734
1716,씨유송탄노블레스점,경기도 평택시 지산동 744-3 화신노블레스1 105호 ,37.0823847,127.0576461
1718,씨유평택진위점,경기도 평택시 진위면 마산리 383-1번지 외 1필지 383-6  1층 ,37.0868427,127.0907208
1719,씨유평택고렴,경기도 평택시 청북읍 고렴리 706-4 ,37.0652812,126.9153875
1720,세븐일레븐 평택신장미도점,경기도 평택시 신장동 363-8 1층 4동 1호,37.0849742,127.0499289
1732,씨유포승프라자,경기도 평택시 포승읍 도곡리 1126-3 포승프라자 ,36.9850820,126.8447587
1736,미니스톱 송탄스타힐스점,경기도 평택시 신장동 329-7 1층 ,37.0845080,127.0537179
1743,세븐일레븐 평택고덕여염점,경기도 평택시 고덕면 여염리 0번지 1층 ,,
1748,GS25비전휴먼시아점,경기도 평택시 비전동 1004 휴먼시아2단지 나상가동 104호,37.0045340,127.0968862
1754,세븐일레븐 평택안중현대점,경기도 평택시 안중읍 현화리 824-6 현대아파트 ,36.9837628,126.9188770
1757,씨유평택고덕행복점,경기도 평택시 고덕면 여염리 0 1층 ,,
1760,씨유평택현덕,경기도 평택시 현덕면 도대리 15-32 ,36.9624124,126.9165697
1765,GS25 포승친오애점,경기도 평택시 포승읍 만호리 314-2 ,36.9610345,126.8564237
1766,이마트24 포승석정점,경기도 평택시 포승읍 석정리 1119-23 ,36.9857757,126.8876381
1767,GS평택미주점,경기도 평택시 이충동 592 미주아파트 상가동 103호,37.0624674,127.0692942
1769,세븐일레븐평택엘지산단점,경기도 평택시 진위면 청호리 330-5 1층 ,37.1239743,127.0815699
1770,세븐일레븐평택수월암점,"경기도 평택시 서탄면 수월암리 651-7번지 1동, 1층 ",37.1210511,127.0308047
1772,씨유평택고덕국제점,경기도 평택시 고덕면 여염리 0 1층 ,,
1773,씨유평택고덕골드점,경기도 평택시 고덕면 여염리 0번지 1층 ,,
1776,씨유안중터미널점,경기도 평택시 안중읍 현화리 837-13 우성프라자 ,36.9786634,126.9235382
1777,세븐일레븐 평택청북IC점,경기도 평택시 청북읍 현곡리 342-13 ,37.0470191,126.9325670
1782,씨유평택석정점,경기도 평택시 포승읍 석정리 127 ,36.9970138,126.8986597
1783,GS25평택이화점,경기도 평택시 비전동 829-2번지 ,36.9957729,127.1114626
1786,세븐일레븐 평택은혜로점,경기도 평택시 장안동 397-2 1층 ,37.0665524,127.0771840
1799,지에스25 고덕센트럴점,경기도 평택시 고덕면 여염리 0 101호,,
1803,GS25 송탄모곡점,경기도 평택시 모곡동 294-14번지 1층 ,37.0297782,127.0731403
1804,씨유평택우미린레이크파크점,경기도 평택시 죽백동 816 평택 소사벌 우미린 레이크파크 상가동 102호,37.0032659,127.1243011
1806,세븐일레븐(방림점),경기도 평택시 포승읍 방림리 599-1 ,36.9602375,126.8885196
1809,씨유팽성주공점,경기도 평택시 팽성읍 안정리 213-4 주공아파트 ,36.9571124,127.0468015
1812,씨유평택고덕신도시점,경기도 평택시 고덕면 0번지 FD10-06-2 ,,
1813,씨유평택삼성점,경기도 평택시 고덕면 0 고덕국제화계획지구 Fd-11-2 3 ,,
1816,지에스25(자이시티점),경기도 평택시 동삭동 산 30 평택센트럴자이 3단지 341동 33호,37.0204450,127.0989149
1819,지에스25송탄등기소점,경기도 평택시 서정동 849-10번지 1층 ,37.0656943,127.0629054
1822,씨유진위견산리점,경기도 평택시 진위면 견산리 400번지 1층 ,37.1078042,127.0724927
1827,세븐일레븐평택포승원정점,경기도 평택시 포승읍 원정리 363-2 ,36.9956511,126.8447327
1834,지에스25송탄라페온점,"경기도 평택시 이충동 463 외 1필지 서정동 270-5, 서정 라페온빌3차 101호",37.0572596,127.0566094
1839,세븐일레븐 평택포승만호점,경기도 평택시 포승읍 만호리 264-16 ,36.9621798,126.8472507
1840,씨유송탄지산코아루점,"경기도 평택시 지산동 1250 외3필지 1251, 1252, 1253 상가동 102호",37.0822318,127.0692375
1841,CU포승스위트하버점,경기도 평택시 포승읍 만호리 574-7 ,36.9760602,126.8435386
1843,지에스25 서탄로드점,경기도 평택시 서탄면 수월암리 773 3동 1층 ,37.1304966,127.0276008
1846,씨유평택이충점,경기도 평택시 이충동 593번지 부영아파트 상가동 101호,37.0619303,127.0676689
1850,데이앤데이두드림점,경기도 평택시 서정동 303-6번지 106호,37.0593466,127.0547177
1856,씨유세교힐스테이트점,경기도 평택시 세교동 303-3 힐스테이트 평택 ,37.0114828,127.0875215
1860,지에스25 안정쇼핑로,경기도 평택시 팽성읍 안정리 41-67 ,36.9623986,127.0480699
1862,GS25 평택로얄점,경기도 평택시 비전동 730-6 1층 ,36.9940482,127.0945964
1865,씨유청북한내들점,경기도 평택시 청북읍 옥길리 1094번지 유승한내들 ,37.0185697,126.9096609
1867,세븐일레븐 평택청북덕지점,경기도 평택시 청북읍 고렴리 527-15 덕지빌딩 ,37.0612207,126.9320946
1869,세븐일레븐 평택계양로점,경기도 평택시 팽성읍 신대리 147-4 1층 ,36.9490773,127.0084871
1870,지에스25 평택자이점,"경기도 평택시 동삭동 산 104-3 상가동 133,134호 ",37.0192340,127.1024486
1875,평택청북상명점(쎄븐),경기도 평택시 청북읍 현곡리 458-9 ,37.0387503,126.9462701
1876,GS25용죽푸르지오점,경기도 평택시 용이동 652 평택비전에듀포레푸르지오 331동 ,36.9927558,127.1225496
1877,지에스25 지산중앙점,경기도 평택시 지산동 800-4번지 1층 ,37.0769563,127.0571271
1878,지에스25 송탄동안점,경기도 평택시 지산동 1238-1번지 주건축물 1동 ,37.0803498,127.0765787
1894,GS25평택한일점,경기도 평택시 비전동 923 솔매마을 한일유앤아이 ,36.9926554,127.1097389
1896,GS25 비전푸르지오점,경기도 평택시 용이동 650 평택비전센트럴 푸르지오 101호,36.9941872,127.1219508
1901,GS25진위서로점,경기도 평택시 진위면 견산리 440-2번지 1층 ,37.1074430,127.0732683
1904,GS25동우기숙사점,경기도 평택시 안중읍 학현리 22-21 ,36.9984347,126.9295472
1906,GS25청북서로,경기도 평택시 청북읍 고렴리 824-2번지 ,37.0579673,126.9238331
1907,씨유평택합정점,경기도 평택시 합정동 918-6 ,36.9890644,127.1016972
1913,GS25포승서부점,경기도 평택시 포승읍 석정리 256-2번지 ,36.9876897,126.8966872
1921,지에스25송탄대로점,경기도 평택시 서정동 846-1 ,37.0666809,127.0607073
1922,영카페,경기도 평택시 합정동 392 소사벌레포츠타운 ,36.9885961,127.1082905
1925,지에스25 서정타운점,경기도 평택시 서정동 319-3 서정아트타워 102호,37.0567517,127.0547999
1927,씨유안중성심점,경기도 평택시 안중읍 현화리 846-15 ,36.9837761,126.9270584
1931,지에스25 평택라마다,경기도 평택시 포승읍 만호리 574-1 평택 하버라마다앙코르호텔 ,36.9767118,126.8426555
1933,씨유큐엔씨24점,경기도 평택시 청북읍 옥길리 1157-2 ,37.0198941,126.9150803
1934,지에스(GS)25 안중동신점,경기도 평택시 안중읍 현화리 840-1 동신 사랑마을 아파트 ,36.9805380,126.9254940
1938,GS25세교현대점,경기도 평택시 세교동 0 힐스테이트 평택2차 ,,
1944,세븐일레븐평택소사중앙점,경기도 평택시 비전동 983-1 ,37.0062048,127.1018564
1946,GS25평택용죽점,경기도 평택시 용이동 685-2 ,36.9936885,127.1255718
1948,세븐일레븐송탄탑건점,경기도 평택시 서정동 604-231번지 정운빌리지 ,37.0764251,127.0396540
1951,세븐일레븐(송북시장),경기도 평택시 지산동 768-31번지 1층 ,37.0803043,127.0561558
1965,지에스안중읍사무소점,경기도 평택시 안중읍 안중리 445-13번지 ,36.9848262,126.9319424
1966,GS25송담중앙점,경기도 평택시 안중읍 송담리 831-9 ,36.9812985,126.9288134
1967,GS25평택내기리점,경기도 평택시 포승읍 방림리 53-5 ,36.9826972,126.8822047
1969,지에스25시송탄부영점,경기도 평택시 이충동 594-2번지 부영아파트 ,37.0613960,127.0661722
1970,CU평택비전길점,경기도 평택시 비전동 992 ,37.0050640,127.1022657
1973,씨유 동삭자이점,경기도 평택시 동삭동 33 평택센트럴자이 2단지 ,37.0165228,127.1017623
1979,세븐일레븐 평택원정점,경기도 평택시 포승읍 원정리 478-8 ,36.9933287,126.8448279
1982,지에스25송탄장당점,"경기도 평택시 이충동 611-1번지 중앙 프라자 103,104호",37.0517972,127.0563018
1984,세븐일레븐 SH동삭점,경기도 평택시 동삭동 340-6 현대아파트 ,37.0190665,127.0985963
1990,씨유평택합정중앙점,경기도 평택시 합정동 929-9번지 ,36.9873147,127.1027031
1999,GS25평택서부점,경기도 평택시 평택동 102-6 ,36.9911227,127.0813611
2002,GS25안중안일점,경기도 평택시 안중읍 현화리 847-7 ,36.9833334,126.9251607
2004,씨유포승원정길점,경기도 평택시 포승읍 원정리 284-2 ,36.9967522,126.8401893
2006,지에스25송탄렉스빌점,"경기도 평택시 지산동 781-9번지 이한렉스빌플러스 115, 116호 ",37.0778512,127.0573304
2015,씨유 포승2공단점,경기도 평택시 포승읍 만호리 690-5 ,36.9650873,126.8575586
2016,씨유안중강변로점,경기도 평택시 안중읍 대반리 537-4 ,36.9805670,126.9562672
2017,GS25팽성두리점,경기도 평택시 팽성읍 두리 36-2 ,36.9695989,127.0632220
2018,씨유평택중흥점,경기도 평택시 죽백동 721 소사벌 중흥S-클래스 에코시티 ,37.0085046,127.1101232
2020,GS25평택휴먼시아점,경기도 평택시 비전동 1028 LH 배꽃마을 4단지 ,37.0019261,127.1016374
2027,씨유평택내천점,경기도 평택시 서탄면 내천리 64-7 ,37.1241086,127.0153902
2028,지에스25평택현신점,경기도 평택시 용이동 448-8 ,36.9978948,127.1402135
2033,지에스25 포승센터점,,,
2034,지에스25평택장당점,경기도 평택시 장당동 637-6번지 1층 ,37.0521179,127.0634756
2040,GS25팽성남산점,경기도 평택시 팽성읍 남산리 317-69 ,36.9458578,127.0534090
2041,GS25평택현촌점,경기도 평택시 용이동 604-4 ,36.9968024,127.1317231
