,사업장명,주소,위도,경도
721,카페다올,경기도 평택시 지산동 729-2 1층 ,37.0818774,127.0592377
722,위티,경기도 평택시 고덕동 1936-3 주건축물제1동 102호 102호,37.0532932,127.0487528
725,셀렉토커피평택지제역센트럴시티점,경기도 평택시 지제동 33 지제역 더샵 센트럴시티 ,37.0229866,127.0763383
728,사리당,경기도 평택시 서탄면 사리 781 주건축물제1동 1층 ,37.1173654,127.0483001
729,사리당카페,경기도 평택시 서탄면 사리 781 주건축물제2동 1층 ,37.1173654,127.0483001
731,바로케이크,경기도 평택시 용이동 680-9 ,36.9939192,127.1264854
738,컴포즈커피 평택소사벌점,경기도 평택시 비전동 1012-3 폴리프라자 ,37.0044175,127.1044407
739,컴포즈커피 장당점,경기도 평택시 이충동 612-1 하나타워 1층 ,37.0517098,127.0567799
741,메가엠지씨커피 평택지제점,경기도 평택시 지제동 33 지제역 더샵 센트럴시티 ,37.0229866,127.0763383
742,할리스 평택칠괴점,"경기도 평택시 칠괴동 492 101호, 104호 ",37.0253938,127.0784304
743,카페볕뉘,경기도 평택시 합정동 733-18 ,36.9915982,127.0909882
750,만랩커피 평택포승점,경기도 평택시 포승읍 도곡리 1117-11 105호,36.9898862,126.8414122
751,개냥이마을,경기도 평택시 비전동 1094-1 좋은메디타워 ,37.0019157,127.1137073
755,베러먼데이 동삭더샵점,경기도 평택시 동삭동 산 59-2 ,37.0205242,127.0890410
758,"이레,어뮤져",경기도 평택시 고덕동 1853-4 1층 ,37.0614088,127.0519353
761,커스텀커피평택고덕점,경기도 평택시 고덕동 1928-5 1층 ,37.0535284,127.0497819
762,아비앙또(abientot),경기도 평택시 청북읍 현곡리 255-4 ,37.0407773,126.9402716
763,우주곰커피송탄역점,경기도 평택시 신장동 261 2층 ,37.0742391,127.0535338
769,고품격커피공장,경기도 평택시 고덕동 1886-4 평택고덕 성산타워 1층 106호,37.0565792,127.0486393
770,다소니,경기도 평택시 비전동 1070-4 골든플라자2 ,37.0022175,127.1056508
773,할리스삼성전자평택캠퍼스점,경기도 평택시 고덕면 여염리 1648 복지동 1층 ,37.0373958,127.0518210
774,235커피,경기도 평택시 고덕면 당현리 356-1 푸른숲동산교회 1층 ,37.0672815,127.0317203
776,이디야커피 경기대로점,경기도 평택시 비전동 830-2 패밀리타운 ,36.9950122,127.1127685
777,카페1885,경기도 평택시 청북읍 고렴리 242-1 ,37.0567318,126.9261223
779,팽성벌크커피,경기도 평택시 팽성읍 송화리 774-8 ,36.9636400,127.0571000
780,클라우드커피,경기도 평택시 신장동 302-86 A동 1층 ,37.0805258,127.0499983
783,요커 평택역점,경기도 평택시 평택동 286-1 선호스테이빌 ,36.9935442,127.0907992
784,할리스송탄서정점,경기도 평택시 서정동 814-1 1층 ,37.0674850,127.0637314
785,스타벅스평택이충DT점,"경기도 평택시 이충동 76-3 1층, 2층 ",37.0520693,127.0770156
786,크로앙쥬(팽성점),경기도 평택시 팽성읍 객사리 132-7 ,36.9640676,127.0599162
787,감성커피평택고덕점,경기도 평택시 고덕동 2218-3 1층 102호 ,37.0386765,127.0461057
788,에반스 티하우스,경기도 평택시 안중읍 삼정리 291-43 3동 ,36.9669060,126.9471003
789,컴포즈커피평택고덕센텀프라자점,경기도 평택시 고덕동 2224-2 1층 101호,37.0386385,127.0476531
790,와드커피평택통복시장점,경기도 평택시 통복동 67-2 102호,36.9981585,127.0840606
792,더마인,경기도 평택시 신장동 82-1 1층 ,37.0896888,127.0567677
796,미남커피고덕삼성점,경기도 평택시 고덕동 2164-3 고덕 헤리움 비즈타워 2차 1층 115호 ,37.0389429,127.0491774
801,카페 노들,"경기도 평택시 안중읍 학현리 41-35 1,2층 ",36.9972478,126.9289613
802,미남커피배다리더샵점,경기도 평택시 죽백동 817 소사벌더샵마스터뷰 ,37.0014315,127.1245592
803,아임일리터고덕에스타워점,경기도 평택시 고덕면 해창리 1272-3 에스타워프라임 1층 116호 ,37.0281477,127.0166418
806,투썸플레이스(출장소점),경기도 평택시 서정동 847-4 A동 1층 ,37.0665175,127.0627185
810,힛미업,경기도 평택시 비전동 1056-5 ,37.0037259,127.1129432
813,오빠커피고덕점,경기도 평택시 고덕동 1895-2 고덕국제신도시엘에이치르플로랑 103호 ,37.0561588,127.0455272
815,툰드라커피,경기도 평택시 고덕동 2164-5 고덕 헤리움 비즈타워 3차 1층 108호 ,37.0391338,127.0495305
819,20cm험프리스안정점(Humphrey's안정점),경기도 평택시 팽성읍 안정리 41-211 ,36.9619385,127.0438037
820,쿼드커피&아이엠도넛(평택이충점),경기도 평택시 이충동 609-1 외 1필지(609-2) 금강프라자 113호 ,37.0520462,127.0561967
821,브런코,경기도 평택시 진위면 갈곶리 728-2 스마트큐브지식산업센터 118호,37.1219513,127.0677735
825,카페봄봄장안코오롱하늘채점,경기도 평택시 장안동 619 평택장안마을코오롱하늘채 1층 102호,37.0591088,127.0791805
828,몰릭(Mollick),경기도 평택시 도일동 886-1 1층 ,37.0652835,127.0926880
829,커피상점(안중점),경기도 평택시 안중읍 현화리 311 ,36.9874775,126.9226298
832,빽다방평택현촌점,경기도 평택시 용이동 594-1 ,36.9992162,127.1326820
837,카페루나(cafe Luna),경기도 평택시 용이동 671-8 ,36.9934371,127.1287718
843,소소한그림카페,경기도 평택시 서정동 434-1 ,37.0605761,127.0539081
844,설빙 경기평택포승점,경기도 평택시 포승읍 도곡리 1122-5 201호,36.9867402,126.8455918
845,정정에프앤씨(f&c),경기도 평택시 비전동 982-7 ,37.0062781,127.1021550
847,빽다방 평택시청점,경기도 평택시 비전동 842-1 ,36.9939089,127.1122474
850,벌크커피 평택포승점,경기도 평택시 포승읍 도곡리 1130-10 ,36.9897003,126.8440738
851,감성커피 평택안중점,경기도 평택시 안중읍 안중리 468-4 ,36.9835822,126.9322886
855,카페위드(CAFE WITH),경기도 평택시 고덕면 궁리 206-2 1층 ,37.0182335,127.0336255
856,요거트월드 평택점,경기도 평택시 통복동 80-10 ,36.9980430,127.0882818
857,아임일리터장당점,"경기도 평택시 이충동 609-5 1층,2층 ",37.0520965,127.0570320
860,컴포즈커피평택센트럴자이점,경기도 평택시 동삭동 852 평택센트럴자이 3단지 ,37.0209526,127.1005266
861,세이데어(seithere),경기도 평택시 서정동 349-3 (외3필지) 인슈프라자 1층 ,37.0536863,127.0530895
862,던킨 평택청북점,경기도 평택시 청북읍 옥길리 1157-5 ,37.0196397,126.9159347
863,오렌지가든,"경기도 평택시 고덕동 2048-3 삼성에이아이센터 1층 105호,106호",37.0457054,127.0536207
864,세븐일레븐 주공3단지점,경기도 평택시 합정동 515-14 ,36.9909839,127.0976148
869,감성커피동삭점,경기도 평택시 동삭동 산 61 ,37.0206466,127.0882821
870,가델로 커피 로스터스,경기도 평택시 팽성읍 함정리 145-7 ,36.9515014,127.0164759
871,커피나무숲,"경기도 평택시 고덕면 궁리 346-4 1층,2층 ",37.0147085,127.0193802
872,메가엠지씨커피평택송탄시장점,경기도 평택시 지산동 755-5 1층 ,37.0816616,127.0563384
874,카페소안 문화촌점,경기도 평택시 비전동 873-2 ,36.9969810,127.1144636
875,월수금 평택진위점,"경기도 평택시 진위면 갈곶리 721-3 샹보르타워 진위 1층 114호,115호,116호 ",37.1221314,127.0658481
876,하이오 평택포승점,경기도 평택시 포승읍 도곡리 1122-1 105호,36.9877028,126.8447649
880,공차평택고덕점,경기도 평택시 고덕동 1973-1 우성고덕타워 1층 116호,37.0477878,127.0442096
883,커스텀커피 평택지제점,경기도 평택시 동삭동 산 59-2 ,37.0205242,127.0890410
884,스타벅스 평택이마트점,경기도 평택시 지제동 50 이마트 ,37.0211765,127.0758129
886,아이캔커피 안중점,경기도 평택시 안중읍 현화리 244-5 1층 ,36.9849001,126.9230533
887,하이오커피고덕삼성점,경기도 평택시 고덕동 2161-1 빅토리빌딩 104호 ,37.0397116,127.0491782
888,올리,경기도 평택시 평택동 125-1 ,36.9885015,127.0813586
889,에스다방,경기도 평택시 안중읍 안중리 262-29 코지하우스 ,36.9863957,126.9275437
892,복고다방(소사벌점),경기도 평택시 비전동 1102 에이치탑5 ,36.9996398,127.1156951
894,카페리브어스,경기도 평택시 서탄면 금암리 283-6 1층 ,37.1071927,127.0371066
895,컴포즈커피 평택역로데오점,경기도 평택시 평택동 291-4 ,36.9920075,127.0892690
896,공차 평택포승점,경기도 평택시 포승읍 도곡리 1121-6 ,36.9881813,126.8445782
899,빽다방 평택법원점,경기도 평택시 동삭동 692-11 ,37.0094771,127.0960569
900,정카페(cafe),경기도 평택시 지제동 302-23 ,37.0243626,127.0583200
901,감성커피평택송탄점,경기도 평택시 서정동 822 1층 ,37.0681844,127.0594288
903,킹콩샤워,경기도 평택시 칠괴동 494-5 1층 ,37.0251425,127.0820887
904,카페이고,경기도 평택시 팽성읍 석봉리 167 ,36.9869917,127.0412254
905,599,경기도 평택시 고덕면 당현리 80-9 1층 ,37.0672105,127.0289473
907,무소,경기도 평택시 비전동 477-2 ,36.9994382,127.0935517
909,브런치로사,경기도 평택시 팽성읍 송화리 770-8 송화캐슬 ,36.9626772,127.0555449
910,미소정보통신(카페시고르),경기도 평택시 평택동 69-1 ,36.9949624,127.0856532
912,타임슬라이스,경기도 평택시 합정동 965-3 ,36.9890759,127.1117351
914,더라스트드롭(THE LAST DROP),경기도 평택시 팽성읍 안정리 41-4 ,36.9626465,127.0458438
919,국민커피,경기도 평택시 고덕동 2164-5 고덕 헤리움 비즈타워 3차 1층 107호,37.0391338,127.0495305
920,스타벅스 평택청북DT점,경기도 평택시 청북읍 옥길리 1157-1 ,37.0201664,126.9149856
925,커피해요 평택법원점,경기도 평택시 동삭동 692-4 ,37.0094800,127.0946759
930,클라우드카페인스페이스,경기도 평택시 고덕동 2129-7 1층 ,37.0425174,127.0498183
934,라이스컴퍼니,경기도 평택시 비전동 764 ,36.9915941,127.1052432
936,감성커피 평택지제점,경기도 평택시 지제동 868-3 ,37.0187350,127.0594039
937,십육길(16-Gil),경기도 평택시 고덕동 2109-5 1층 ,37.0441525,127.0515678
938,스타벅스평택고덕점,"경기도 평택시 고덕동 2158-2 고덕지구 VIEW FIVE 오피스텔 1층 107호,108호,108-A호,109호,110호,111-A호 ",37.0401513,127.0509603
941,공차 평택동삭점,경기도 평택시 동삭동 831-3 ,37.0183859,127.0958876
945,미남커피고덕풍경채점,경기도 평택시 고덕동 1899-2 고덕국제신도시 제일풍경채 상가동 117호,37.0534802,127.0421109
950,홍콩다방평택베스트원점,경기도 평택시 장당동 154 평택고덕아이파크 판매시설동 지1층 115호 ,37.0340841,127.0695118
956,스택빈 평택팽성점,경기도 평택시 팽성읍 남산리 104-4 ,36.9637731,127.0628909
957,허니비,경기도 평택시 지제동 892 ,37.0211580,127.0579974
958,카페펀치즈,경기도 평택시 이충동 479-7 주공4단지 103호,37.0543439,127.0571153
960,키코프커피,경기도 평택시 고덕동 2233-6 1층 ,37.0388671,127.0446411
963,밀키 평택PPO점,경기도 평택시 장당동 154 평택고덕아이파크 판매시설동 2층 206호 ,37.0340841,127.0695118
965,커피소셜클럽,경기도 평택시 죽백동 107-1 ,37.0137623,127.1329760
966,히즈윌 북카페,경기도 평택시 비전동 1094-1 좋은메디타워 ,37.0019157,127.1137073
968,제이디베이크샵,경기도 평택시 세교동 564-3 ,36.9992439,127.0813756
970,카페 데 팔레타,경기도 평택시 용이동 674-5 ,36.9947141,127.1277481
979,투썸플레이스 평택PPO점,경기도 평택시 장당동 154 평택고덕아이파크 판매시설동 1층 141호 ,37.0340841,127.0695118
980,커피베이평택프리미엄아울렛점,경기도 평택시 장당동 154 평택고덕아이파크 판매시설동 2층 224호 ,37.0340841,127.0695118
987,베스트원커피 평택PPO점,경기도 평택시 장당동 154-2 평택고덕아이파크 판매시설동 3층 302호,37.0338375,127.0691430
991,빅캐롯,경기도 평택시 팽성읍 원정리 130-94 ,36.9707949,127.0414045
995,블루림,경기도 평택시 죽백동 367-2 ,37.0120068,127.1176434
998,던킨도너츠 평택PPO점,경기도 평택시 장당동 154-2 평택고덕아이파크 판매시설동 1층 142호,37.0338375,127.0691430
999,거성카페,경기도 평택시 지제동 927-2 ,37.0189732,127.0587631
1000,다미(DAAMI),경기도 평택시 합정동 767-8 ,36.9913440,127.1039149
1001,컴포즈커피평택고덕리슈빌점,경기도 평택시 고덕동 1693-654 고덕 국제신도시 리슈빌 레이크 파크 1층 102호,37.0366520,127.0352624
1007,그래비티송탄점,경기도 평택시 지산동 590-1 1층 ,37.0804966,127.0725634
1009,키치크림,경기도 평택시 평택동 55-25 ,36.9908279,127.0870310
1011,카페오일일구,경기도 평택시 진위면 가곡리 400-4 1층 ,37.1166461,127.0722710
1013,빽다방 평택센트럴자이점,경기도 평택시 동삭동 854 평택센트럴자이 4단지 ,37.0190802,127.1021658
1015,346카페하우스,경기도 평택시 청북읍 삼계리 501-1 ,37.0445323,126.9017085
1019,디저트39평택고덕신도시점,경기도 평택시 고덕동 1983-1 리치타워 102호,37.0458534,127.0448645
1026,아이엠피라운지,경기도 평택시 팽성읍 원정리 164-4 ,36.9734852,127.0344264
1027,카페게이트 평택청북점,경기도 평택시 청북읍 옥길리 1158-2 ,37.0182938,126.9156394
1032,위아밀,경기도 평택시 비전동 745-6 ,36.9937826,127.0981147
1034,새자매,경기도 평택시 서정동 297-10 1층 ,37.0587196,127.0561889
1035,샾8694,경기도 평택시 서정동 1106-1 1층 ,37.0644290,127.0667959
1036,케이크하우스,경기도 평택시 통복동 81-4 ,36.9968279,127.0877097
1041,카페용소길49,경기도 평택시 포승읍 석정리 320-3 ,36.9993159,126.8972491
1049,카페일리터 평택점,경기도 평택시 세교동 558 우성꿈그린아파트 ,37.0022838,127.0804944
1058,빵야빵빵평택고덕점,경기도 평택시 고덕면 여염리 4230-2 1층 106호,37.0573266,127.0478386
1060,우주라이크커피(이충점),경기도 평택시 이충동 155-9 외 1필지(155-21) 2층 ,37.0580284,127.0745000
1061,달리는커피 평택포승점,경기도 평택시 포승읍 도곡리 1122-1 ,36.9877028,126.8447649
1062,로드63,경기도 평택시 팽성읍 안정리 82-21 ,36.9676994,127.0409724
1063,카페포렛,경기도 평택시 고덕면 좌교리 0 1층 ,,
1065,하삼동커피평택고덕삼성점,경기도 평택시 고덕동 2164-2 시티오브드림 106호,37.0391631,127.0489320
1066,가유카페평택송탄점,경기도 평택시 서정동 347-15 (외3필지) 미래빌딩 106호 일부 ,37.0543984,127.0551320
1067,컨트리사이드,"경기도 평택시 진위면 야막리 63-8 1,2층 ",37.1222094,127.0607899
1068,멜번커피하우스,경기도 평택시 안중읍 송담리 853-8 ,36.9770423,126.9263823
1069,카페아에 평택점,경기도 평택시 비전동 1100-1 ,37.0004129,127.1140833
1072,카페솔,경기도 평택시 청북읍 옥길리 1123-6 ,37.0155330,126.9108321
1075,젠타카페,경기도 평택시 비전동 762-18 ,36.9918315,127.1031344
1080,스택빈 평택합정점,경기도 평택시 합정동 736-4 ,36.9915513,127.0930767
1082,와이블랙 용이점,경기도 평택시 용이동 739-1 ,37.0022294,127.1457721
1086,케이쿠(keiku),경기도 평택시 합정동 908-6 ,36.9904236,127.1023651
1089,랜덤파라다이스,경기도 평택시 현덕면 권관리 633-9 ,36.9209246,126.9061000
1091,와이에스카페(YS cafe),경기도 평택시 지산동 456-7 1층 ,37.0783768,127.0788391
1094,커방,"경기도 평택시 고덕면 0 고덕국제신도시 Fd-13-15 8, 1층 ",,
1096,크렘오뵈르,경기도 평택시 청북읍 옥길리 1071 브라운스톤청북 상가동 203호,37.0203861,126.9059856
1100,더벤티평택삼성점,경기도 평택시 고덕동 2164-3 고덕 헤리움 비즈타워 2차 101호,37.0389429,127.0491774
1106,무아,경기도 평택시 죽백동 725 가내마을 5단지 ,37.0101839,127.1139434
1108,읍천리382고덕국제도시점,경기도 평택시 고덕면 여염리 4279-10 ,37.0524639,127.0487528
1110,카페새롭,"경기도 평택시 이충동 451-7 외1필지(451-14), 103호 ",37.0569124,127.0589981
1112,스타벅스 평택세교DT점,경기도 평택시 세교동 425 ,37.0074460,127.0786649
1116,하이드밀,경기도 평택시 청북읍 현곡리 368-28 ,37.0492350,126.9317650
1118,모티브커피,경기도 평택시 고덕동 2147-1 1층 ,37.0418349,127.0498562
1120,복지매점,경기도 평택시 칠괴동 580 쌍용자동차 평택공장 복지동 1층 ,37.0318811,127.0921437
1126,복고다방,경기도 평택시 동삭동 0 태하빌딩 ,,
1128,티버즈카페,경기도 평택시 진위면 청호리 342-3 104호 ,37.1233958,127.0829389
1130,해브어쿠키데이(have a cookie day),"경기도 평택시 서정동 867-6 외1필지 867-7, 1층 ",37.0657856,127.0577606
1132,에그마카슈 평택점,경기도 평택시 평택동 289-1 ,36.9927912,127.0892643
1139,숨,경기도 평택시 안중읍 안중리 256-93 ,36.9877841,126.9233831
1140,카페인온다(카페inONDA),경기도 평택시 고덕면 여염리 4388-2 에이스 S-TOWER 지식산업센터 130호,37.0440035,127.0558889
1141,카페에이치(cafe H),경기도 평택시 청북읍 한산리 709-23 ,37.0461433,126.9698885
1145,미남커피서부역점,경기도 평택시 평택동 175-4 ,36.9897951,127.0843073
1147,메고지고 DESSERT 떡 CAFE,경기도 평택시 죽백동 140-10 ,37.0076803,127.1347778
1148,블랙워터,경기도 평택시 비전동 630-1 ,36.9964393,127.0885709
1149,그록로스터즈,경기도 평택시 청북읍 옥길리 1163-2 108호,37.0176640,126.9181430
1150,오뗌므(O.T.M),경기도 평택시 비전동 1102-1 ,36.9993808,127.1157608
1154,디어유,경기도 평택시 포승읍 도곡리 1138-5 필리하우스 ,36.9896175,126.8462503
1155,(카페)cafe1967,경기도 평택시 동삭동 364 더샵지제역센트럴파크1BL아파트 ,37.0207008,127.0903618
1158,봄봄지산점,경기도 평택시 독곡동 485 1층 ,37.0805154,127.0635052
1164,파스쿠찌평택세교DT점,경기도 평택시 세교동 436-1 ,37.0096814,127.0746289
1165,카페천국 송탄점,경기도 평택시 서정동 889-10 1층 ,37.0623278,127.0580145
1166,미남커피 지식산업센터점,경기도 평택시 고덕면 여염리 4391-2 에이스퍼스트 고덕 169호 ,37.0457133,127.0530162
1167,디오네베이커리카페,경기도 평택시 청북읍 현곡리 298-6 ,37.0412021,126.9331567
1168,솔개나루카페,경기도 평택시 포승읍 만호리 589 ,36.9711656,126.8481354
1172,달리는커피여중점,경기도 평택시 비전동 760-1 우리빌딩 ,36.9928850,127.1008562
1174,날쌘카페(고덕신도시점),경기도 평택시 고덕면 여염리 4565-1 고덕CM타워 106호 ,37.0387424,127.0470878
1175,쿡스코리아,경기도 평택시 서정동 900-6 105호,37.0613747,127.0557270
1176,미남커피(동부공원로점),경기도 평택시 비전동 886-10 ,36.9926977,127.1166259
1177,미남커피 평택아너스빌점,경기도 평택시 비전동 835-6 ,36.9934967,127.1116403
1178,카페홀릭,경기도 평택시 장당동 1-20 장당도서관 2층 ,37.0529008,127.0649969
1180,빽다방 평택포승점,경기도 평택시 포승읍 도곡리 1144-5 ,36.9875896,126.8455725
1184,샵롤(S#arp Roll),경기도 평택시 신장동 335-5 1층 ,37.0857388,127.0530176
1188,노아커피,경기도 평택시 오성면 숙성리 145-7 ,37.0079948,126.9821542
1189,송커피숍,경기도 평택시 지제동 897-4 ,37.0204188,127.0570433
1191,미남커피 고덕하늘채점,경기도 평택시 고덕면 궁리 523 고덕하늘채 시그니처 에이동 112호,37.0201237,127.0345312
1192,레종드비브르(Raison de vivre),경기도 평택시 포승읍 원정리 1275 ,36.9953455,126.8349727
1195,아이캔커피 고덕점,경기도 평택시 고덕면 여염리 4295-2 1층 ,37.0509092,127.0477504
1197,사랑커피숍,경기도 평택시 통복동 112-12 ,36.9947103,127.0836017
1201,찐달달,경기도 평택시 동삭동 847-5 ,37.0164771,127.1036501
1203,오오엠커피,경기도 평택시 현덕면 신왕리 309 ,36.9361405,126.9636367
1204,컴포즈커피 평택송탄역점,경기도 평택시 신장동 249-2 201호,37.0747603,127.0552169
1206,그래비티 안중점,경기도 평택시 오성면 당거리 397-3 ,36.9878077,126.9745007
1207,이륜당,경기도 평택시 용이동 473-3 ,37.0004749,127.1452774
1209,스택빈 평택용죽점,경기도 평택시 용이동 683 다연빌딩 ,36.9936983,127.1260904
1212,카페2738,경기도 평택시 서탄면 수월암리 1283-9 2동 1층 ,37.1195190,127.0367732
1213,리벌스(Rebirth),경기도 평택시 고덕면 여염리 4400-1 1층 ,37.0452707,127.0520489
1214,이블럭커피,경기도 평택시 동삭동 372 The Sharp 지제역 센트럴파크 2BL ,37.0189292,127.0921076
1217,루리,경기도 평택시 팽성읍 송화리 24-23 ,36.9633531,127.0537403
1218,요거트아이스크림의정석(송탄점),경기도 평택시 서정동 76-14 가동 1층 ,37.0726335,127.0552837
1219,더리터(THE Liter) 평택고덕점,경기도 평택시 고덕면 여염리 4391-2 에이스 퍼스트 고덕 103호 ,37.0457133,127.0530162
1222,카페봄봄 평택역점,경기도 평택시 평택동 62-7 ,36.9922687,127.0865775
1225,촌구석카페,경기도 평택시 유천동 226 ,36.9755272,127.1182432
1227,더벤티 평택모곡점,경기도 평택시 모곡동 442-3 A동 1층 ,37.0368513,127.0765493
1229,레트커피,경기도 평택시 용이동 449-20 ,36.9970487,127.1388341
1232,텐퍼센트커피 평택고덕점,경기도 평택시 고덕면 여염리 4316-1 우성고덕타워 107호,37.0477878,127.0442096
1234,카페소소한,"경기도 평택시 모곡동 287-12 외 2필지(287-4,288-5) 1동 1층 ",37.0298097,127.0739018
1235,매머드익스프레스 에이스퍼스트고덕점,경기도 평택시 고덕동 2048-2 에이스 퍼스트 고덕 145호 ,37.0457133,127.0530162
1236,카페디라운지,"경기도 평택시 도일동 995-5 외 5필지(995-8,995-11,995-33,995-34,995-35) 빅토리 골프클럽 제1동 1층 ",37.0416303,127.0996436
1240,카페456,경기도 평택시 안중읍 안중리 451-6 ,36.9839353,126.9346465
1241,초롱박카페,경기도 평택시 안중읍 현화리 831 붐붐프라자 ,36.9789933,126.9191019
1242,날쌘카페(송탄점),경기도 평택시 서정동 835-10 1층 일부호,37.0665838,127.0556943
1247,세븐일레븐 청북중앙로점,경기도 평택시 청북읍 삼계리 501-1 ,37.0445323,126.9017085
1256,일리터살롱,경기도 평택시 서정동 303-6 서정역꿈의도시두드림주상복합 103호,37.0593466,127.0547177
1257,조그만카페,경기도 평택시 지산동 864-3 1층 ,37.0739573,127.0587374
1259,가유카페,경기도 평택시 안중읍 송담리 829-10 ,36.9809877,126.9294152
1264,일루스터(ILLUSTER),경기도 평택시 신장동 217-15 외 1필지(217-18) 1동 101호,37.0805412,127.0550061
1265,케쿠룸(KEKU ROOM),경기도 평택시 비전동 817-6 ,36.9963717,127.1037054
1266,매머드익스프레스 평택고덕점,"경기도 평택시 고덕면 0 고덕국제화지구 FD11 2-1, 104호 ",,
1272,양굽당,경기도 평택시 용이동 487-8 ,37.0001282,127.1507506
1274,멍청하개,경기도 평택시 안중읍 현화리 831 붐붐프라자 ,36.9789933,126.9191019
1275,빈스커피,경기도 평택시 진위면 청호리 342-1 105호 ,37.1234422,127.0821736
1278,꿈이크는일터,경기도 평택시 신대동 240-1 ,37.0000261,127.0614633
1281,금정다방(까페),경기도 평택시 지제동 302-12 열린타운C ,37.0234722,127.0557727
1282,커피볶는집 커피본좌,경기도 평택시 포승읍 도곡리 1142-13 ,36.9886527,126.8458182
1283,이디야 평택성모병원점,경기도 평택시 세교동 439 ,37.0088405,127.0733854
1287,봉명동내커피(평택송탄점),경기도 평택시 서정동 1103-13 1층 ,37.0647701,127.0666152
1289,만랩커피 평택소사벌점,경기도 평택시 비전동 1098-1 희성프라자 ,37.0013791,127.1144271
1290,빽다방 서정리역점,경기도 평택시 서정동 318-15 1층 ,37.0569322,127.0545917
1291,메가엠지씨커피 평택더샵센트럴,경기도 평택시 동삭동 0 ,,
1295,원두막,경기도 평택시 청북읍 어연리 906 평택 스마트팩토리 ,37.0493042,126.9758814
1296,률 컴퍼니 (작은 식탁),경기도 평택시 비전동 1046-10 ,37.0028771,127.1109945
1297,플라이북,경기도 평택시 비전동 1104 ,36.9991678,127.1125291
1298,할리스 평택이충DT점,"경기도 평택시 이충동 59 외1필지(59-3), A동 1~2층 ",37.0555259,127.0743448
1300,던킨평택비전점,경기도 평택시 비전동 1103 가로수빌딩 ,36.9988583,127.1136204
1301,달리는커피 동삭센트럴파크점,경기도 평택시 동삭동 0 ,,
1306,비앤허니벌이랑꿀이랑,경기도 평택시 현덕면 대안리 15 ,36.9351743,126.9582186
1308,소우커피,경기도 평택시 죽백동 359-1 ,37.0108905,127.1189638
1309,한국농업경영인평택시연합회,경기도 평택시 오성면 숙성리 95-3 ,37.0146051,126.9811593
1311,카페37.2도(CAFE 37.2℃),경기도 평택시 죽백동 771-1 ,37.0038069,127.1192789
1313,평택로얄블루카페,경기도 평택시 평택동 63-3 ,36.9935759,127.0861709
1314,제이엔씨워시조아,경기도 평택시 포승읍 만호리 573-4 ,36.9772217,126.8425955
1317,MEASURE(메저),경기도 평택시 가재동 105-4 1층 ,37.0407104,127.0882626
1318,할리스커피 평택지산점,"경기도 평택시 지산동 808-4 가이아프레지던스 101,102호",37.0788490,127.0558877
1321,카페 로스팅 빈스(CAFE ROASTING BEANS),경기도 평택시 유천동 481-9 ,36.9708856,127.1094601
1324,카페험프리즈,경기도 평택시 팽성읍 신대리 143-2 ,36.9495918,127.0067452
1326,"오늘도,숨",경기도 평택시 청북읍 옥길리 1161-2 ,37.0179177,126.9174724
1330,스타벅스평택대DT점,경기도 평택시 용이동 606-2 ,36.9933221,127.1346730
1337,"오늘도, 카페일리터 용이점",경기도 평택시 용이동 444-5 ,36.9981711,127.1364943
1339,드림카페,경기도 평택시 장당동 52-7 금성주유소 가동 1층 ,37.0436963,127.0631311
1347,느티나무카페,경기도 평택시 비전동 610 평택시립도서관 ,36.9958289,127.0937140
1352,컴포즈커피(평택서정점),경기도 평택시 서정동 332-24 1층 ,37.0567941,127.0556032
1354,카페온실,경기도 평택시 안중읍 송담리 833-1 ,36.9812716,126.9281143
1358,쉐이크테일,경기도 평택시 비전동 1100-2 트러스트원 빌딩 ,37.0005537,127.1142816
1367,효커피,경기도 평택시 진위면 갈곶리 151 1동 1층 ,37.1262100,127.0767390
1369,도대리카페,경기도 평택시 현덕면 도대리 176-48 ,36.9551607,126.9041627
1371,카페썬샤워,경기도 평택시 도일동 1165-6 1층 ,37.0389416,127.0983712
1372,메가엠지씨커피 평택장당점,"경기도 평택시 이충동 612-4 외1필지 612-5, 1동 1층 ",37.0517977,127.0570256
1373,세라젬웰카페 평택소사벌점,경기도 평택시 비전동 1090-4 소사벌 어반테라스 ,37.0007637,127.1121257
1374,커피도큐먼트,경기도 평택시 합정동 902-3 ,36.9890258,127.1053762
1375,서양밥집,경기도 평택시 안중읍 송담리 836-6 ,36.9802544,126.9290859
1376,해류뭄해리,경기도 평택시 유천동 124 ,36.9763127,127.1212703
1384,넥스튠,경기도 평택시 현덕면 화양리 54-121 ,36.9725432,126.9219132
1385,팔공티 평택용죽점,경기도 평택시 용이동 684-4 ,36.9942641,127.1259869
1386,워시랜드,경기도 평택시 죽백동 136-58 ,37.0066847,127.1361313
1388,커피다움,경기도 평택시 비전동 731-5 ,36.9936488,127.0949036
1389,메가엠지씨커피 평택힐스테이트점,경기도 평택시 세교동 303-3 힐스테이트 평택 ,37.0114828,127.0875215
1390,아이캔커피 송탄점,경기도 평택시 서정동 839-6 1층 ,37.0659892,127.0589744
1392,GS25청북사거리점,경기도 평택시 청북읍 옥길리 1062-1 ,37.0226489,126.9104440
1393,파스쿠찌 평택힐스테이트점,경기도 평택시 세교동 0 세교디오네프라자 ,,
