202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407
106.216457,108.8479834,111.7001739,113.1679961,114.1171398,114.2574901,114.2582446,114.3574493,115.069836,115.1649126,115.4680888,115.4928919,114.8804555,114.0955722,112.8588588,111.3968443,109.1055669,106.4839771,103.9491198,102.9661872,102.7543282,102.700059,102.8510379,103.1460442,103.3035095,103.8502457,104.400777,104.2579915,103.878813,103.4480669,103.4584926,103.1174341,102.7948098,102.3941579,101.9139224,101.7390635
