"주택유형별","지역별","항목","단위","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월",
"종합","중","매매가격","","101.8427061","102.7096405","103.6522001","104.2346677","104.4708375","104.4790832","104.4843041","104.4104185","104.3417541","104.3023964","104.2554255","104.1113963","103.7459816","102.9484327","102.0682317","100.8277523","98.97318499","97.53900423","96.35565076","95.527268","95.19790483","94.89572309","94.76272659","94.67291524","94.75210697","94.96383167","95.0415306","95.092487","95.03849372","95.00378139","94.97336396","94.85594527","94.71129912","94.54312322","94.40904907","94.31610812",
"종합","서","매매가격","","101.995488","102.8970029","103.5950745","104.0116971","103.9520291","103.7395064","103.4963712","103.2522975","102.9860335","102.7061934","102.5295978","102.2861328","101.5607393","100.2667072","98.63464399","96.70146349","94.87223985","93.44606612","92.28181616","91.05438831","90.36025173","90.13323983","90.03765646","90.06609681","90.22278247","90.61124639","90.86801363","91.0479765","91.056047","90.97664699","90.85489326","90.71136365","90.68077464","90.63638625","90.49625669","90.43795353",
"종합","유성","매매가격","","102.1270386","103.048551","104.16234","104.9448271","105.0945179","104.8526889","104.7149313","104.4854986","104.4159138","104.2496931","104.1552128","103.7680323","102.9497743","101.8335934","100.6107636","98.23136543","94.73232961","92.2855384","90.83841719","89.79564079","89.59130949","89.56590111","89.57600581","89.68623848","89.89586173","90.29103791","90.60987784","90.82025934","90.7859877","90.94418553","90.9300634","90.82740395","90.59744955","90.62181453","90.57564593","90.43054799",
"종합","대덕","매매가격","","101.5774446","102.3069346","103.1859039","103.6395474","103.7728623","103.7854222","103.7431666","103.7417845","103.7463644","103.7290207","103.6390871","103.5756875","103.4880989","103.1962287","102.7745307","102.0241987","100.1141895","98.63437718","97.18100225","96.34437686","96.08109024","96.01340889","95.93251283","95.89807707","95.94366751","96.03407893","96.10262863","96.15639909","96.12359179","96.05402071","96.04720259","95.99499063","95.79497289","95.66060561","95.60469494","95.52369103",
"종합","울산","매매가격","","101.4946625","102.2051005","102.9059373","103.4255022","103.7042861","103.8184074","103.8381281","103.8355028","103.8928186","103.9938681","103.9750492","103.8780484","103.4073411","102.7452437","101.8939268","99.99743709","98.12956809","96.86847875","95.69983359","94.53003858","93.84895059","93.445333","93.31267574","93.2512622","93.36397176","93.53589378","93.66358049","93.69288011","93.67441653","93.62937532","93.59020856","93.52020787","93.48395626","93.41900596","93.4064998","93.39950259",
"종합","중","매매가격","","100.4901445","100.9467433","101.4490618","101.9507704","102.1935968","102.3327874","102.4470569","102.4217468","102.5085788","102.6423757","102.6629645","102.5166451","102.0624231","101.6133042","100.959073","99.40830487","97.54392172","96.67767884","95.88659984","95.08186309","94.64831141","94.39097688","94.24868375","94.24843658","94.4106802","94.5457502","94.68794649","94.72933903","94.75134717","94.77027512","94.80857964","94.83333726","94.8819929","94.87959014","94.9518347","95.0270093",
"종합","남","매매가격","","101.6996697","102.4851086","103.1728791","103.7953319","104.1599548","104.3825583","104.4752281","104.5558019","104.5686355","104.62654","104.5305502","104.4267747","103.6502903","102.9420299","102.0051489","99.82388337","97.59903631","96.35279752","95.04033801","93.86755887","93.25065145","93.00368216","92.98551474","92.9811969","93.18453126","93.44296067","93.66389594","93.71431896","93.69465","93.62827448","93.61791403","93.5390107","93.5043624","93.42888187","93.38396964","93.37966277",
"종합","동","매매가격","","102.4652753","103.2978785","104.0121704","104.5328293","104.6964525","104.6726186","104.6194782","104.4587578","104.4554208","104.5797823","104.4131676","104.1800982","103.6205381","102.8949511","102.1527645","99.95415591","98.17709041","97.05837469","96.21951075","95.14214524","94.12412519","93.06118141","92.56148059","92.26419201","92.26293641","92.37817502","92.47180375","92.493668","92.45418247","92.38786266","92.33327181","92.20763098","92.14427089","92.00823542","91.93070573","91.86588234",
"종합","북","매매가격","","101.5404863","102.5178264","103.4325279","103.8919432","104.0727488","104.0242426","103.9068202","103.9582135","104.0028846","104.0886132","104.2053608","104.2486564","103.995346","103.0840486","101.8486486","99.42129597","97.42665073","95.70458832","94.18349227","92.47211446","91.63119769","91.25555851","91.23909216","91.2157986","91.31091897","91.52009257","91.55116747","91.55804293","91.48523403","91.40378529","91.32829646","91.21551656","91.1314877","91.07064154","91.12052032","91.16575467",
"종합","울주","매매가격","","101.4237504","101.9346","102.6255688","103.0752805","103.4323943","103.6141384","103.6235709","103.5817332","103.7237586","103.8530449","103.87638","103.7929662","103.5830526","103.0636475","102.4346502","101.3115093","99.99423751","98.71073457","97.53118721","96.51100121","95.90613541","95.57310427","95.42371909","95.35216304","95.388471","95.47269167","95.57417767","95.59016126","95.60578374","95.58630178","95.48466717","95.42573214","95.37932627","95.3201095","95.26284927","95.1682531",
"종합","세종","매매가격","","99.67840977","99.59916229","99.48886173","98.82095898","97.10176773","96.34639015","95.85434102","95.23924559","94.75736672","94.29455519","93.66936598","93.08367168","92.12803312","90.86419332","89.52304268","87.43795074","83.06564185","79.62922407","77.28842063","77.12566913","77.62695642","78.35441178","78.97485436","79.62105215","79.87142731","80.17820217","80.26131955","80.29125818","80.07934841","79.80684532","79.05247181","78.21902306","77.56248917","76.90626304","76.65945148","76.30860435",
"종합","강원","매매가격","","101.0816177","101.6761161","102.267465","102.8354751","103.2186819","103.4297723","103.6273733","103.8172652","104.0417273","104.2541971","104.418636","104.5300046","104.6148802","104.5902383","104.4282036","104.1097519","103.6938049","103.3522103","102.9938243","102.7384534","102.5027013","102.3315","102.269638","102.2295849","102.3191539","102.5238056","102.7396167","102.8906763","102.9353647","102.9782937","103.0719602","103.1324332","103.1747174","103.3141349","103.3841513","103.5063845",
"종합","춘천","매매가격","","101.7712532","102.519382","103.1010928","103.7662184","104.2404132","104.4344345","104.5886074","104.6645876","104.8392859","105.0615204","105.1341636","105.0675831","104.9355537","104.7015913","104.1380694","103.3618479","102.2623782","101.7250371","101.197178","100.8696058","100.5369232","100.5019007","100.4983178","100.4595985","100.4587968","100.7354077","100.9853133","101.0191094","100.967573","100.9387315","101.1771269","101.352121","101.343366","101.5686293","101.8880237","102.3642098",
"종합","원주","매매가격","","101.1484591","102.1285457","102.828764","103.4332733","103.6679928","103.6980392","103.7674729","103.9138223","104.0643544","104.0350003","104.0219772","103.9637066","103.8925895","103.7680428","103.3986215","102.6885559","101.906218","101.1754608","100.6171165","100.2459111","99.85447706","99.41248505","99.26929518","99.07389502","99.19808981","99.43827939","99.53289957","99.64049896","99.73995053","99.71153833","99.77621568","99.87080647","100.1064436","100.4082325","100.5640136","100.7815336",
"종합","강릉","매매가격","","101.3491382","101.9422433","102.944815","104.0187268","104.8852594","105.3182235","105.8065194","106.3368401","106.8665055","107.5728698","108.0268093","108.4696378","108.8364829","108.8730209","108.8653413","108.8138222","108.5887071","108.3730847","108.0730402","107.7770265","107.5081591","107.3292785","107.1708586","107.1721406","107.239066","107.5286047","107.7890482","108.0666826","107.9953777","107.9388173","107.8685994","107.6616286","107.1529466","106.8020222","106.3227823","105.9933655",
"종합","동해","매매가격","","100.6312351","100.9233155","101.2659981","101.7588633","102.208311","102.4769698","102.7063409","102.6998494","102.7604602","102.9901942","103.3755915","103.5945877","103.8754045","104.1196956","104.1146801","104.0907764","104.0005228","103.9418056","103.7697499","103.7149171","103.6302346","103.6468016","103.6109341","103.7864047","104.2071556","104.5968807","105.0970927","105.7062516","106.0497632","106.5055641","106.8180253","106.9551067","107.5122043","107.9447274","108.3015666","108.5013707",
"종합","태백","매매가격","","100.1666631","100.2083889","100.1740305","100.3423545","100.208173","100.2460976","100.3272232","100.4830329","100.7488849","100.894254","100.8883229","100.9768764","100.9352848","100.9057071","100.7939942","100.7342755","100.7243502","100.5882512","100.4844002","100.425449","100.340473","100.1673977","100.1436105","100.0900724","100.0816142","100.223381","100.2015393","100.4531273","100.5556309","100.4086461","100.3786808","100.4339734","100.156758","99.59332467","99.207945","99.01547466",
"종합","속초","매매가격","","103.3861056","104.9509557","107.0539068","108.4841724","109.6544094","110.7033616","111.2608918","111.6020339","112.2267659","112.7774255","113.3490399","113.6976007","113.9185646","114.007864","114.030857","113.9160031","113.7571321","113.5058694","112.5979325","111.8447201","111.2935435","110.8670304","110.6955613","110.6606396","110.6015082","110.7560767","111.4523139","111.595011","111.6542428","111.8192558","111.7256031","111.7425057","111.8625911","112.2467074","111.8968734","111.583612",
"종합","삼척","매매가격","","100.1986696","100.4671821","100.8085411","100.9553996","101.0764999","101.1589331","101.2812788","101.3732196","101.4320397","101.5307021","101.5608753","101.5824774","101.577364","101.5955675","101.5412193","101.5007877","101.4164784","101.2500379","101.1415332","101.0158897","101.0278835","100.9336811","100.8575218","100.9032709","101.1606911","101.3141015","101.5542008","101.7480106","101.8861869","102.0764056","102.1745857","102.2159539","102.149562","102.1279663","102.2463245","102.2743186",
"종합","충북","매매가격","","101.6382102","102.5595391","103.5985915","104.3631316","104.7664855","105.0063436","105.1749086","105.3030824","105.4270749","105.5782457","105.6924073","105.7610878","105.6629465","105.4652769","105.0796293","104.4194163","103.3664997","102.6580831","101.8968895","101.3318621","101.0601454","100.968836","100.9630006","100.9800302","101.038418","101.2879267","101.7030666","101.940231","102.1118265","102.0967929","102.0464919","101.9966345","101.9676001","102.0114429","102.0057887","102.0258791",
"종합","청주","매매가격","","101.7767827","102.6973742","103.7638629","104.4998337","104.8332279","104.9905944","105.1139521","105.2386201","105.2982356","105.3549908","105.3451727","105.2897555","105.0534692","104.6611099","104.0228971","103.058512","101.5449184","100.5108676","99.53177979","98.81820141","98.5121801","98.47682302","98.48315224","98.48498265","98.56291141","98.89139914","99.40807237","99.74115357","99.95899218","99.93895263","99.86642639","99.78734599","99.75142219","99.7978427","99.75809723","99.73855139",
"종합","상당","매매가격","","101.741147","102.6349586","103.7442291","104.3843159","104.6897476","104.8097007","104.9027448","105.044857","105.1409391","105.2521713","105.2837153","105.2561131","105.11159","104.7062289","103.918184","102.9465857","101.5217992","100.5859007","99.71986514","99.0915039","98.81180979","98.69916048","98.54480844","98.42251951","98.59741524","98.97776075","99.74764178","100.2224334","100.4244479","100.463067","100.5657094","100.6634451","100.6452737","100.6283782","100.5633576","100.5715734",
"종합","서원","매매가격","","102.3231175","103.4910137","104.6820458","105.4727543","105.7011025","105.9332926","106.0757164","106.1596195","106.1494649","106.1672485","106.1806032","106.0038027","105.6882365","105.194402","104.4177964","103.4973762","102.3157024","101.316488","100.4151509","99.72753769","99.32329997","99.30625371","99.30342112","99.26567147","99.25544515","99.53015373","99.83095071","100.1753861","100.3349101","100.3894366","100.3361326","100.2026298","100.1350512","100.3711399","100.3220739","100.2903504",
"종합","흥덕","매매가격","","101.908107","102.9398271","103.9233678","104.7093182","105.1249136","105.2304084","105.3578126","105.5230414","105.6382577","105.7220729","105.6548526","105.6389055","105.3736973","105.0832985","104.7814157","103.8729279","101.9758137","100.5906763","99.55590766","98.7126746","98.27442589","98.15263764","98.22845697","98.23942188","98.36097628","98.63920148","99.1176183","99.34406653","99.65092605","99.51174938","99.37423109","99.22822368","99.23326441","99.22877123","99.15335526","99.08896202",
"종합","청원","매매가격","","101.0598216","101.5979276","102.6080185","103.3131131","103.6691583","103.8575402","103.9855346","104.0792516","104.0984877","104.1047021","104.1091431","104.0973152","103.892434","103.4777395","102.6694714","101.5907398","100.1721595","99.50162438","98.39929715","97.75511568","97.71989886","97.87098558","97.95509562","98.11778754","98.12688158","98.53326036","99.07735329","99.40484123","99.57391232","99.58548119","99.40490877","99.29781752","99.21812534","99.2014887","99.24925329","99.27885039",
"종합","충주","매매가격","","101.8607584","103.2037807","104.993116","106.1463316","106.7681787","107.2693992","107.5659159","107.6958003","107.8637133","108.3412516","108.7117721","108.9231397","108.8933178","108.7617391","108.4328592","108.0225767","107.2128702","106.5651971","105.5040934","104.8125465","104.3819842","104.0945077","104.0057824","104.0456107","104.0601064","104.2957596","104.7203805","104.7859433","104.872371","104.8745527","104.8669899","104.8984541","104.8926386","104.8796824","104.8545257","104.8273582",
"종합","제천","매매가격","","102.4555762","103.7374128","105.1855222","106.5874154","107.2345191","107.7730182","107.9998542","108.1662478","108.5574838","108.6652129","108.9014614","109.2655354","109.4621659","109.5402894","109.545597","109.3437128","108.8954238","108.6878416","108.5363225","108.1606344","107.8920206","107.8088902","107.8475168","107.9255956","107.9663454","108.1688126","108.6908378","108.8152498","109.0523877","108.9890684","108.9680856","108.9148531","108.9416568","109.0267153","108.9729129","109.1960678",
"종합","음성","매매가격","","101.4585562","102.7897848","103.1927246","103.4718166","103.9172695","104.0515034","104.1835921","104.2403951","104.4187196","104.6150216","104.9101522","105.0741562","105.0669535","105.1519301","104.9983933","104.8113132","104.4190046","104.2175747","103.8403515","103.5941597","103.3358316","103.181891","103.1013842","103.2402214","103.2758065","103.3886739","103.5232235","103.5991943","103.642939","103.5816961","103.4576577","103.2593069","102.9461953","103.0437996","103.1575133","103.3217661",
"종합","충남","매매가격","","101.387734","102.1475303","103.0565527","103.7582414","104.2038982","104.4316665","104.5195705","104.5959335","104.5815545","104.4752136","104.4323356","104.4177002","104.3017524","104.0798295","103.6754851","103.1375836","102.3797676","101.6400942","100.9137074","100.2495094","99.87701394","99.69417656","99.62924697","99.63451216","99.72892999","99.80028902","99.86633226","99.94472575","99.90694459","99.83355412","99.64070147","99.49540247","99.37786671","99.37800051","99.3480893","99.35249389",
"종합","천안","매매가격","","102.1840076","103.2953888","104.6400678","105.4185464","105.8540833","106.0988374","106.0889635","105.955754","105.7134136","105.3371395","105.1764811","105.0574347","104.854755","104.4008789","103.5943861","102.5142268","101.2461138","100.09722","99.24063872","98.75303438","98.52512263","98.46432699","98.65553077","98.92874549","99.27812778","99.63277129","99.84538489","100.1528891","100.1488789","100.0716054","99.77816957","99.50310779","99.26558087","99.31692838","99.21161602","99.23093477",
"종합","동남","매매가격","","101.7143377","102.6877741","103.6533467","104.2465841","104.6522016","104.8415412","104.9567672","105.0483184","105.0285249","104.9624345","104.9318793","104.9079995","104.81347","104.6567961","104.3050666","103.6377704","102.7987018","102.0306702","101.293771","100.7356908","100.5399103","100.5004832","100.459519","100.6493895","101.0025074","101.3483067","101.6317057","101.9608047","101.8496042","101.6723964","101.2920045","100.8698558","100.7163566","100.6824325","100.6369395","100.6179322",
"종합","서북","매매가격","","102.5038223","103.709584","105.3147098","106.2209885","106.6771766","106.9602432","106.8638853","106.5757328","106.1805197","105.592066","105.342721","105.158919","104.8827682","104.2276445","103.115084","101.7590592","100.2063497","98.81031614","97.87661228","97.4347549","97.1861474","97.11156226","97.45303312","97.78027395","98.12712137","98.48740359","98.65397101","98.94735938","99.01298219","99.00171657","98.76582633","98.5882557","98.29504387","98.40291667","98.25794873","98.30267399",
"종합","공주","매매가격","","100.6800086","101.018395","101.4260445","101.8419782","102.246865","102.516296","102.6851012","102.8563471","103.0850842","103.1614283","103.1892725","103.0232277","102.8918195","102.8408546","102.7889332","102.401662","101.9787138","101.7129182","101.3321598","100.8805797","100.5978944","100.4768101","100.3437154","100.2792462","100.324489","100.3777033","100.5251635","100.491488","100.4800775","100.4644616","100.511835","100.5767064","100.5989242","100.6205538","100.7230913","100.7541779",
"종합","보령","매매가격","","101.9105626","102.5450265","103.1982831","103.9753131","104.4921889","104.8230067","105.0809229","105.274352","105.3680187","105.5150131","105.6190644","105.6989021","105.6759005","105.5611722","105.5643815","105.5511684","105.4957744","105.0318129","104.7214332","104.257749","104.0900317","104.0488893","104.1289946","104.2110403","104.2776945","104.4385685","104.70792","104.8094425","105.1838372","105.0496874","104.8877067","105.1126969","105.2435635","105.7668441","106.0043135","106.3209837",
"종합","아산","매매가격","","102.0485261","103.1851533","104.585577","105.6228644","106.2133129","106.6233999","106.8023819","106.9604636","106.9129883","106.7682811","106.6485661","106.5749665","106.2640522","105.9810935","105.4556184","104.9110986","104.080121","103.4039018","102.4163172","101.2506895","100.6372469","100.1923244","99.95963026","99.71881122","99.61882253","99.54729219","99.4563187","99.41422126","99.30027852","99.19953208","98.92002672","98.74875225","98.59278311","98.4981554","98.48530028","98.41171981",
"종합","서산","매매가격","","100.7289528","101.4146569","102.1158641","103.3003413","104.0861503","104.2826254","104.6272589","105.0418565","105.4089689","105.420823","105.4243874","105.5399955","105.5373069","105.4893875","105.4579041","105.3922831","105.1602465","104.516007","103.2902716","102.3523925","101.7098794","101.4838552","101.2249909","101.2571353","101.6181973","101.3894307","101.3878274","101.3655088","101.2194568","101.1263658","100.9939274","100.8644816","100.8544392","100.7920809","100.8551157","101.0310994",
"종합","논산","매매가격","","100.6575752","101.0042868","101.3701739","101.7852247","101.9405824","102.0487983","102.1466059","102.2375043","102.36135","102.4117569","102.5627407","102.7382155","102.8158336","102.8330973","102.8312585","102.7806554","102.7672148","102.663557","102.5862081","102.4453485","102.2749222","102.130469","102.0600655","102.0302116","102.0377643","102.1444521","102.2735127","102.4159606","102.6276003","102.7479187","102.8580469","103.0282233","103.3641708","103.7593099","104.0972575","104.2813397",
"종합","계룡","매매가격","","101.7350931","102.3544563","103.0191152","103.5608585","103.9322496","104.0789008","104.1371837","104.2164998","103.7084181","103.4731499","103.0855793","102.7408401","102.1750856","101.5123728","100.4892658","98.95128583","95.45245846","92.60270694","90.85621876","89.52125208","88.70298527","88.27273788","87.99699146","87.79821896","87.74146877","87.79693198","87.90661687","87.96383367","87.81367592","87.73697285","87.60007384","87.5433822","87.69874438","87.64416213","87.73160228","87.84360459",
"종합","홍성","매매가격","","100.8705881","101.3082843","102.1730774","102.6826853","102.9983276","103.1558003","103.2050313","103.2946764","103.468083","103.5258615","103.560048","103.542417","103.5372846","103.4790159","103.3782071","103.1820175","102.386084","101.5928582","100.6982983","99.12004006","98.08149728","97.57147743","97.01553552","96.64019777","96.11732479","95.77628882","95.52946933","95.09083265","94.65749961","94.23122488","93.71361236","93.39394211","93.03391892","92.67594605","92.58241475","92.47585397",
"종합","예산","매매가격","","100.4171434","100.5705426","100.8668649","101.1827796","101.5216811","101.6244583","101.7046814","101.8191513","101.9461903","102.0401227","102.0991808","102.1894127","102.1945097","102.1120055","102.0503384","101.9315076","101.6870442","101.4578395","101.2389446","100.8065095","100.58142","100.5678509","100.5986084","100.6285069","100.595405","100.5807692","100.6191197","100.6061344","100.7572483","100.780491","100.7067045","100.5488512","100.3622164","100.3354982","100.3175971","100.2070363",
"종합","당진","매매가격","","100.6845305","101.3747561","102.1528559","102.9003832","103.4596521","103.6642252","103.4815231","103.451826","103.4438056","103.4427333","103.4470693","103.3859406","103.3548514","103.2476381","102.7694631","102.3447933","101.6005589","101.1377034","100.4813783","99.62638738","99.15434275","98.91388584","98.50827237","98.14501157","97.92497791","97.78794462","97.68473114","97.56260261","97.41065428","97.36347851","97.19820374","97.0186495","96.79847395","96.57013631","96.23325822","95.95543801",
"종합","전북","매매가격","","101.2738883","101.9680844","102.5827827","103.1174001","103.4381828","103.7585706","103.9221348","104.1864565","104.5705629","105.0402947","105.400124","105.7225744","105.8396097","105.804188","105.6468847","104.7923676","103.8147484","103.1307954","102.6209737","102.1047319","101.7123739","101.4378592","101.2793032","101.1897016","101.1554364","101.2357341","101.297382","101.376162","101.3372152","101.2733263","101.198531","101.15465","101.1586356","101.2756658","101.3747537","101.4714032",
"종합","전주","매매가격","","101.7981827","102.8796598","103.8398941","104.6834419","105.1088924","105.5433452","105.7096314","105.9350753","106.3102821","106.8715185","107.2820306","107.5230057","107.6002791","107.5546975","107.3387966","106.2302258","105.1171127","104.2432082","103.6103187","103.052351","102.5268916","102.2244253","102.0767668","101.9820335","101.9483129","102.0518942","102.3499814","102.7522843","102.8403724","102.862116","102.7757974","102.7796897","102.9605037","103.3615902","103.7323465","104.098826",
"종합","완산","매매가격","","101.8068347","102.8402016","103.7884488","104.7205525","105.0902874","105.4219254","105.5637531","105.8345744","106.2638555","106.9746888","107.4826184","107.7482558","107.823368","107.8106314","107.6243893","106.4537403","105.207174","104.531812","103.988443","103.4691671","102.950001","102.600974","102.3538997","102.3052781","102.2494954","102.2817116","102.5439782","103.0694411","103.2678785","103.2046045","103.098611","103.1046823","103.2621146","103.6343558","103.8814257","104.2865955",
"종합","덕진","매매가격","","101.7893938","102.9197612","103.892184","104.6457544","105.1277968","105.6668399","105.8580368","106.0372728","106.357468","106.7668088","107.078635","107.2946544","107.3741136","107.295314","107.0494366","106.003636","105.0256976","103.9477432","103.2231126","102.6255464","102.0936514","101.8388333","101.7930564","101.6510425","101.6399373","101.8167432","102.1516261","102.4275353","102.4026335","102.5105039","102.4441412","102.4458233","102.6503503","103.0806996","103.5771759","103.9042794",
"종합","군산","매매가격","","102.5335644","103.5976841","104.5146353","105.423436","105.8959276","106.2561934","106.4763793","107.0448416","107.5720818","107.9487924","108.5899843","109.5198171","109.7840881","109.762432","109.5218879","107.8833058","105.7278518","104.5363996","103.6292638","102.4813661","101.9046512","101.3980905","101.1326744","100.8852789","100.8419814","100.880806","100.8146931","100.6060658","100.476353","100.350262","100.2248049","100.0639454","99.80983043","99.63433954","99.44311417","99.26393233",
"종합","익산","매매가격","","100.3956964","100.5891163","100.8092896","100.9935118","101.2103466","101.4280822","101.6312701","101.9468194","102.3463931","103.0378738","103.3128","103.5399293","103.5637027","103.4004923","103.1261009","102.3544099","101.4068254","100.647263","100.0856007","99.52687941","99.14758725","98.77645507","98.51832935","98.41594162","98.27831706","98.27140432","98.0935038","97.96588819","97.74627449","97.54030006","97.43223457","97.23679943","96.99095667","96.71959837","96.502118","96.21699772",
"종합","정읍","매매가격","","100.8937639","101.2787556","101.7391101","102.129316","102.5016466","102.9356152","103.1838983","103.3857049","103.6514471","103.9512492","104.1778038","104.3640172","104.5401668","104.4448876","104.3840492","103.8407385","103.4713201","103.2347125","103.0464018","102.8417266","102.6803837","102.5256644","102.4373952","102.3610272","102.29444","102.3465933","102.4529307","102.7791446","102.8910084","102.7712689","102.7101457","102.7123122","102.7119089","102.7928149","102.7446829","102.9303382",
"종합","남원","매매가격","","100.4033719","100.7505226","101.0577749","101.2826538","101.5529672","101.8648352","102.0480787","102.2187997","102.5595599","102.8642234","103.1493894","103.3282672","103.4765163","103.5528693","103.5332144","103.3547639","103.2451426","103.0332639","102.7906251","102.5639673","102.3457659","102.2150641","102.1572862","102.1373337","102.1125364","102.1776654","102.2092561","102.178611","102.0137732","101.9326555","101.8789214","101.9326048","102.0442826","102.1250839","102.2443723","102.4479014",
"종합","김제","매매가격","","100.5723867","100.8975367","100.9101074","100.8694341","100.9262836","100.9477871","100.9553978","101.0099175","101.3614685","101.7339264","102.0254229","102.2453637","102.3670761","102.3899069","102.39052","102.3958976","102.3366488","102.2743488","102.2156567","102.0944894","102.0121539","101.9676477","101.9741654","102.0708232","102.1707895","102.4590017","102.4773815","102.4060683","102.2134899","102.0862548","102.0001319","102.0661145","102.177751","102.2424611","102.3439967","102.3210509",
"종합","전남","매매가격","","100.6998033","101.0888858","101.3746844","101.620684","101.7987288","101.9321589","102.0329116","102.1273321","102.2411262","102.3506997","102.4060807","102.4589775","102.4532277","102.343452","102.1629518","101.8019459","101.2009553","100.4251241","99.94227014","99.60218421","99.34098957","99.13948603","98.98179128","98.81574187","98.71837797","98.6914801","98.71502352","98.75185539","98.73997275","98.6835495","98.69311459","98.67915745","98.69754272","98.70602358","98.71080615","98.71144872",
"종합","목포","매매가격","","100.7006295","101.1192013","101.381397","101.5097177","101.5914991","101.7235385","101.7931908","101.9061846","102.0088864","102.0862307","102.1079488","102.1203555","102.1147515","102.0472251","101.8835154","101.2483844","100.5032875","99.54381727","98.9252992","98.48693152","98.18129653","98.0017084","97.87649845","97.77819311","97.68981966","97.52639983","97.49579255","97.55629534","97.54509582","97.28765358","97.24751486","97.19705262","97.36201629","97.38018228","97.28492992","97.35174829",
"종합","여수","매매가격","","101.0108505","101.6766369","102.0678935","102.3531421","102.5744417","102.6773223","102.7356917","102.8204643","102.8499549","102.8184432","102.6949383","102.6889616","102.5946693","102.3473278","101.883478","101.1359843","100.0068004","98.79720974","98.16400331","97.58412737","97.21778579","96.95607041","96.67687178","96.25914353","95.9618329","95.83232593","95.67839424","95.57226922","95.39466137","95.2724305","95.16469527","95.01582","94.8549652","94.82370749","94.80486442","94.71954394",
"종합","순천","매매가격","","100.8340761","101.1243305","101.3861263","101.6777012","101.9179317","101.8862866","101.9391747","101.8022444","101.7800146","101.7763749","101.6490092","101.5891924","101.3882372","101.2105672","100.7451899","100.2838097","99.57961109","97.9515602","97.18920387","96.84877769","96.50664332","96.28555977","96.15004559","95.97935032","95.87986912","95.91592636","95.86688361","95.90290278","95.80022942","95.81822237","95.87976197","95.87260664","95.90121539","95.85925395","95.83683116","95.76345077",
"종합","나주","매매가격","","101.285855","101.9512937","102.5948827","103.0319239","103.4303282","103.7989075","104.0559567","104.3322467","104.4927135","104.6484824","104.8149925","104.9296605","104.9369549","104.6269669","104.3170614","103.528656","102.5238541","101.6750125","101.0912612","100.55163","100.0619596","99.5847055","99.23277232","99.064611","98.97016378","98.98664795","99.05985302","99.08443843","99.09530963","99.04266047","99.00264922","98.94575953","98.90603235","98.88768178","98.90850479","98.88837326",
"종합","광양","매매가격","","100.4790794","100.6289074","100.7981546","100.9364954","100.9418355","100.8868875","100.7346592","100.5679816","100.523209","100.3995429","100.0776094","99.72666688","99.35946173","98.89004328","98.5846074","98.35290414","97.56349104","96.82163217","95.97216546","95.50943599","95.13853199","94.6682158","94.278066","93.93576096","93.84152783","93.80816671","93.81256694","93.7386353","93.63976683","93.61092276","93.56472462","93.51928033","93.46054722","93.41058581","93.33736132","93.01462638",
"종합","무안","매매가격","","100.6226172","101.0634343","101.7413701","102.2556401","102.5407946","102.7541119","102.8735734","103.0689641","103.3087831","103.514555","103.7108342","103.8076389","103.8560963","103.7935616","103.6876442","103.1984079","102.5748414","101.9353189","101.4015437","100.7887856","100.4107961","100.105263","99.91905417","99.73351818","99.64247972","99.70584279","99.80423797","99.80783967","99.74420635","99.68817539","99.66635366","99.65960514","99.72926096","99.70177098","99.65568355","99.70115893",
"종합","경북","매매가격","","100.9223268","101.3292262","101.7974295","102.1705555","102.458359","102.6864475","102.8114855","102.9187831","103.0702469","103.1825511","103.2775626","103.3278806","103.2982223","103.1746511","102.9233641","102.4524252","101.6417728","101.0718631","100.6116177","100.3068056","100.1026539","99.97456653","99.96361522","99.93560681","100.1110957","100.3464777","100.516541","100.5739173","100.5918133","100.5590473","100.5644355","100.6005071","100.6913334","100.7698086","100.7267831","100.6172592",
"종합","경주","매매가격","","100.5973954","100.8674604","101.5778824","101.9761573","102.3230956","102.6210695","102.7522013","102.9890363","103.2325463","103.3759985","103.4351481","103.4358112","103.3619512","103.3286438","103.1230184","102.6603644","101.9654711","101.5693918","101.300008","100.9506565","100.67072","100.3893577","100.1943984","100.1441206","100.2385142","100.3810406","100.5133248","100.6088561","100.58572","100.5972456","100.6487204","100.7485296","101.0360786","101.3788592","101.548342","101.4756892",
"종합","구미","매매가격","","101.7540927","102.552699","103.5427535","104.4775234","105.1835566","105.6816264","105.8342823","105.9407293","106.060211","106.2477982","106.4194657","106.4493658","106.2832145","105.7313523","104.94574","103.6642985","101.2595547","99.77419206","98.78759131","98.21269857","97.99299274","98.01698859","98.11594899","98.16054635","98.49218754","98.88252543","99.26920051","99.09349776","98.89865964","98.56715208","98.31807697","98.25006228","98.41684033","98.36682561","97.87554524","97.34434776",
