단지명,주소,층,계약년월,전용면적(㎡),건축년도,거래금액(만원),위도,경도
소사벌리더스하임,경기도 평택시 비전동 1011,2,202307,84.97,2014,"34,500",37.0057422,127.1064767
소사벌리더스하임,경기도 평택시 비전동 1011,2,202307,84.97,2014,"34,500",37.0057422,127.1064767
평택the#,경기도 평택시 서정동 1116,14,202307,84.98,2009,"41,500",37.0720142,127.0613609
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,7,202307,59.9845,2021,"30,900",37.0244682,127.1016691
동성효성,경기도 평택시 비전동 856,4,202307,72.48,1994,"22,000",36.9916147,127.1105698
지제역더샵센트럴시티,경기도 평택시 지제동 가-,20,202307,64.9377,2022,"70,000",,
태영청솔,경기도 평택시 세교동 554,2,202307,59.915,1996,"19,500",37.0046057,127.0832115
부영2,경기도 평택시 세교동 557,5,202307,84.9842,2000,"29,500",37.0035238,127.0816577
한라파인빌(구한라공조사원아파트),경기도 평택시 포승읍 석정리 306-5,7,202307,49.94,1993,"7,500",36.9958462,126.8965959
비전아이파크평택,경기도 평택시 용이동 639,14,202307,84.94,2018,"40,000",36.9987688,127.1251689
평택용이금호어울림1단지,경기도 평택시 용이동 581,13,202307,84.9936,2015,"31,300",37.0015751,127.1307921
평택용이금호어울림1단지,경기도 평택시 용이동 581,7,202307,67.5496,2015,"29,350",37.0015751,127.1307921
평택센트럴자이1단지,경기도 평택시 동삭동 835,25,202307,59.5153,2017,"38,500",37.0169890,127.0990884
평택센트럴자이2단지,경기도 평택시 동삭동 845,17,202307,59.5153,2017,"38,700",37.0170136,127.1022263
주공3,경기도 평택시 서정동 909-1,5,202307,32.4,1988,"15,300",37.0614442,127.0593238
안중우림필유골드154,경기도 평택시 안중읍 현화리 820-2,14,202307,128.2576,2010,"42,000",36.9869119,126.9180717
건영(지산),경기도 평택시 지산동 1094,1,202307,53.58,1993,"13,200",37.0763664,127.0639244
한양청솔,경기도 평택시 지산동 1093,2,202307,59.65,1996,"17,100",37.0743229,127.0635294
송담지엔하임2차,경기도 평택시 안중읍 송담리 852,18,202307,59.7031,2018,"30,300",36.9755735,126.9279973
태평,경기도 평택시 고덕면 궁리 75,15,202307,59.91,1994,"17,500",37.0165963,127.0337546
태평,경기도 평택시 고덕면 궁리 75,8,202307,59.91,1994,"17,600",37.0165963,127.0337546
송화지구우미이노스빌,경기도 평택시 팽성읍 송화리 788-1,11,202307,84.5344,2005,"21,500",36.9606600,127.0597574
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,9,202307,127.5684,2016,"46,000",36.9654154,127.0488677
평택소사벌중흥에스-클래스에코시티,경기도 평택시 죽백동 721,9,202307,84.9939,2017,"39,100",37.0085046,127.1101232
우성꿈그린,경기도 평택시 세교동 558,13,202307,63.43,1995,"22,300",37.0022838,127.0804944
평택소사벌중흥에스-클래스에코시티,경기도 평택시 죽백동 721,15,202307,84.9939,2017,"40,500",37.0085046,127.1101232
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,14,202307,84.87,2019,"37,000",37.0093868,127.0892034
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,25,202307,59.949,2021,"31,500",37.0201237,127.0345312
평택비전푸르지오,경기도 평택시 용이동 648,15,202307,84.975,2016,"45,000",36.9955667,127.1211068
개나리,경기도 평택시 세교동 559,2,202307,59.95,1997,"20,000",37.0009041,127.0821288
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,18,202307,59.9717,2021,"33,800",37.0201237,127.0345312
평택센트럴자이1단지,경기도 평택시 동삭동 835,25,202307,98.7608,2017,"59,000",37.0169890,127.0990884
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,1,202307,59.9605,2011,"14,700",37.0177101,126.9134152
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,1,202307,59.9605,2011,"15,500",37.0161358,126.9140475
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,3,202307,59.9605,2011,"15,000",37.0177101,126.9134152
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,3,202307,84.9861,2012,"36,800",37.0004280,127.1081602
아주,경기도 평택시 지산동 1135,3,202307,59.95,1994,"20,500",37.0777211,127.0650625
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,10,202307,59.7056,2021,"31,000",37.0244682,127.1016691
평택센트럴자이 4단지,경기도 평택시 동삭동 854,12,202307,84.5289,2018,"49,500",37.0190802,127.1021658
한양청솔,경기도 평택시 지산동 1093,4,202307,59.65,1996,"17,000",37.0743229,127.0635294
힐스테이트지제역,경기도 평택시 동삭동 가-,3,202307,84.9542,2020,"63,000",,
삼익사이버,경기도 평택시 동삭동 343-2,7,202307,119.16,2000,"34,000",37.0218005,127.0963783
제일하이빌1차,경기도 평택시 장당동 631,3,202307,59.8748,2005,"26,700",37.0484020,127.0588693
e편한세상평택용이1단지,경기도 평택시 용이동 737,12,202307,99.44,2017,"42,500",37.0021249,127.1441966
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,21,202307,73.4816,2018,"45,500",36.9927558,127.1225496
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,7,202307,83.7111,2020,"57,000",37.0141374,127.0903243
현대이화,경기도 평택시 비전동 828-2,11,202307,62.38,1993,"21,600",36.9970308,127.1108536
태평,경기도 평택시 고덕면 궁리 75,18,202307,59.91,1994,"17,300",37.0165963,127.0337546
평택메트로하임,경기도 평택시 포승읍 만호리 575-10,4,202307,24.31,2015,"4,200",36.9767849,126.8440555
평택센트럴자이3단지,경기도 평택시 동삭동 852,14,202307,59.5152,2019,"39,000",37.0209526,127.1005266
평택소사벌중흥에스-클래스에코시티,경기도 평택시 죽백동 721,18,202307,84.9939,2017,"41,000",37.0085046,127.1101232
평택메트로하임,경기도 평택시 포승읍 만호리 575-10,4,202307,23.69,2015,"4,200",36.9767849,126.8440555
벽산,경기도 평택시 비전동 889,12,202307,59.965,1994,"22,000",36.9917803,127.1197627
힐스테이트지제역,경기도 평택시 동삭동 가-,19,202307,84.9974,2020,"68,000",,
고덕국제신도시파라곤에듀포레,경기도 평택시 고덕동 2489-1,1,202307,84.7996,2021,"57,500",37.0419544,127.0251227
호반써밋고덕신도시,경기도 평택시 고덕동 2619-1,15,202307,102.6724,2021,"88,500",37.0418804,127.0408561
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,19,202307,84.7982,2021,"54,500",37.0223463,127.0933108
포승삼부르네상스1단지,경기도 평택시 포승읍 도곡리 1114,7,202307,59.9642,2005,"18,400",36.9889150,126.8513315
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,11,202307,59.7056,2021,"31,500",37.0244682,127.1016691
동아2,경기도 평택시 통복동 539-2,6,202307,58.303,1994,"18,000",37.0012271,127.0883123
평택서정동롯데캐슬,경기도 평택시 서정동 1121,13,202307,59.98,2010,"37,000",37.0600235,127.0602776
청도,경기도 평택시 진위면 견산리 374,5,202307,61.83,1992,"9,100",37.1086746,127.0719432
평택센트럴자이 4단지,경기도 평택시 동삭동 854,3,202307,84.5289,2018,"47,500",37.0190802,127.1021658
평택센트럴자이2단지,경기도 평택시 동삭동 845,16,202307,98.7608,2017,"64,800",37.0170136,127.1022263
성환,경기도 평택시 평택동 121-11,2,202307,39.96,1986,"9,500",36.9885946,127.0824335
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,2,202307,59.9717,2021,"31,200",37.0201237,127.0345312
반도보라빌,경기도 평택시 포승읍 방림리 715,2,202307,84.96,2005,"16,000",36.9799985,126.8819615
태영청솔,경기도 평택시 세교동 554,6,202307,59.915,1996,"20,000",37.0046057,127.0832115
태영청솔,경기도 평택시 세교동 554,5,202307,59.915,1996,"20,000",37.0046057,127.0832115
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,21,202307,59.949,2021,"33,200",37.0201237,127.0345312
삼성,경기도 평택시 통복동 477,5,202307,84.87,1993,"26,000",36.9917077,127.0795831
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,13,202307,59.7056,2021,"31,400",37.0244682,127.1016691
스마트빌듀오3차,경기도 평택시 포승읍 만호리 575-1,9,202307,30.59,2014,"5,950",36.9771029,126.8434706
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,24,202307,74.766,2021,"38,500",37.0244682,127.1016691
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,7,202307,59.9701,2021,"30,400",37.0244682,127.1016691
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,19,202307,59.875,2019,"31,000",36.9874051,127.1296995
평택the#,경기도 평택시 서정동 1116,2,202307,117.26,2009,"45,000",37.0720142,127.0613609
평택센트럴자이3단지,경기도 평택시 동삭동 852,13,202307,59.5152,2019,"38,500",37.0209526,127.1005266
호반써밋고덕신도시,경기도 평택시 고덕동 2619-1,20,202307,84.9092,2021,"76,800",37.0418804,127.0408561
현대(이충),경기도 평택시 이충동 381,12,202307,71.509,1992,"28,000",37.0532831,127.0576266
이충동부영1단지,경기도 평택시 이충동 589-5,6,202307,49.98,1996,"13,700",37.0626486,127.0656819
개나리,경기도 평택시 세교동 559,11,202307,59.95,1995,"21,500",37.0009041,127.0821288
부영1,경기도 평택시 세교동 555,6,202307,59.94,1996,"19,600",37.0031914,127.0858386
힐스테이트 평택 1차,경기도 평택시 세교동 573,9,202307,84.62,2018,"45,000",37.0119561,127.0881501
서정스마트빌듀오2차,경기도 평택시 이충동 452-2,13,202307,20.246,2016,"7,800",37.0569326,127.0587661
시대한우리,경기도 평택시 비전동 874,16,202307,49.585,1995,"17,800",36.9977571,127.1156873
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,12,202307,84.8976,2016,"37,000",37.0102463,127.1111016
평택소사벌반도유보라아이비파크1단지,경기도 평택시 죽백동 722,22,202307,74.9327,2016,"35,500",37.0085703,127.1132306
e편한세상평택용이2단지,경기도 평택시 용이동 738,14,202307,84.91,2017,"35,000",37.0031991,127.1465691
평택비전푸르지오,경기도 평택시 용이동 648,4,202307,84.952,2016,"44,500",36.9955667,127.1211068
지제역더샵센트럴시티,경기도 평택시 지제동 가-,14,202307,84.9247,2022,"83,000",,
대원,경기도 평택시 팽성읍 송화리 790-1,7,202307,59.97,2002,"17,200",36.9636829,127.0606423
e편한세상평택,경기도 평택시 용이동 580,12,202307,72.6586,2015,"32,500",37.0006187,127.1286607
참이슬,경기도 평택시 합정동 870,4,202307,84.9249,1999,"26,000",36.9899781,127.1183375
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,13,202307,84.961,2016,"30,500",36.9654154,127.0488677
힐스테이트지제역,경기도 평택시 동삭동 가-,2,202307,84.9974,2020,"41,000",,
힐스테이트지제역,경기도 평택시 동삭동 가-,23,202307,84.9542,2020,"68,500",,
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,3,202307,83.7111,2020,"55,000",37.0162832,127.0927203
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,7,202307,74.9929,2020,"49,800",37.0141374,127.0903243
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,3,202307,59.6236,2021,"35,800",37.0223463,127.0933108
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,3,202307,59.6236,2021,"35,800",37.0223463,127.0933108
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,4,202307,74.9929,2020,"46,000",37.0141374,127.0903243
한승아파트,경기도 평택시 진위면 견산리 27-15,13,202307,34.4,2000,"9,250",37.1078327,127.0796372
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,18,202307,59.9717,2021,"32,500",37.0201237,127.0345312
스마트빌듀오1차,경기도 평택시 포승읍 만호리 574-5,7,202307,22.96,2014,"4,500",36.9756421,126.8433987
송탄역서희스타힐스,경기도 평택시 신장동 694,5,202307,66.9786,2019,"29,000",37.0855974,127.0546754
e편한세상평택용이1단지,경기도 평택시 용이동 737,6,202307,72.91,2017,"33,500",37.0021249,127.1441966
평택용이금호어울림1단지,경기도 평택시 용이동 581,10,202307,84.9986,2015,"36,500",37.0015751,127.1307921
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,3,202307,59.9605,2011,"15,500",37.0177101,126.9134152
한일,경기도 평택시 독곡동 473,1,202307,59.34,1993,"14,000",37.0841548,127.0629526
이충동부영2단지,경기도 평택시 이충동 593,5,202307,49.98,1996,"16,300",37.0619303,127.0676689
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,11,202307,99.42,2019,"82,300",37.0534802,127.0421109
동아백합,경기도 평택시 비전동 856-2,9,202307,84.908,1994,"22,000",36.9909522,127.1095421
평택센트럴자이2단지,경기도 평택시 동삭동 845,7,202307,98.7608,2017,"56,000",37.0170136,127.1022263
평택소사벌반도유보라아이비파크1단지,경기도 평택시 죽백동 722,6,202307,84.8976,2016,"36,500",37.0085703,127.1132306
주공3,경기도 평택시 서정동 909-1,3,202307,39.6,1988,"18,000",37.0614442,127.0593238
우림,경기도 평택시 안중읍 금곡리 337-3,5,202307,49.973,1999,"13,300",36.9933025,126.9524699
개나리,경기도 평택시 세교동 559,8,202307,59.95,1995,"21,000",37.0009041,127.0821288
우성꿈그린,경기도 평택시 세교동 558,7,202307,63.43,1995,"22,100",37.0022838,127.0804944
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,16,202307,59.949,2021,"33,000",37.0201237,127.0345312
우경,경기도 평택시 현덕면 권관리 576-1,2,202307,59.79,1996,"9,500",36.9179047,126.9079860
동신아름마을,경기도 평택시 안중읍 현화리 839-1,5,202307,84.6339,2005,"25,000",36.9794545,126.9244507
고덕국제신도시파라곤에듀포레,경기도 평택시 고덕동 2489-1,7,202307,84.7996,2021,"63,500",37.0419544,127.0251227
평택소사벌푸르지오,경기도 평택시 비전동 970,4,202307,83.97,2019,"38,500",37.0081966,127.1023543
서원양지마을,경기도 평택시 진위면 가곡리 406-1,2,202307,57.06,1993,"10,000",37.1167470,127.0739788
소사벌리더스하임,경기도 평택시 비전동 1011,11,202307,84.97,2014,"35,500",37.0057422,127.1064767
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,16,202307,84.772,2019,"38,600",36.9874051,127.1296995
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,15,202307,84.955,2018,"52,800",36.9927558,127.1225496
e편한세상평택용이2단지,경기도 평택시 용이동 738,12,202307,72.93,2017,"32,700",37.0031991,127.1465691
동부,경기도 평택시 독곡동 475,12,202307,99.63,1993,"30,000",37.0814593,127.0632834
푸르지오1차,경기도 평택시 용이동 471-1,13,202307,84.925,2009,"31,700",36.9988661,127.1421730
푸르지오1차,경기도 평택시 용이동 471-1,8,202307,108.8017,2009,"39,500",36.9988661,127.1421730
주공,경기도 평택시 합정동 835,5,202307,39.69,1990,"17,500",36.9900510,127.0963912
SR친오애,경기도 평택시 포승읍 만호리 646-1,3,202307,55.2406,2004,"12,500",36.9615202,126.8571889
평택메트로하임,경기도 평택시 포승읍 만호리 575-10,6,202307,24.31,2015,"4,000",36.9767849,126.8440555
주공,경기도 평택시 합정동 835,2,202307,39.3,1990,"17,500",36.9900510,127.0963912
참이슬,경기도 평택시 합정동 870,12,202307,84.9249,1999,"26,000",36.9899781,127.1183375
서원양지마을,경기도 평택시 진위면 가곡리 406-1,2,202307,57.06,1993,"7,500",37.1167470,127.0739788
서원양지마을,경기도 평택시 진위면 가곡리 406-1,2,202307,57.06,1993,"9,200",37.1167470,127.0739788
비전현대,경기도 평택시 비전동 879-5,2,202307,59.72,1994,"19,500",36.9937759,127.1161204
SK비전,경기도 평택시 비전동 856-1,10,202307,84.917,2003,"29,000",36.9906405,127.1105189
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,9,202307,127.5684,2016,"46,000",36.9654154,127.0488677
유승한내들,경기도 평택시 청북읍 옥길리 1094,11,202307,109.3464,2010,"31,500",37.0185697,126.9096609
평택센트럴자이1단지,경기도 평택시 동삭동 835,9,202307,59.5153,2017,"38,000",37.0169890,127.0990884
평택센트럴자이2단지,경기도 평택시 동삭동 845,2,202307,59.5153,2017,"34,200",37.0170136,127.1022263
평택센트럴자이3단지,경기도 평택시 동삭동 852,5,202307,84.2757,2019,"45,000",37.0209526,127.1005266
평택센트럴자이3단지,경기도 평택시 동삭동 852,24,202307,72.6417,2019,"40,000",37.0209526,127.1005266
우미이노스빌5차,경기도 평택시 이충동 607,12,202307,84.6021,2006,"32,000",37.0538245,127.0612981
서정스마트빌듀오2차,경기도 평택시 이충동 452-2,13,202307,20.246,2016,"7,800",37.0569326,127.0587661
이충동부영1단지,경기도 평택시 이충동 589-5,10,202307,49.98,1996,"16,000",37.0626486,127.0656819
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,13,202307,73.4816,2018,"44,000",36.9927558,127.1225496
태평,경기도 평택시 고덕면 궁리 75,9,202307,59.91,1995,"17,000",37.0165963,127.0337546
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,17,202307,74.766,2019,"35,500",37.0266355,127.1023814
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,15,202307,59.6236,2020,"44,400",37.0162832,127.0927203
대원,경기도 평택시 팽성읍 송화리 790-1,7,202307,59.97,2002,"16,800",36.9636829,127.0606423
주공4,경기도 평택시 합정동 829,6,202307,39.61,1992,"18,250",36.9898730,127.0907461
고덕국제신도시파라곤,경기도 평택시 고덕동 1904-2,25,202307,71.3755,2019,"61,000",37.0536942,127.0452835
고덕국제신도시리슈빌레이크파크,경기도 평택시 고덕동 2683-1,18,202307,84.8462,2021,"65,000",37.0364883,127.0353743
대진,경기도 평택시 이충동 589-3,3,202307,59.996,1997,"17,500",37.0634308,127.0650575
휴먼시아추담마을,경기도 평택시 이충동 693,9,202307,84.91,2007,"32,000",37.0583692,127.0711228
평택군문1단지주공,경기도 평택시 군문동 370,13,202307,49.43,1999,"19,800",36.9866824,127.0816065
동아목련,경기도 평택시 비전동 236-22,10,202307,84.87,1993,"21,000",36.9925234,127.1022396
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,13,202307,59.979,2019,"30,000",36.9874051,127.1296995
명지미래힐1단지,경기도 평택시 포승읍 내기리 697,4,202307,83.456,2004,"16,800",36.9767677,126.8764043
동광,경기도 평택시 칠원동 499,6,202307,84.929,2003,"25,000",37.0321275,127.1022202
동신사랑마을,경기도 평택시 안중읍 현화리 840-1,18,202307,84.963,2003,"28,500",36.9805380,126.9254940
한승아파트,경기도 평택시 진위면 견산리 27-15,10,202307,34.4,2000,"9,300",37.1078327,127.0796372
한승아파트,경기도 평택시 진위면 견산리 27-15,6,202307,34.4,2000,"9,400",37.1078327,127.0796372
평택용이금호어울림2단지,경기도 평택시 용이동 601,2,202307,84.9986,2015,"38,000",36.9985820,127.1298660
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,8,202307,59.9605,2011,"16,300",37.0161358,126.9140475
e편한세상평택용이1단지,경기도 평택시 용이동 737,10,202307,84.91,2017,"36,000",37.0021249,127.1441966
비전아이파크평택,경기도 평택시 용이동 639,3,202307,84.94,2018,"40,000",36.9987688,127.1251689
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,26,202307,59.9845,2021,"31,500",37.0244682,127.1016691
건영캐스빌,경기도 평택시 안중읍 현화리 820-1,18,202307,70.02,2005,"19,000",36.9878220,126.9175020
평택센트럴자이 5단지,경기도 평택시 동삭동 855,25,202307,75.7115,2018,"44,300",37.0202607,127.1038341
현대홈타운,경기도 평택시 팽성읍 송화리 785-1,5,202307,84.996,2005,"21,000",36.9618980,127.0551874
평택센트럴자이3단지,경기도 평택시 동삭동 852,19,202307,84.2757,2019,"51,000",37.0209526,127.1005266
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,14,202307,59.6236,2021,"39,200",37.0223463,127.0933108
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,13,202307,83.7111,2020,"55,000",37.0141374,127.0903243
대옥,경기도 평택시 팽성읍 안정리 46-7,3,202307,80.82,1989,"9,500",36.9639301,127.0488054
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,5,202307,59.6236,2021,"36,700",37.0223463,127.0933108
힐스테이트지제역,경기도 평택시 동삭동 가-,17,202307,84.9974,2020,"67,500",,
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,20,202307,59.7656,2020,"40,000",37.0141374,127.0903243
평택센트럴자이3단지,경기도 평택시 동삭동 852,13,202307,84.2757,2019,"48,500",37.0209526,127.1005266
평택센트럴자이3단지,경기도 평택시 동삭동 852,11,202307,84.5568,2019,"51,500",37.0209526,127.1005266
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,15,202307,59.9605,2011,"18,000",37.0177101,126.9134152
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,5,202307,59.9605,2011,"15,700",37.0177101,126.9134152
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,9,202307,84.9826,2011,"23,500",37.0199948,126.9091959
모아미래도2차,경기도 평택시 포승읍 도곡리 1115,8,202307,59.9717,2005,"19,400",36.9879564,126.8492249
이충동부영1단지,경기도 평택시 이충동 589-5,11,202307,59.94,1996,"20,000",37.0626486,127.0656819
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,12,202307,59.7109,2019,"28,500",37.0267896,127.1062895
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,22,202307,74.766,2019,"35,400",37.0267896,127.1062895
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,17,202307,84.87,2019,"49,500",37.0093868,127.0892034
태영청솔,경기도 평택시 세교동 554,12,202307,59.915,1996,"20,000",37.0046057,127.0832115
한승아파트,경기도 평택시 진위면 견산리 27-15,1,202307,44.46,2000,"11,850",37.1078327,127.0796372
유승한내들,경기도 평택시 청북읍 옥길리 1094,8,202307,116.1574,2010,"30,000",37.0185697,126.9096609
평택지제역동문굿모닝힐맘시티4단지,경기도 평택시 칠원동 595,23,202307,59.9845,2019,"29,900",37.0243447,127.1067737
대양아리스타,경기도 평택시 서정동 313-14,7,202307,16.645,2018,"7,650",37.0584559,127.0541814
고덕국제신도시대광로제비앙THEART,경기도 평택시 고덕동 2664-1,13,202307,84.9656,2022,"63,000",37.0364546,127.0328400
우미이노스빌3차,경기도 평택시 장당동 628,6,202307,81.4947,2006,"30,000",37.0517302,127.0589357
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,3,202307,84.9448,2013,"33,300",37.0591088,127.0791805
성원,경기도 평택시 안중읍 현화리 825-1,4,202307,59.5159,2002,"18,200",36.9835432,126.9201125
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,24,202307,73.8171,2018,"44,000",36.9927558,127.1225496
용이반도유보라,경기도 평택시 용이동 492-1,10,202307,101.7553,2010,"37,000",36.9984636,127.1464881
송화지구우미이노스빌,경기도 평택시 팽성읍 송화리 788-1,8,202307,84.5344,2005,"23,000",36.9606600,127.0597574
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,8,202307,59.7056,2021,"31,500",37.0244682,127.1016691
e편한세상평택,경기도 평택시 용이동 580,5,202307,72.6586,2015,"34,000",37.0006187,127.1286607
우성꿈그린,경기도 평택시 세교동 558,15,202307,84.97,1995,"25,300",37.0022838,127.0804944
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,12,202307,59.755,1999,"16,900",36.9805233,126.9181094
금호타운,경기도 평택시 서정동 826-4,13,202307,84.3,1996,"27,500",37.0697619,127.0579866
힐스테이트지제역,경기도 평택시 동삭동 가-,21,202307,74.9872,2020,"59,900",,
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,20,202307,59.6236,2020,"44,900",37.0141374,127.0903243
한국아델리움,경기도 평택시 장당동 629,5,202307,84.9394,2005,"31,200",37.0503965,127.0589731
평택비티온유안앨리츠,경기도 평택시 합정동 736-4,9,202307,22.749,2019,"10,000",36.9915513,127.0930767
평택센트럴자이3단지,경기도 평택시 동삭동 852,18,202307,59.5152,2019,"39,900",37.0209526,127.1005266
건영캐스빌,경기도 평택시 안중읍 현화리 820-1,8,202307,84.95,2005,"24,000",36.9878220,126.9175020
힐스테이트 평택 1차,경기도 평택시 세교동 573,9,202307,73.55,2018,"39,800",37.0119561,127.0881501
주공4,경기도 평택시 합정동 829,2,202307,40.0,1992,"20,000",36.9898730,127.0907461
모아미래도2차,경기도 평택시 포승읍 도곡리 1115,4,202307,59.9717,2005,"18,770",36.9879564,126.8492249
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,6,202307,74.766,2019,"34,800",37.0266355,127.1023814
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,17,202307,74.9744,2021,"45,000",37.0223463,127.0933108
SK합정,경기도 평택시 합정동 880,1,202307,59.965,2003,"21,000",36.9904437,127.1171022
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,14,202307,59.9605,2011,"15,900",37.0161358,126.9140475
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,5,202307,84.955,2018,"55,000",36.9927558,127.1225496
평택용이금호어울림2단지,경기도 평택시 용이동 601,4,202307,84.9967,2015,"36,500",36.9985820,127.1298660
한라파인빌(구한라공조사원아파트),경기도 평택시 포승읍 석정리 306-5,11,202307,49.94,1993,"7,200",36.9958462,126.8965959
이충동부영2단지,경기도 평택시 이충동 593,3,202307,49.98,1996,"17,000",37.0619303,127.0676689
태평,경기도 평택시 고덕면 궁리 75,11,202307,59.91,1994,"17,000",37.0165963,127.0337546
이충동부영2단지,경기도 평택시 이충동 593,5,202307,59.94,1996,"20,500",37.0619303,127.0676689
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,16,202307,84.9718,2019,"39,600",37.0266355,127.1023814
포승삼부르네상스2단지,경기도 평택시 포승읍 도곡리 1109,8,202307,84.9978,2005,"24,650",36.9908678,126.8474842
태영청솔,경기도 평택시 세교동 554,13,202307,59.915,1996,"23,500",37.0046057,127.0832115
평택소사에스케이뷰,경기도 평택시 소사동 524,12,202307,84.993,2007,"31,800",36.9898501,127.1233158
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,18,202307,84.786,2019,"38,000",36.9874051,127.1296995
평택센트럴자이2단지,경기도 평택시 동삭동 845,15,202307,59.5153,2017,"37,500",37.0170136,127.1022263
평택센트럴자이 5단지,경기도 평택시 동삭동 855,10,202307,84.5289,2018,"52,500",37.0202607,127.1038341
평택센트럴자이3단지,경기도 평택시 동삭동 852,4,202307,84.2757,2019,"47,700",37.0209526,127.1005266
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,21,202307,59.6236,2021,"38,000",37.0223463,127.0933108
힐스테이트지제역,경기도 평택시 동삭동 가-,22,202307,59.9989,2020,"50,000",,
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,4,202307,84.9833,2012,"35,000",37.0004280,127.1081602
우미린레이크파크,경기도 평택시 죽백동 816,21,202307,84.9879,2017,"39,000",37.0032659,127.1243011
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,13,202307,84.9861,2012,"38,000",37.0004280,127.1081602
경원,경기도 평택시 진위면 견산리 27-6,4,202307,50.85,1987,"7,900",37.1065637,127.0790320
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,4,202307,59.9605,2011,"15,100",37.0161358,126.9140475
부영1,경기도 평택시 세교동 555,7,202307,59.94,1996,"20,800",37.0031914,127.0858386
부영1,경기도 평택시 세교동 555,10,202307,59.94,1996,"22,000",37.0031914,127.0858386
제일하이빌1차,경기도 평택시 장당동 631,12,202307,59.8748,2005,"27,800",37.0484020,127.0588693
