단지명,주소,층,계약년월,전용면적(㎡),건축년도,거래금액(만원),위도,경도
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,27,202405,84.7982,2020,"59,250",37.0162832,127.0927203
효명,경기도 평택시 장당동 473-1,8,202405,84.54,1991,"17,000",37.0507293,127.0544476
한빛,경기도 평택시 비전동 876,5,202405,90.81,1997,"30,800",36.9960978,127.1157755
태산,경기도 평택시 비전동 813-1,11,202405,59.91,1994,"21,900",36.9984028,127.1065923
고덕국제신도시금호어울림,경기도 평택시 고덕동 2706-1,17,202405,59.97,2023,"43,000",37.0338724,127.0218516
신명나리,경기도 평택시 비전동 881,11,202405,59.97,1995,"17,000",36.9931272,127.1194389
동아목련,경기도 평택시 비전동 236-22,16,202405,84.87,1993,"24,000",36.9925234,127.1022396
향교,경기도 평택시 팽성읍 객사리 187-20,5,202405,59.34,1986,"7,000",36.9646185,127.0555649
우미린센트럴파크,경기도 평택시 비전동 1031,19,202405,84.9802,2016,"40,500",37.0049771,127.1095656
이안힐시티타워2차아파트,경기도 평택시 지산동 851-10,5,202405,64.19,2017,"19,500",37.0753235,127.0578123
제일,경기도 평택시 지산동 1028,2,202405,59.37,1991,"15,000",37.0801980,127.0599920
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,2,202405,59.87,1999,"15,000",36.9805233,126.9181094
평택용이2차푸르지오,경기도 평택시 용이동 470-1,16,202405,84.8461,2010,"35,500",36.9968729,127.1419398
대원,경기도 평택시 팽성읍 송화리 790-1,11,202405,59.97,2002,"17,000",36.9636829,127.0606423
한일,경기도 평택시 진위면 갈곶리 239-2,8,202405,59.94,1996,"14,600",37.1258239,127.0702199
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,15,202405,59.979,2019,"28,800",36.9874051,127.1296995
현대,경기도 평택시 동삭동 340-6,12,202405,84.98,1992,"29,500",37.0190665,127.0985963
평택센트럴자이3단지,경기도 평택시 동삭동 852,4,202405,72.6417,2019,"41,400",37.0209526,127.1005266
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,27,202405,84.7982,2020,"59,250",37.0162832,127.0927203
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,25,202405,84.772,2019,"41,500",36.9874051,127.1296995
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,28,202405,59.979,2019,"30,000",36.9874051,127.1296995
현대이화,경기도 평택시 비전동 828-2,12,202405,84.035,1993,"26,800",36.9970308,127.1108536
한빛,경기도 평택시 비전동 876,7,202405,134.87,1997,"35,000",36.9960978,127.1157755
평택소사벌푸르지오,경기도 평택시 비전동 970,3,202405,83.97,2019,"37,800",37.0081966,127.1023543
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,6,202405,84.9833,2012,"34,700",37.0004280,127.1081602
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,5,202405,84.8976,2016,"35,500",37.0102463,127.1111016
부영1,경기도 평택시 세교동 555,7,202405,59.94,1996,"21,000",37.0031914,127.0858386
e편한세상지제역,경기도 평택시 동삭동 416,18,202405,59.435,2022,"39,900",37.0156354,127.0883668
평택센트럴자이2단지,경기도 평택시 동삭동 845,24,202405,59.5153,2017,"34,800",37.0170136,127.1022263
호반써밋고덕국제신도시에듀파크,경기도 평택시 고덕동 2664-2,4,202405,84.6911,2022,"56,000",37.0368028,127.0307857
평택센트럴자이 5단지,경기도 평택시 동삭동 855,4,202405,84.5289,2018,"47,200",37.0202607,127.1038341
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,10,202405,59.9605,2011,"15,000",37.0177101,126.9134152
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,20,202405,84.87,2019,"45,000",37.0093868,127.0892034
우미이노스빌3차,경기도 평택시 장당동 628,17,202405,81.4947,2006,"27,000",37.0517302,127.0589357
평택뉴비전엘크루,경기도 평택시 합정동 가-,26,202405,84.9758,2021,"39,300",,
한승아파트,경기도 평택시 진위면 견산리 27-15,9,202405,44.46,2000,"12,500",37.1078327,127.0796372
평택센트럴자이1단지,경기도 평택시 동삭동 835,15,202405,59.1594,2017,"36,000",37.0169890,127.0990884
현대홈타운,경기도 평택시 팽성읍 송화리 785-1,8,202405,84.996,2005,"23,000",36.9618980,127.0551874
평택센트럴자이1단지,경기도 평택시 동삭동 835,23,202405,59.5153,2017,"37,700",37.0169890,127.0990884
평택용이금호어울림2단지,경기도 평택시 용이동 601,8,202405,84.9967,2015,"32,000",36.9985820,127.1298660
e편한세상평택용이1단지,경기도 평택시 용이동 737,12,202405,84.91,2017,"34,500",37.0021249,127.1441966
e편한세상평택용이1단지,경기도 평택시 용이동 737,8,202405,84.91,2017,"34,200",37.0021249,127.1441966
호반써밋고덕신도시,경기도 평택시 고덕동 2619-1,6,202405,102.6724,2021,"75,000",37.0418804,127.0408561
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,22,202405,74.9744,2020,"54,000",37.0162832,127.0927203
금호타운,경기도 평택시 서정동 826-4,13,202405,59.77,1996,"19,700",37.0697619,127.0579866
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,2,202405,59.949,2021,"25,500",37.0201237,127.0345312
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,28,202405,59.979,2019,"28,100",36.9874051,127.1296995
e편한세상지제역,경기도 평택시 동삭동 416,20,202405,84.052,2022,"58,000",37.0156354,127.0883668
평택뉴비전엘크루,경기도 평택시 합정동 가-,9,202405,74.834,2021,"32,800",,
동성효성,경기도 평택시 비전동 856,3,202405,72.48,1994,"19,475",36.9916147,127.1105698
소사벌리더스하임,경기도 평택시 비전동 1011,17,202405,84.86,2014,"36,700",37.0057422,127.1064767
소사벌리더스하임,경기도 평택시 비전동 1011,4,202405,84.97,2014,"32,000",37.0057422,127.1064767
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,7,202405,59.9701,2021,"30,000",37.0244682,127.1016691
평택효성해링턴플레이스1단지,경기도 평택시 소사동 670,3,202405,84.772,2019,"39,000",36.9903797,127.1254279
삼성,경기도 평택시 통복동 477,4,202405,84.87,1993,"23,500",36.9917077,127.0795831
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,6,202405,59.7656,2020,"41,500",37.0162832,127.0927203
와이엠프라젠,경기도 평택시 비전동 925,11,202405,84.9,2008,"22,000",36.9924570,127.1111831
서광미소마을,경기도 평택시 안중읍 현화리 841,19,202405,84.93,2005,"25,600",36.9806499,126.9224475
힐스테이트 평택 1차,경기도 평택시 세교동 573,12,202405,84.87,2018,"45,700",37.0119561,127.0881501
평택the#,경기도 평택시 서정동 1116,2,202405,147.5,2009,"54,000",37.0720142,127.0613609
e편한세상지제역,경기도 평택시 동삭동 416,20,202405,59.5302,2022,"43,800",37.0156354,127.0883668
현대,경기도 평택시 동삭동 340-6,3,202405,76.61,1992,"23,000",37.0190665,127.0985963
e편한세상평택용이1단지,경기도 평택시 용이동 737,4,202405,84.98,2017,"34,700",37.0021249,127.1441966
현대홈타운,경기도 평택시 팽성읍 송화리 785-1,10,202405,84.996,2005,"20,000",36.9618980,127.0551874
서재자이,경기도 평택시 동삭동 715-1,11,202405,59.53,2014,"28,500",37.0111516,127.1017076
우미이노스빌2차,경기도 평택시 장당동 632,6,202405,84.9131,2005,"28,000",37.0519408,127.0612191
호반써밋고덕국제신도시에듀파크,경기도 평택시 고덕동 2664-2,4,202405,84.6911,2022,"56,000",37.0368028,127.0307857
문화,경기도 평택시 비전동 887,10,202405,49.86,1994,"14,000",36.9915288,127.1159132
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,16,202405,84.8821,2013,"35,000",37.0591088,127.0791805
평택소사벌푸르지오,경기도 평택시 비전동 970,8,202405,83.97,2019,"37,000",37.0081966,127.1023543
건영(지산),경기도 평택시 지산동 1094,3,202405,53.58,1993,"13,700",37.0763664,127.0639244
평택the#,경기도 평택시 서정동 1116,2,202405,147.5,2009,"54,000",37.0720142,127.0613609
SR친오애,경기도 평택시 포승읍 만호리 646-1,3,202405,55.2406,2004,"12,600",36.9615202,126.8571889
평택용이금호어울림1단지,경기도 평택시 용이동 581,9,202405,67.5496,2015,"27,500",37.0015751,127.1307921
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,11,202405,59.9605,2011,"15,800",37.0177101,126.9134152
평택센트럴자이 5단지,경기도 평택시 동삭동 855,12,202405,84.5289,2018,"46,000",37.0202607,127.1038341
비전현대,경기도 평택시 비전동 879-5,8,202405,59.72,1994,"22,300",36.9937759,127.1161204
비전현대,경기도 평택시 비전동 879-5,18,202405,59.72,1994,"22,500",36.9937759,127.1161204
시대한우리,경기도 평택시 비전동 874,5,202405,49.585,1995,"16,300",36.9977571,127.1156873
한빛,경기도 평택시 비전동 876,8,202405,90.81,1997,"32,400",36.9960978,127.1157755
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,2,202405,59.7109,2019,"26,700",37.0267896,127.1062895
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,16,202405,59.7109,2019,"29,000",37.0267896,127.1062895
한승아파트,경기도 평택시 진위면 견산리 27-15,8,202405,34.4,2000,"9,700",37.1078327,127.0796372
한국아델리움,경기도 평택시 장당동 629,16,202405,84.9394,2005,"33,500",37.0503965,127.0589731
제일풍경채장당센트럴,경기도 평택시 장당동 660,18,202405,84.83,2018,"41,000",37.0475483,127.0555905
평택포승골든포트,경기도 평택시 포승읍 도곡리 1118-4,18,202405,18.32,2018,"4,900",36.9895652,126.8421765
고덕국제신도시르플로랑,경기도 평택시 고덕동 1895-2,7,202405,55.97,2021,"45,000",37.0561588,127.0455272
제일하이빌1차,경기도 평택시 장당동 631,13,202405,59.9726,2005,"24,500",37.0484020,127.0588693
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,6,202405,84.9342,2016,"27,000",36.9654154,127.0488677
평택용이금호어울림1단지,경기도 평택시 용이동 581,12,202405,67.5496,2015,"28,000",37.0015751,127.1307921
명지미래힐2단지,경기도 평택시 포승읍 내기리 698,14,202405,84.65,2004,"17,000",36.9776209,126.8782080
송탄역서희스타힐스,경기도 평택시 신장동 694,1,202405,84.6217,2019,"31,700",37.0855974,127.0546754
SR친오애,경기도 평택시 포승읍 만호리 646-1,8,202405,55.2406,2004,"13,700",36.9615202,126.8571889
태영청솔,경기도 평택시 세교동 554,15,202405,59.915,1996,"20,500",37.0046057,127.0832115
스마트빌듀오2차,경기도 평택시 포승읍 도곡리 1120-5,8,202405,23.63,2014,"5,000",36.9876936,126.8434944
SR친오애,경기도 평택시 포승읍 만호리 646-1,8,202405,55.2406,2004,"13,700",36.9615202,126.8571889
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,10,202405,74.766,2019,"35,000",37.0266355,127.1023814
평택용이2차푸르지오,경기도 평택시 용이동 470-1,6,202405,100.0633,2010,"37,500",36.9968729,127.1419398
우림필유,경기도 평택시 가재동 639,8,202405,84.98,2006,"24,000",37.0403031,127.0842237
시대한우리,경기도 평택시 비전동 874,4,202405,35.743,1995,"12,600",36.9977571,127.1156873
화영그린,경기도 평택시 진위면 가곡리 380,3,202405,59.88,1995,"9,400",37.1174100,127.0735981
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,16,202405,84.8797,2013,"31,900",37.0591088,127.0791805
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,11,202405,84.9833,2012,"35,000",37.0004280,127.1081602
평택용이2차푸르지오,경기도 평택시 용이동 470-1,4,202405,100.0633,2010,"36,000",36.9968729,127.1419398
효명,경기도 평택시 장당동 473-1,4,202405,75.96,1991,"18,000",37.0507293,127.0544476
e편한세상평택용이2단지,경기도 평택시 용이동 738,9,202405,84.91,2017,"32,950",37.0031991,127.1465691
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,8,202405,73.4816,2018,"42,750",36.9927558,127.1225496
한빛,경기도 평택시 비전동 876,9,202405,90.81,1997,"32,000",36.9960978,127.1157755
힐스테이트 평택 1차,경기도 평택시 세교동 573,3,202405,73.55,2018,"37,400",37.0119561,127.0881501
평택소사벌호반베르디움,경기도 평택시 죽백동 737,24,202405,84.2227,2018,"45,250",37.0062379,127.1125987
평택소사벌푸르지오,경기도 평택시 비전동 970,4,202405,83.97,2019,"41,200",37.0081966,127.1023543
평택소사벌푸르지오,경기도 평택시 비전동 970,4,202405,83.97,2019,"41,200",37.0081966,127.1023543
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,4,202405,59.755,1999,"15,000",36.9805233,126.9181094
평택센트럴자이3단지,경기도 평택시 동삭동 852,1,202405,59.5152,2019,"32,000",37.0209526,127.1005266
영동,경기도 평택시 팽성읍 송화리 24-5,5,202405,47.52,1991,"8,088",36.9631339,127.0539886
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,9,202405,59.979,2019,"29,000",36.9874051,127.1296995
평택센트럴자이1단지,경기도 평택시 동삭동 835,25,202405,59.5153,2017,"36,000",37.0169890,127.0990884
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,11,202405,73.4816,2018,"43,200",36.9927558,127.1225496
아주,경기도 평택시 지산동 1135,8,202405,59.95,1994,"19,200",37.0777211,127.0650625
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,11,202405,73.4816,2018,"43,200",36.9927558,127.1225496
평택용이금호어울림2단지,경기도 평택시 용이동 601,3,202405,84.9822,2015,"31,500",36.9985820,127.1298660
평택용이2차푸르지오,경기도 평택시 용이동 470-1,7,202405,84.8461,2010,"35,000",36.9968729,127.1419398
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,23,202405,74.9929,2020,"54,000",37.0162832,127.0927203
평택센트럴자이3단지,경기도 평택시 동삭동 852,21,202405,59.5152,2019,"38,500",37.0209526,127.1005266
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,10,202405,74.9744,2020,"51,000",37.0162832,127.0927203
늘푸른오스카빌,경기도 평택시 팽성읍 송화리 835,9,202405,179.6433,2010,"47,000",36.9610239,127.0544050
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,1,202405,84.9742,2011,"21,400",37.0199948,126.9091959
SK합정,경기도 평택시 합정동 880,8,202405,59.965,2003,"24,300",36.9904437,127.1171022
평택뉴비전엘크루,경기도 평택시 합정동 가-,17,202405,64.9691,2021,"31,000",,
현대(824-5),경기도 평택시 안중읍 현화리 824-1,5,202405,84.726,2003,"22,000",36.9834824,126.9169802
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,6,202405,59.9701,2021,"29,500",37.0244682,127.1016691
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,15,202405,67.6623,2013,"31,000",37.0591088,127.0791805
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,16,202405,59.9845,2019,"29,000",37.0267896,127.1062895
이충동부영2단지,경기도 평택시 이충동 593,9,202405,59.94,1996,"18,000",37.0619303,127.0676689
문영프라임,경기도 평택시 신장동 190-4,2,202405,57.75,2015,"17,300",37.0832495,127.0566699
벽산,경기도 평택시 비전동 889,1,202405,59.965,1994,"17,700",36.9917803,127.1197627
늘푸른오스카빌,경기도 평택시 팽성읍 송화리 835,12,202405,188.5682,2010,"47,500",36.9610239,127.0544050
현대,경기도 평택시 동삭동 340-6,10,202405,76.61,1992,"21,000",37.0190665,127.0985963
평택센트럴자이3단지,경기도 평택시 동삭동 852,27,202405,84.2757,2019,"52,000",37.0209526,127.1005266
고덕국제신도시르플로랑,경기도 평택시 고덕동 1895-2,15,202405,55.97,2021,"44,500",37.0561588,127.0455272
솔매마을한일유앤아이,경기도 평택시 비전동 923,9,202405,84.984,2007,"25,700",36.9926554,127.1097389
동성한아름,경기도 평택시 비전동 877,11,202405,72.48,1994,"20,800",36.9957318,127.1137973
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,3,202405,84.7048,2021,"39,000",37.0201237,127.0345312
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,21,202405,72.797,2019,"34,850",36.9874051,127.1296995
소사벌더샵마스터뷰,경기도 평택시 죽백동 817,2,202405,89.7251,2018,"48,000",37.0014315,127.1245592
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,11,202405,72.797,2019,"34,200",36.9874051,127.1296995
현대(이충),경기도 평택시 이충동 381,10,202405,102.117,1993,"35,000",37.0532831,127.0576266
평택소사에스케이뷰,경기도 평택시 소사동 524,2,202405,84.909,2007,"29,100",36.9898501,127.1233158
평택효성해링턴플레이스1단지,경기도 평택시 소사동 670,15,202405,84.772,2019,"41,400",36.9903797,127.1254279
신한헤센스마트서정아트타워,경기도 평택시 서정동 319-3,15,202405,22.654,2018,"9,600",37.0567517,127.0547999
태산,경기도 평택시 비전동 813-1,4,202405,59.91,1994,"19,000",36.9984028,127.1065923
우미린레이크파크,경기도 평택시 죽백동 816,9,202405,84.9879,2017,"37,900",37.0032659,127.1243011
힐스테이트송담,경기도 평택시 안중읍 송담리 851,20,202405,84.95,2016,"40,500",36.9770344,126.9285430
e편한세상평택용이1단지,경기도 평택시 용이동 737,3,202405,84.91,2017,"34,200",37.0021249,127.1441966
평택용이2차푸르지오,경기도 평택시 용이동 470-1,13,202405,100.0633,2010,"36,000",36.9968729,127.1419398
태평,경기도 평택시 고덕면 궁리 75,8,202405,59.91,1995,"16,200",37.0165963,127.0337546
평택메트로하임,경기도 평택시 포승읍 만호리 575-10,8,202405,23.69,2015,"4,800",36.9767849,126.8440555
스마트빌듀오2차,경기도 평택시 포승읍 도곡리 1120-5,14,202405,28.52,2014,"7,200",36.9876936,126.8434944
진광무지개,경기도 평택시 팽성읍 안정리 100-98,1,202405,59.9,1997,"9,800",36.9628003,127.0405553
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,20,202405,59.875,2019,"29,400",36.9874051,127.1296995
스마트빌듀오2차,경기도 평택시 포승읍 도곡리 1120-5,13,202405,23.63,2014,"4,350",36.9876936,126.8434944
휴먼시아추담마을,경기도 평택시 이충동 693,10,202405,84.91,2007,"30,600",37.0583692,127.0711228
한일,경기도 평택시 독곡동 473,4,202405,59.34,1993,"11,300",37.0841548,127.0629526
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,6,202405,59.9605,2011,"15,000",37.0161358,126.9140475
서평택삼익마에스트로,경기도 평택시 포승읍 도곡리 1117-10,7,202405,23.31,2015,"5,000",36.9901109,126.8417616
서정트인자리애1차,경기도 평택시 서정동 304-5,14,202405,27.04,2017,"8,600",37.0595533,127.0542752
태산,경기도 평택시 비전동 813-1,3,202405,59.91,1994,"20,000",36.9984028,127.1065923
서정트인자리애1차,경기도 평택시 서정동 304-5,18,202405,27.04,2017,"8,000",37.0595533,127.0542752
스마트빌듀오2차,경기도 평택시 포승읍 도곡리 1120-5,13,202405,23.63,2014,"4,350",36.9876936,126.8434944
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,14,202405,59.755,1999,"18,000",36.9805233,126.9181094
건영(지산),경기도 평택시 지산동 1094,6,202405,53.58,1993,"13,000",37.0763664,127.0639244
호반써밋고덕신도시,경기도 평택시 고덕동 2619-1,10,202405,102.6724,2021,"81,000",37.0418804,127.0408561
유승한내들,경기도 평택시 청북읍 옥길리 1094,12,202405,132.6639,2010,"35,500",37.0185697,126.9096609
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,14,202405,59.755,1999,"15,900",36.9805233,126.9181094
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,5,202405,59.9605,2011,"15,200",37.0161358,126.9140475
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,20,202405,59.7109,2019,"28,600",37.0267896,127.1062895
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,7,202405,59.7109,2019,"29,000",37.0267896,127.1062895
아주,경기도 평택시 지산동 1135,7,202405,59.95,1994,"15,900",37.0777211,127.0650625
THEH,경기도 평택시 지산동 750-1,8,202405,49.67,2017,"18,000",37.0821204,127.0588054
비전아이파크평택,경기도 평택시 용이동 639,25,202405,84.94,2018,"46,500",36.9987688,127.1251689
e편한세상평택용이1단지,경기도 평택시 용이동 737,19,202405,84.91,2017,"36,000",37.0021249,127.1441966
평택용이금호어울림1단지,경기도 평택시 용이동 581,6,202405,84.9986,2015,"35,900",37.0015751,127.1307921
e편한세상평택,경기도 평택시 용이동 580,16,202405,84.8456,2015,"34,000",37.0006187,127.1286607
용이반도유보라,경기도 평택시 용이동 492-1,3,202405,101.7553,2010,"33,000",36.9984636,127.1464881
한성,경기도 평택시 비전동 800,7,202405,59.995,1997,"21,500",37.0003029,127.0986826
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,23,202405,74.9929,2020,"54,500",37.0162832,127.0927203
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,10,202405,59.949,2021,"30,000",37.0201237,127.0345312
제일풍경채장당센트럴,경기도 평택시 장당동 660,20,202405,66.9,2018,"35,000",37.0475483,127.0555905
평택지제역동문디이스트5단지,경기도 평택시 칠원동 620,14,202405,84.9942,2024,"46,000",37.0253681,127.1104385
이충동부영1단지,경기도 평택시 이충동 589-5,5,202405,59.94,1996,"15,800",37.0626486,127.0656819
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,21,202405,84.9718,2019,"38,500",37.0267896,127.1062895
고덕국제신도시파라곤,경기도 평택시 고덕동 1904-2,15,202405,84.9981,2019,"64,000",37.0536942,127.0452835
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,8,202405,84.98,2019,"60,000",37.0534802,127.0421109
신안인스빌시그니처,경기도 평택시 고덕동 1897-3,12,202405,84.0374,2020,"57,500",37.0558526,127.0420624
호반써밋고덕신도시,경기도 평택시 고덕동 2619-1,10,202405,102.6724,2021,"81,000",37.0418804,127.0408561
평택소사벌호반베르디움,경기도 평택시 죽백동 737,8,202405,84.255,2018,"44,000",37.0062379,127.1125987
고덕국제신도시대광로제비앙THEART,경기도 평택시 고덕동 2664-1,14,202405,84.9656,2022,"57,000",37.0364546,127.0328400
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,4,202405,84.9833,2012,"35,000",37.0004280,127.1081602
평택비전센트럴푸르지오,경기도 평택시 용이동 650,16,202405,84.7024,2018,"44,600",36.9941872,127.1219508
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,10,202405,59.9605,2011,"15,450",37.0161358,126.9140475
비전롯데캐슬,경기도 평택시 비전동 946,12,202405,84.992,2011,"33,000",36.9989589,127.0958480
소사벌리더스하임,경기도 평택시 비전동 1011,3,202405,84.97,2014,"32,000",37.0057422,127.1064767
평택소사에스케이뷰,경기도 평택시 소사동 524,15,202405,84.882,2007,"29,350",36.9898501,127.1233158
현대(3차),경기도 평택시 안중읍 현화리 821-1,2,202405,84.996,2004,"19,900",36.9874346,126.9200385
오르빌,경기도 평택시 지산동 799-7,2,202405,84.82,2017,"20,000",37.0762563,127.0572935
태평,경기도 평택시 고덕면 궁리 75,15,202405,59.91,1994,"18,000",37.0165963,127.0337546
신안인스빌시그니처,경기도 평택시 고덕동 1897-3,10,202405,84.9534,2020,"58,000",37.0558526,127.0420624
휴먼시아추담마을,경기도 평택시 이충동 693,6,202405,75.63,2007,"27,600",37.0583692,127.0711228
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,16,202405,59.9845,2019,"29,000",37.0267896,127.1062895
평택지제역동문굿모닝힐맘시티2단지,경기도 평택시 칠원동 559,12,202405,59.7109,2019,"28,900",37.0267896,127.1062895
대원,경기도 평택시 팽성읍 송화리 790-1,11,202405,59.97,2002,"15,500",36.9636829,127.0606423
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,6,202405,74.766,2019,"34,000",37.0266355,127.1023814
평택청북한양수자인,경기도 평택시 청북읍 옥길리 1150,10,202405,84.9898,2016,"26,500",37.0232655,126.9218229
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,5,202405,59.9605,2011,"15,700",37.0177101,126.9134152
힐스테이트 평택2차,경기도 평택시 세교동 597,13,202405,64.28,2018,"37,800",37.0099774,127.0867318
평택포승골든포트,경기도 평택시 포승읍 도곡리 1118-4,14,202405,18.32,2018,"4,900",36.9895652,126.8421765
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,19,202405,59.949,2021,"31,800",37.0201237,127.0345312
평택소사벌푸르지오,경기도 평택시 비전동 970,4,202405,83.97,2019,"38,000",37.0081966,127.1023543
평택청북한양수자인,경기도 평택시 청북읍 옥길리 1150,10,202405,84.9898,2016,"26,500",37.0232655,126.9218229
건영캐스빌,경기도 평택시 안중읍 현화리 820-1,5,202405,84.95,2005,"23,500",36.9878220,126.9175020
평택소사벌푸르지오,경기도 평택시 비전동 970,12,202405,83.97,2019,"39,500",37.0081966,127.1023543
우미린레이크파크,경기도 평택시 죽백동 816,8,202405,84.9825,2017,"39,800",37.0032659,127.1243011
한성,경기도 평택시 비전동 800,7,202405,77.38,1997,"25,000",37.0003029,127.0986826
세문,경기도 평택시 평택동 202-30,3,202405,67.5,1994,"15,000",36.9883288,127.0862603
e편한세상평택용이1단지,경기도 평택시 용이동 737,9,202405,72.96,2017,"33,000",37.0021249,127.1441966
브라운스톤청북,경기도 평택시 청북읍 옥길리 1071,14,202405,84.9842,2017,"29,000",37.0203861,126.9059856
서정메트로하임,경기도 평택시 서정동 433-26,10,202405,26.37,2016,"8,600",37.0600190,127.0539176
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,10,202405,74.9929,2020,"49,500",37.0141374,127.0903243
평택센트럴자이3단지,경기도 평택시 동삭동 852,15,202405,59.5419,2019,"35,700",37.0209526,127.1005266
비전롯데캐슬,경기도 평택시 비전동 946,13,202405,84.993,2011,"34,800",36.9989589,127.0958480
현대(이충),경기도 평택시 이충동 381,12,202405,84.514,1992,"32,000",37.0532831,127.0576266
호반써밋고덕국제신도시에듀파크,경기도 평택시 고덕동 2664-2,5,202405,84.2876,2022,"62,300",37.0368028,127.0307857
고덕국제신도시파라곤에듀포레,경기도 평택시 고덕동 2489-1,15,202405,84.7996,2021,"55,000",37.0419544,127.0251227
평택서정동롯데캐슬,경기도 평택시 서정동 1121,15,202405,84.98,2010,"44,000",37.0600235,127.0602776
평택효성해링턴플레이스1단지,경기도 평택시 소사동 670,14,202405,72.797,2019,"35,000",36.9903797,127.1254279
평택효성해링턴플레이스1단지,경기도 평택시 소사동 670,3,202405,72.65,2019,"35,500",36.9903797,127.1254279
힐스테이트 평택 1차,경기도 평택시 세교동 573,2,202405,73.55,2018,"36,000",37.0119561,127.0881501
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,15,202405,59.9605,2011,"15,400",37.0161358,126.9140475
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,16,202405,103.981,2019,"52,000",36.9874051,127.1296995
평택센트럴자이 4단지,경기도 평택시 동삭동 854,9,202405,84.6164,2018,"49,000",37.0190802,127.1021658
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,1,202405,84.9742,2011,"21,200",37.0199948,126.9091959
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,2,202405,84.9826,2011,"20,800",37.0199948,126.9091959
힐스테이트송담,경기도 평택시 안중읍 송담리 851,10,202405,84.95,2016,"41,000",36.9770344,126.9285430
평택센트럴자이3단지,경기도 평택시 동삭동 852,18,202405,59.5152,2019,"38,000",37.0209526,127.1005266
신영평택비전지웰푸르지오,경기도 평택시 용이동 644,19,202405,74.9754,2019,"43,000",36.9974208,127.1225145
안중우림필유골드154,경기도 평택시 안중읍 현화리 820-2,11,202405,128.2576,2010,"39,000",36.9869119,126.9180717
