시군명,측정소명,설치년도,측정망명,측정일시각,아황산가스농도값(ppm),일산화탄소농도값(ppm),오존농도값(ppm),이산화질소농도값(ppm),미세먼지PM10농도값(μg/m³),미세먼지PM2.5농도값(μg/m³)
안양시,호계동,1992,도시대기,2023-06-30 11:00,0.003,0.3,0.04,0.016,29,26
안양시,안양2동,2004,도시대기,2023-06-30 11:00,0.002,0.4,0.049,0.008,12,
안양시,안양8동,1993,도시대기,2023-06-30 11:00,0.001,0.4,0.064,0.008,20,15
안양시,부림동,1998,도시대기,2023-06-30 11:00,0.003,0.5,0.035,0.022,32,10
안양시,안양2동,2004,도시대기,2023-06-30 10:00,0.002,0.4,0.046,0.015,9,
안양시,호계동,1992,도시대기,2023-06-30 10:00,0.003,0.3,0.039,0.017,23,16
안양시,부림동,1998,도시대기,2023-06-30 10:00,0.003,0.4,0.033,0.024,35,15
안양시,안양8동,1993,도시대기,2023-06-30 10:00,0.001,0.4,0.065,0.008,21,16
안양시,안양2동,2004,도시대기,2023-06-30 09:00,0.002,0.4,0.045,0.013,15,15
안양시,호계동,1992,도시대기,2023-06-30 09:00,0.003,0.3,0.037,0.017,25,24
안양시,부림동,1998,도시대기,2023-06-30 09:00,0.003,0.4,0.037,0.02,39,17
안양시,안양8동,1993,도시대기,2023-06-30 09:00,0.001,0.4,0.064,0.009,30,22
안양시,안양2동,2004,도시대기,2023-06-30 08:00,0.002,0.4,0.044,0.013,29,12
안양시,호계동,1992,도시대기,2023-06-30 08:00,0.003,0.3,0.038,0.019,30,25
안양시,부림동,1998,도시대기,2023-06-30 08:00,0.003,0.4,0.04,0.017,33,15
안양시,안양8동,1993,도시대기,2023-06-30 08:00,0.002,0.4,0.064,0.008,31,25
안양시,호계동,1992,도시대기,2023-06-30 07:00,0.003,0.3,0.044,0.014,26,
안양시,안양2동,2004,도시대기,2023-06-30 07:00,0.002,0.4,0.049,0.01,25,12
안양시,부림동,1998,도시대기,2023-06-30 07:00,0.003,0.4,0.045,0.013,31,21
안양시,안양8동,1993,도시대기,2023-06-30 07:00,0.002,0.4,0.065,0.008,24,22
안양시,안양8동,1993,도시대기,2023-06-30 06:00,0.002,0.4,0.074,0.004,33,27
안양시,부림동,1998,도시대기,2023-06-30 06:00,0.003,0.5,0.049,0.009,43,24
안양시,호계동,1992,도시대기,2023-06-30 06:00,0.003,0.4,0.043,0.016,48,30
안양시,안양2동,2004,도시대기,2023-06-30 06:00,0.002,0.4,0.06,0.003,15,14
안양시,안양2동,2004,도시대기,2023-06-30 05:00,0.002,0.4,0.061,0.001,38,15
안양시,호계동,1992,도시대기,2023-06-30 05:00,0.003,0.4,0.052,0.007,48,38
안양시,안양8동,1993,도시대기,2023-06-30 05:00,0.002,0.4,0.076,0.003,39,26
안양시,부림동,1998,도시대기,2023-06-30 05:00,0.003,0.5,0.054,0.007,44,30
안양시,안양8동,1993,도시대기,2023-06-30 04:00,0.002,0.4,0.074,0.003,47,37
안양시,호계동,1992,도시대기,2023-06-30 04:00,0.003,0.4,0.049,0.008,62,43
안양시,부림동,1998,도시대기,2023-06-30 04:00,0.003,0.5,0.051,0.006,63,27
안양시,안양2동,2004,도시대기,2023-06-30 04:00,0.002,0.4,0.059,0,53,17
안양시,안양8동,1993,도시대기,2023-06-30 03:00,0.002,0.3,0.08,0.002,37,23
안양시,부림동,1998,도시대기,2023-06-30 03:00,0.003,0.4,0.058,0.005,45,22
안양시,호계동,1992,도시대기,2023-06-30 03:00,0.003,0.3,0.056,0.007,52,33
안양시,안양2동,2004,도시대기,2023-06-30 03:00,0.002,0.3,0.064,0,49,10
안양시,안양8동,1993,도시대기,2023-06-30 02:00,0.002,0.3,0.083,0.002,39,31
안양시,부림동,1998,도시대기,2023-06-30 02:00,0.003,0.4,0.062,0.005,48,20
안양시,호계동,1992,도시대기,2023-06-30 02:00,0.003,0.3,0.064,0.004,52,33
안양시,안양2동,2004,도시대기,2023-06-30 02:00,0.002,0.3,0.068,0,57,11
안양시,안양8동,1993,도시대기,2023-06-30 01:00,0.002,0.3,0.083,0.002,41,32
안양시,부림동,1998,도시대기,2023-06-30 01:00,0.003,0.4,0.061,0.005,46,20
안양시,호계동,1992,도시대기,2023-06-30 01:00,0.003,0.2,0.064,0.006,52,33
안양시,안양2동,2004,도시대기,2023-06-30 01:00,0.002,0.3,0.065,0.002,35,11
안양시,안양2동,2004,도시대기,2023-06-29 24:00,0.002,0.3,0.061,0.002,15,9
안양시,호계동,1992,도시대기,2023-06-29 24:00,0.003,0.2,0.059,0.008,40,27
안양시,부림동,1998,도시대기,2023-06-29 24:00,0.003,0.4,0.056,0.007,36,16
안양시,안양8동,1993,도시대기,2023-06-29 24:00,0.002,0.3,0.078,0.003,28,25
안양시,호계동,1992,도시대기,2023-06-29 23:00,0.003,0.2,0.056,0.008,28,20
안양시,안양2동,2004,도시대기,2023-06-29 23:00,0.002,0.3,0.063,0.003,16,10
안양시,부림동,1998,도시대기,2023-06-29 23:00,0.003,0.4,0.056,0.008,27,13
안양시,안양8동,1993,도시대기,2023-06-29 23:00,0.002,0.3,0.079,0.003,27,16
안양시,호계동,1992,도시대기,2023-06-29 21:00,0.003,0.2,0.049,0.01,44,23
안양시,부림동,1998,도시대기,2023-06-29 21:00,0.003,0.4,0.052,0.01,50,23
안양시,안양8동,1993,도시대기,2023-06-29 21:00,0.002,0.3,0.075,0.005,37,26
안양시,안양2동,2004,도시대기,2023-06-29 21:00,0.002,0.3,0.063,0.004,58,18
안양시,안양2동,2004,도시대기,2023-06-29 19:00,0.002,0.3,0.043,0.006,44,7
안양시,호계동,1992,도시대기,2023-06-29 19:00,0.003,0.2,0.037,0.013,43,18
안양시,부림동,1998,도시대기,2023-06-29 19:00,0.003,0.3,0.04,0.012,46,16
안양시,안양8동,1993,도시대기,2023-06-29 19:00,0.002,0.3,0.064,0.005,43,21
안양시,안양8동,1993,도시대기,2023-06-29 18:00,0.002,0.3,0.045,0.009,17,9
안양시,부림동,1998,도시대기,2023-06-29 18:00,0.003,0.3,0.026,0.015,15,4
안양시,안양2동,2004,도시대기,2023-06-29 18:00,0.002,0.3,0.029,0.008,10,3
안양시,호계동,1992,도시대기,2023-06-29 18:00,0.003,0.2,0.023,0.016,15,6
안양시,안양2동,2004,도시대기,2023-06-29 17:00,0.002,0.2,0.024,0.012,4,2
안양시,호계동,1992,도시대기,2023-06-29 17:00,0.003,0.2,0.023,0.02,8,5
안양시,안양8동,1993,도시대기,2023-06-29 17:00,0.002,0.3,0.038,0.014,10,4
안양시,부림동,1998,도시대기,2023-06-29 17:00,0.003,0.3,0.024,0.02,12,
안양시,안양2동,2004,도시대기,2023-06-29 16:00,0.002,0.2,0.031,0.011,6,2
안양시,호계동,1992,도시대기,2023-06-29 16:00,0.003,0.2,0.027,0.019,6,
안양시,부림동,1998,도시대기,2023-06-29 16:00,0.003,0.3,0.029,0.017,8,0
안양시,안양8동,1993,도시대기,2023-06-29 16:00,0.002,0.2,0.045,0.009,6,4
안양시,안양8동,1993,도시대기,2023-06-29 14:00,0.002,0.3,0.039,0.013,12,9
안양시,부림동,1998,도시대기,2023-06-29 14:00,0.003,0.3,0.016,0.016,17,0
안양시,호계동,1992,도시대기,2023-06-29 14:00,0.003,0.2,0.016,0.015,10,
안양시,안양2동,2004,도시대기,2023-06-29 14:00,0.002,0.3,0.014,0.012,12,2
안양시,안양8동,1993,도시대기,2023-06-29 13:00,0.002,0.3,0.036,0.017,11,9
안양시,안양2동,2004,도시대기,2023-06-29 13:00,0.002,0.3,0.012,0.016,13,2
안양시,호계동,1992,도시대기,2023-06-29 13:00,0.003,0.2,0.015,0.02,21,10
안양시,부림동,1998,도시대기,2023-06-29 13:00,0.003,0.3,0.016,0.019,17,0
안양시,호계동,1992,도시대기,2023-06-29 12:00,0.003,0.2,0.026,0.019,6,
안양시,부림동,1998,도시대기,2023-06-29 12:00,0.003,0.3,0.028,0.017,7,0
안양시,안양8동,1993,도시대기,2023-06-29 12:00,0.002,0.3,0.036,0.016,13,6
안양시,안양2동,2004,도시대기,2023-06-29 12:00,0.002,0.2,0.028,0.01,16,2
안양시,안양2동,2004,도시대기,2023-06-29 11:00,0.002,0.3,0.015,0.021,25,6
안양시,호계동,1992,도시대기,2023-06-29 11:00,0.003,0.2,0.016,0.023,21,17
안양시,안양8동,1993,도시대기,2023-06-29 11:00,0.001,0.3,0.037,0.018,20,19
안양시,부림동,1998,도시대기,2023-06-29 11:00,0.003,0.3,0.018,0.018,21,7
안양시,호계동,1992,도시대기,2023-06-29 10:00,0.003,0.3,0.02,0.021,26,18
안양시,안양2동,2004,도시대기,2023-06-29 10:00,0.002,0.5,0.013,0.029,22,13
안양시,부림동,1998,도시대기,2023-06-29 10:00,0.003,0.4,0.02,0.019,27,6
안양시,안양8동,1993,도시대기,2023-06-29 10:00,0.001,0.4,0.038,0.023,33,24
안양시,안양2동,2004,도시대기,2023-06-29 09:00,0.002,0.4,0.022,0.024,14,
안양시,호계동,1992,도시대기,2023-06-29 09:00,0.003,0.3,0.027,0.016,26,26
안양시,부림동,1998,도시대기,2023-06-29 09:00,0.003,0.4,0.024,0.02,35,16
안양시,안양8동,1993,도시대기,2023-06-29 09:00,0.001,0.4,0.042,0.019,37,19
안양시,안양8동,1993,도시대기,2023-06-29 08:00,0.001,0.3,0.044,0.018,40,29
안양시,부림동,1998,도시대기,2023-06-29 08:00,0.003,0.4,0.026,0.018,45,18
안양시,안양2동,2004,도시대기,2023-06-29 08:00,0.002,0.4,0.024,0.02,24,14
안양시,호계동,1992,도시대기,2023-06-29 08:00,0.003,0.3,0.025,0.019,37,31
안양시,호계동,1992,도시대기,2023-06-29 07:00,0.003,0.2,0.029,0.014,45,32
안양시,부림동,1998,도시대기,2023-06-29 07:00,0.003,0.3,0.032,0.013,48,24
안양시,안양8동,1993,도시대기,2023-06-29 07:00,0.001,0.3,0.05,0.012,46,34
안양시,안양2동,2004,도시대기,2023-06-29 07:00,0.002,0.4,0.029,0.014,21,18
안양시,안양8동,1993,도시대기,2023-06-29 06:00,0.001,0.3,0.06,0.007,48,33
안양시,부림동,1998,도시대기,2023-06-29 06:00,0.003,0.3,0.037,0.01,50,26
안양시,호계동,1992,도시대기,2023-06-29 06:00,0.003,0.2,0.035,0.011,48,36
안양시,안양2동,2004,도시대기,2023-06-29 06:00,0.002,0.3,0.042,0.005,32,20
안양시,호계동,1992,도시대기,2023-06-29 05:00,0.003,0.2,0.045,0.008,49,41
안양시,안양2동,2004,도시대기,2023-06-29 05:00,0.002,0.4,0.049,0.002,33,21
안양시,부림동,1998,도시대기,2023-06-29 05:00,0.003,0.3,0.046,0.006,55,30
안양시,안양8동,1993,도시대기,2023-06-29 05:00,0.001,0.3,0.067,0.005,58,40
안양시,안양2동,2004,도시대기,2023-06-29 04:00,0.002,0.4,0.053,0.001,88,23
안양시,호계동,1992,도시대기,2023-06-29 04:00,0.003,0.3,0.051,0.007,64,39
안양시,부림동,1998,도시대기,2023-06-29 04:00,0.003,0.4,0.051,0.006,62,34
안양시,안양8동,1993,도시대기,2023-06-29 04:00,0.001,0.4,0.066,0.004,64,44
안양시,안양8동,1993,도시대기,2023-06-29 03:00,0.001,0.4,0.07,0.003,70,52
안양시,부림동,1998,도시대기,2023-06-29 03:00,0.003,0.4,0.056,0.005,72,36
안양시,호계동,1992,도시대기,2023-06-29 03:00,0.003,0.3,0.057,0.006,71,42
안양시,안양2동,2004,도시대기,2023-06-29 03:00,0.002,0.5,0.057,0.002,100,25
안양시,호계동,1992,도시대기,2023-06-29 02:00,0.003,0.3,0.057,0.005,68,40
안양시,안양2동,2004,도시대기,2023-06-29 02:00,0.002,0.4,0.055,0.004,98,20
안양시,부림동,1998,도시대기,2023-06-29 02:00,0.003,0.4,0.054,0.005,64,30
안양시,안양8동,1993,도시대기,2023-06-29 02:00,0.001,0.3,0.07,0.004,66,42
안양시,안양2동,2004,도시대기,2023-06-29 01:00,0.002,0.4,0.053,0.004,82,22
안양시,호계동,1992,도시대기,2023-06-29 01:00,0.003,0.3,0.049,0.007,63,62
안양시,부림동,1998,도시대기,2023-06-29 01:00,0.003,0.4,0.049,0.006,54,33
안양시,안양8동,1993,도시대기,2023-06-29 01:00,0.001,0.3,0.068,0.004,56,40
안양시,안양2동,2004,도시대기,2023-06-28 24:00,0.002,0.4,0.052,0.006,56,24
안양시,호계동,1992,도시대기,2023-06-28 24:00,0.003,0.2,0.05,0.008,54,38
안양시,부림동,1998,도시대기,2023-06-28 24:00,0.003,0.3,0.052,0.006,56,27
안양시,안양8동,1993,도시대기,2023-06-28 24:00,0.001,0.3,0.073,0.004,47,35
안양시,안양8동,1993,도시대기,2023-06-28 23:00,0.001,0.3,0.068,0.005,44,32
안양시,부림동,1998,도시대기,2023-06-28 23:00,0.003,0.3,0.053,0.007,46,26
안양시,호계동,1992,도시대기,2023-06-28 23:00,0.003,0.2,0.052,0.008,50,35
안양시,안양2동,2004,도시대기,2023-06-28 23:00,0.002,0.4,0.051,0.007,54,19
안양시,호계동,1992,도시대기,2023-06-28 22:00,0.003,0.2,0.045,0.01,44,38
안양시,안양2동,2004,도시대기,2023-06-28 22:00,0.002,0.3,0.044,0.006,47,12
안양시,부림동,1998,도시대기,2023-06-28 22:00,0.003,0.3,0.047,0.008,38,30
안양시,안양8동,1993,도시대기,2023-06-28 22:00,0.002,0.3,0.059,0.006,37,28
안양시,안양2동,2004,도시대기,2023-06-28 21:00,0.002,0.3,0.039,0.009,52,9
안양시,호계동,1992,도시대기,2023-06-28 21:00,0.003,0.2,0.041,0.01,35,20
안양시,부림동,1998,도시대기,2023-06-28 21:00,0.003,0.3,0.039,0.01,44,25
안양시,안양8동,1993,도시대기,2023-06-28 21:00,0.002,0.3,0.05,0.008,36,26
안양시,안양2동,2004,도시대기,2023-06-28 20:00,0.002,0.3,0.036,0.01,34,9
안양시,호계동,1992,도시대기,2023-06-28 20:00,0.004,0.3,0.031,0.017,35,25
안양시,부림동,1998,도시대기,2023-06-28 20:00,0.003,0.4,0.032,0.016,37,22
안양시,안양8동,1993,도시대기,2023-06-28 20:00,0.002,0.3,0.044,0.009,37,22
안양시,안양2동,2004,도시대기,2023-06-28 19:00,0.002,0.3,0.034,0.014,31,10
안양시,호계동,1992,도시대기,2023-06-28 19:00,0.004,0.3,0.031,0.017,36,26
안양시,부림동,1998,도시대기,2023-06-28 19:00,0.003,0.4,0.034,0.015,33,13
안양시,안양8동,1993,도시대기,2023-06-28 19:00,0.002,0.3,0.046,0.008,33,19
안양시,호계동,1992,도시대기,2023-06-28 18:00,0.003,0.2,0.042,0.016,30,15
안양시,안양2동,2004,도시대기,2023-06-28 18:00,0.002,0.3,0.047,0.01,33,10
안양시,안양8동,1993,도시대기,2023-06-28 18:00,0.002,0.3,0.054,0.007,24,24
안양시,부림동,1998,도시대기,2023-06-28 18:00,0.003,0.3,0.046,0.013,27,10
안양시,호계동,1992,도시대기,2023-06-28 17:00,0.003,0.2,0.052,0.014,31,23
안양시,부림동,1998,도시대기,2023-06-28 17:00,0.003,0.3,0.051,0.012,22,9
안양시,안양8동,1993,도시대기,2023-06-28 17:00,0.002,0.3,0.06,0.006,24,12
안양시,안양2동,2004,도시대기,2023-06-28 17:00,0.002,0.2,0.059,0.008,32,15
안양시,호계동,1992,도시대기,2023-06-28 16:00,0.004,0.3,0.054,0.017,29,22
안양시,부림동,1998,도시대기,2023-06-28 16:00,0.003,0.3,0.053,0.011,28,10
안양시,안양8동,1993,도시대기,2023-06-28 16:00,0.002,0.3,0.062,0.005,17,10
안양시,안양2동,2004,도시대기,2023-06-28 16:00,0.002,0.2,0.059,0.007,28,21
안양시,안양2동,2004,도시대기,2023-06-28 15:00,0.002,0.3,0.057,0.005,20,
안양시,호계동,1992,도시대기,2023-06-28 15:00,0.004,0.3,0.053,0.014,30,16
안양시,안양8동,1993,도시대기,2023-06-28 15:00,0.002,0.3,0.06,0.005,17,16
안양시,부림동,1998,도시대기,2023-06-28 15:00,0.003,0.3,0.052,0.009,26,8
안양시,부림동,1998,도시대기,2023-06-28 14:00,0.003,0.4,0.056,0.01,37,11
안양시,호계동,1992,도시대기,2023-06-28 14:00,0.004,0.2,0.05,0.016,24,17
안양시,안양2동,2004,도시대기,2023-06-28 14:00,0.002,0.4,0.056,0.009,28,27
안양시,안양8동,1993,도시대기,2023-06-28 14:00,0.002,0.4,0.058,0.008,27,19
안양시,부림동,1998,도시대기,2023-06-28 13:00,0.003,0.4,0.054,0.013,36,18
안양시,호계동,1992,도시대기,2023-06-28 13:00,0.004,0.3,0.051,0.02,39,21
안양시,안양2동,2004,도시대기,2023-06-28 13:00,0.003,0.4,0.055,0.012,36,13
안양시,안양8동,1993,도시대기,2023-06-28 13:00,0.002,0.4,0.061,0.009,35,20
안양시,호계동,1992,도시대기,2023-06-28 12:00,0.004,0.3,0.051,0.02,35,17
안양시,안양2동,2004,도시대기,2023-06-28 12:00,0.002,0.4,0.058,0.01,22,13
안양시,안양8동,1993,도시대기,2023-06-28 12:00,0.003,0.5,0.062,0.008,29,17
안양시,부림동,1998,도시대기,2023-06-28 12:00,0.004,0.5,0.053,0.014,29,13
안양시,안양8동,1993,도시대기,2023-06-28 11:00,0.002,0.4,0.056,0.009,23,12
안양시,안양2동,2004,도시대기,2023-06-28 11:00,0.002,0.4,0.053,0.01,23,6
안양시,호계동,1992,도시대기,2023-06-28 11:00,0.004,0.2,0.047,0.021,33,7
안양시,부림동,1998,도시대기,2023-06-28 11:00,0.003,0.4,0.045,0.015,29,8
안양시,안양8동,1993,도시대기,2023-06-28 10:00,0.002,0.3,0.046,0.01,17,8
안양시,부림동,1998,도시대기,2023-06-28 10:00,0.003,0.3,0.037,0.016,28,8
안양시,안양2동,2004,도시대기,2023-06-28 10:00,0.002,0.3,0.044,0.009,15,8
안양시,호계동,1992,도시대기,2023-06-28 10:00,0.003,0.2,0.04,0.022,24,9
안양시,호계동,1992,도시대기,2023-06-28 09:00,0.003,0.2,0.04,0.019,21,5
안양시,부림동,1998,도시대기,2023-06-28 09:00,0.003,0.3,0.036,0.016,24,4
안양시,안양8동,1993,도시대기,2023-06-28 09:00,0.002,0.3,0.042,0.011,15,11
안양시,안양2동,2004,도시대기,2023-06-28 09:00,0.002,0.3,0.038,0.012,11,4
안양시,호계동,1992,도시대기,2023-06-28 08:00,0.003,0.2,0.033,0.022,24,4
안양시,부림동,1998,도시대기,2023-06-28 08:00,0.003,0.3,0.031,0.02,27,5
안양시,안양8동,1993,도시대기,2023-06-28 08:00,0.002,0.3,0.039,0.012,22,12
안양시,안양2동,2004,도시대기,2023-06-28 08:00,0.002,0.3,0.035,0.015,7,3
안양시,호계동,1992,도시대기,2023-06-28 07:00,0.003,0.2,0.038,0.015,17,7
안양시,부림동,1998,도시대기,2023-06-28 07:00,0.003,0.3,0.036,0.013,25,3
안양시,안양8동,1993,도시대기,2023-06-28 07:00,0.002,0.3,0.039,0.011,20,14
안양시,안양2동,2004,도시대기,2023-06-28 07:00,0.002,0.3,0.037,0.013,11,5
안양시,호계동,1992,도시대기,2023-06-28 05:00,0.003,0.3,0.043,0.01,39,39
안양시,부림동,1998,도시대기,2023-06-28 05:00,0.003,0.4,0.045,0.008,46,28
안양시,안양8동,1993,도시대기,2023-06-28 05:00,0.002,0.4,0.056,0.004,40,36
안양시,안양2동,2004,도시대기,2023-06-28 05:00,0.002,0.4,0.056,0.001,36,20
안양시,안양8동,1993,도시대기,2023-06-28 04:00,0.002,0.5,0.057,0.004,47,38
안양시,부림동,1998,도시대기,2023-06-28 04:00,0.003,0.5,0.048,0.007,49,30
안양시,호계동,1992,도시대기,2023-06-28 04:00,0.004,0.4,0.049,0.007,57,40
안양시,안양2동,2004,도시대기,2023-06-28 04:00,0.002,0.5,0.055,0.003,52,21
안양시,안양2동,2004,도시대기,2023-06-28 03:00,0.002,0.5,0.058,0.002,34,15
안양시,안양8동,1993,도시대기,2023-06-28 03:00,0.002,0.5,0.061,0.003,38,33
안양시,부림동,1998,도시대기,2023-06-28 03:00,0.003,0.6,0.051,0.006,50,34
안양시,호계동,1992,도시대기,2023-06-28 03:00,0.003,0.4,0.052,0.006,49,43
안양시,호계동,1992,도시대기,2023-06-28 02:00,0.003,0.3,0.057,0.005,31,26
안양시,부림동,1998,도시대기,2023-06-28 02:00,0.003,0.4,0.055,0.005,36,19
안양시,안양8동,1993,도시대기,2023-06-28 02:00,0.002,0.3,0.066,0.003,30,21
안양시,안양2동,2004,도시대기,2023-06-28 02:00,0.002,0.3,0.062,0.001,36,13
안양시,안양2동,2004,도시대기,2023-06-28 01:00,0.002,0.3,0.062,0.001,39,23
안양시,호계동,1992,도시대기,2023-06-28 01:00,0.003,0.3,0.056,0.005,30,27
안양시,안양8동,1993,도시대기,2023-06-28 01:00,0.002,0.3,0.066,0.002,23,23
안양시,부림동,1998,도시대기,2023-06-28 01:00,0.003,0.4,0.057,0.004,34,16
안양시,부림동,1998,도시대기,2023-06-27 21:00,0.003,0.4,0.045,0.014,18,8
안양시,안양2동,2004,도시대기,2023-06-27 21:00,0.002,0.3,0.043,0.017,20,5
안양시,호계동,1992,도시대기,2023-06-27 21:00,0.003,0.2,0.048,0.011,19,13
안양시,안양8동,1993,도시대기,2023-06-27 21:00,0.002,0.3,0.057,0.006,15,9
안양시,호계동,1992,도시대기,2023-06-27 20:00,0.004,0.2,0.05,0.013,23,12
안양시,안양8동,1993,도시대기,2023-06-27 20:00,0.002,0.3,0.055,0.006,17,8
안양시,안양2동,2004,도시대기,2023-06-27 20:00,0.002,0.3,0.042,0.022,23,4
안양시,부림동,1998,도시대기,2023-06-27 20:00,0.003,0.4,0.043,0.019,24,9
안양시,안양2동,2004,도시대기,2023-06-27 19:00,0.002,0.2,0.054,0.015,21,1
안양시,안양8동,1993,도시대기,2023-06-27 19:00,0.002,0.3,0.058,0.005,14,8
안양시,부림동,1998,도시대기,2023-06-27 19:00,0.003,0.4,0.049,0.016,22,6
안양시,호계동,1992,도시대기,2023-06-27 19:00,0.005,0.3,0.054,0.016,20,13
안양시,안양2동,2004,도시대기,2023-06-27 18:00,0.002,0.2,0.061,0.01,10,3
안양시,호계동,1992,도시대기,2023-06-27 18:00,0.005,0.4,0.06,0.014,25,11
안양시,안양8동,1993,도시대기,2023-06-27 18:00,0.003,0.4,0.066,0.003,15,11
안양시,부림동,1998,도시대기,2023-06-27 18:00,0.004,0.5,0.056,0.012,18,7
안양시,호계동,1992,도시대기,2023-06-27 17:00,0.004,0.3,0.064,0.017,26,15
안양시,부림동,1998,도시대기,2023-06-27 17:00,0.004,0.4,0.059,0.014,26,9
안양시,안양8동,1993,도시대기,2023-06-27 17:00,0.002,0.4,0.069,0.005,19,13
안양시,안양2동,2004,도시대기,2023-06-27 17:00,0.003,0.3,0.066,0.008,13,6
안양시,안양8동,1993,도시대기,2023-06-27 16:00,0.002,0.3,0.067,0.004,14,12
안양시,부림동,1998,도시대기,2023-06-27 16:00,0.003,0.3,0.056,0.012,23,5
안양시,호계동,1992,도시대기,2023-06-27 16:00,0.004,0.2,0.061,0.013,17,16
안양시,안양2동,2004,도시대기,2023-06-27 16:00,0.002,0.2,0.066,0.007,24,4
안양시,부림동,1998,도시대기,2023-06-27 15:00,0.003,0.3,0.057,0.013,24,6
안양시,안양2동,2004,도시대기,2023-06-27 15:00,0.002,0.2,0.068,0.008,19,2
안양시,안양8동,1993,도시대기,2023-06-27 15:00,0.002,0.3,0.068,0.004,18,13
안양시,호계동,1992,도시대기,2023-06-27 15:00,0.004,0.2,0.058,0.016,22,10
안양시,안양2동,2004,도시대기,2023-06-27 14:00,0.002,0.2,0.073,0.005,25,6
안양시,호계동,1992,도시대기,2023-06-27 14:00,0.004,0.2,0.06,0.015,17,13
안양시,안양8동,1993,도시대기,2023-06-27 14:00,0.002,0.3,0.072,0.003,21,11
안양시,부림동,1998,도시대기,2023-06-27 14:00,0.003,0.3,0.059,0.012,21,12
안양시,안양2동,2004,도시대기,2023-06-27 13:00,0.003,0.2,0.082,0.006,20,5
안양시,호계동,1992,도시대기,2023-06-27 13:00,0.004,0.2,0.069,0.014,26,14
안양시,안양8동,1993,도시대기,2023-06-27 13:00,0.002,0.3,0.08,0.004,16,12
안양시,부림동,1998,도시대기,2023-06-27 13:00,0.003,0.3,0.068,0.009,23,8
안양시,부림동,1998,도시대기,2023-06-27 12:00,0.003,0.3,0.062,0.011,25,6
안양시,호계동,1992,도시대기,2023-06-27 12:00,0.004,0.2,0.069,0.015,25,9
안양시,안양2동,2004,도시대기,2023-06-27 12:00,0.002,0.3,0.074,0.006,19,6
안양시,안양8동,1993,도시대기,2023-06-27 12:00,0.002,0.3,0.077,0.004,13,
안양시,안양8동,1993,도시대기,2023-06-27 11:00,0.002,0.3,0.066,0.005,12,11
안양시,부림동,1998,도시대기,2023-06-27 11:00,0.003,0.3,0.052,0.012,23,5
안양시,안양2동,2004,도시대기,2023-06-27 11:00,0.002,0.3,0.065,0.007,17,8
안양시,호계동,1992,도시대기,2023-06-27 11:00,0.004,0.2,0.056,0.015,19,14
안양시,안양2동,2004,도시대기,2023-06-27 10:00,0.002,0.3,0.056,0.006,9,6
안양시,안양8동,1993,도시대기,2023-06-27 10:00,0.002,0.3,0.058,0.005,16,11
안양시,호계동,1992,도시대기,2023-06-27 10:00,0.003,0.2,0.043,0.022,25,9
안양시,부림동,1998,도시대기,2023-06-27 10:00,0.003,0.3,0.045,0.013,24,3
안양시,호계동,1992,도시대기,2023-06-27 09:00,0.003,0.3,0.035,0.023,16,10
안양시,부림동,1998,도시대기,2023-06-27 09:00,0.003,0.3,0.04,0.013,22,3
안양시,안양8동,1993,도시대기,2023-06-27 09:00,0.002,0.3,0.055,0.003,18,11
안양시,안양2동,2004,도시대기,2023-06-27 09:00,0.002,0.3,0.048,0.007,6,2
안양시,안양8동,1993,도시대기,2023-06-27 08:00,0.002,0.3,0.052,0.004,11,9
안양시,부림동,1998,도시대기,2023-06-27 08:00,0.003,0.3,0.039,0.013,20,3
안양시,안양2동,2004,도시대기,2023-06-27 08:00,0.002,0.3,0.043,0.008,8,3
안양시,호계동,1992,도시대기,2023-06-27 08:00,0.003,0.2,0.041,0.013,18,10
안양시,안양8동,1993,도시대기,2023-06-27 07:00,0.002,0.3,0.053,0.003,18,7
안양시,부림동,1998,도시대기,2023-06-27 07:00,0.003,0.3,0.043,0.009,17,5
안양시,호계동,1992,도시대기,2023-06-27 07:00,0.003,0.2,0.037,0.014,21,8
안양시,안양2동,2004,도시대기,2023-06-27 07:00,0.002,0.3,0.046,0.006,11,1
안양시,안양2동,2004,도시대기,2023-06-27 06:00,0.002,0.3,0.048,0.003,19,4
안양시,호계동,1992,도시대기,2023-06-27 06:00,0.003,0.2,0.04,0.01,21,10
안양시,안양8동,1993,도시대기,2023-06-27 06:00,0.002,0.3,0.055,0.002,9,8
안양시,부림동,1998,도시대기,2023-06-27 06:00,0.003,0.3,0.045,0.006,18,4
안양시,호계동,1992,도시대기,2023-06-27 05:00,0.003,0.2,0.046,0.006,15,15
안양시,안양2동,2004,도시대기,2023-06-27 05:00,0.002,0.3,0.049,0.001,18,2
안양시,부림동,1998,도시대기,2023-06-27 05:00,0.003,0.3,0.045,0.005,22,7
안양시,안양8동,1993,도시대기,2023-06-27 05:00,0.002,0.3,0.054,0.002,21,13
안양시,안양2동,2004,도시대기,2023-06-27 04:00,0.002,0.3,0.045,0,15,2
안양시,호계동,1992,도시대기,2023-06-27 04:00,0.003,0.2,0.044,0.005,11,
안양시,안양8동,1993,도시대기,2023-06-27 04:00,0.002,0.3,0.052,0.002,14,12
안양시,부림동,1998,도시대기,2023-06-27 04:00,0.003,0.3,0.043,0.004,19,6
